	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	9.41	0.03	0.99	7.55	9.36	11.37	1319.23	0.16	1.0
b2_mu	11.09	0.03	1.33	8.69	11.02	13.87	2001.82	0.24	1.0
b3_mu	1.04	0.0	0.11	0.81	1.04	1.26	1768.0	0.21	1.0
b4_mu	0.1	0.0	0.07	-0.05	0.1	0.24	1971.62	0.23	1.0
a1_mu	0.3	0.0	0.03	0.24	0.3	0.35	2009.31	0.24	1.0
a2_mu	0.22	0.0	0.03	0.15	0.21	0.28	1223.97	0.15	1.0
c1_mu	0.05	0.0	0.02	0.02	0.05	0.09	1600.66	0.19	1.0
sigma[1]	0.591	0.00215	0.0849	0.438	0.583	0.768	1562.0	0.185	1.0
sigma[2]	0.598	0.00222	0.0954	0.43	0.591	0.802	1843.0	0.219	1.0
sigma[3]	0.181	0.000519	0.0201	0.145	0.18	0.223	1499.0	0.178	1.0
sigma[4]	0.128	0.000327	0.0137	0.102	0.128	0.155	1751.0	0.208	1.0
sigma[5]	0.468	0.00358	0.0985	0.28	0.462	0.663	756.0	0.0897	1.01
sigma[6]	0.789	0.00267	0.102	0.599	0.784	0.992	1473.0	0.175	1.0
sigma[7]	1.91	0.00587	0.275	1.43	1.88	2.5	2191.0	0.26	1.0
b1[1]	7.49	0.0838	4.26	1.74	6.55	17.4	2582.0	0.306	1.0
b1[2]	5.79	0.0729	3.98	0.663	4.86	15.3	2987.0	0.354	1.0
b1[3]	5.46	0.0454	2.27	2.66	4.91	11.1	2509.0	0.298	1.0
b1[4]	11.4	0.0592	3.57	5.88	10.8	19.4	3633.0	0.431	1.0
b1[5]	2.77	0.0856	3.4	-0.557	1.53	12.0	1575.0	0.187	1.0
b1[6]	7.01	0.051	2.66	3.57	6.42	13.4	2716.0	0.322	1.0
b1[7]	11.8	0.0581	3.84	5.75	11.2	20.3	4384.0	0.52	1.0
b1[8]	11.7	0.0641	3.84	5.61	11.1	20.0	3587.0	0.425	1.0
b1[9]	14.8	0.0633	4.33	7.83	14.2	24.3	4676.0	0.554	1.0
b1[10]	7.79	0.064	3.6	3.14	6.99	16.4	3163.0	0.375	1.0
b1[11]	17.2	0.0502	3.58	10.9	16.9	24.8	5079.0	0.602	1.0
b1[12]	6.5	0.0297	1.81	3.75	6.22	10.5	3709.0	0.44	1.0
b1[13]	15.6	0.0588	4.05	8.7	15.2	24.0	4755.0	0.564	1.0
b1[14]	7.58	0.0695	3.89	2.83	6.56	17.3	3136.0	0.372	1.0
b1[15]	-1.37	0.0759	3.85	-8.06	-1.79	8.53	2569.0	0.305	1.0
b1[16]	20.5	0.0723	4.71	12.1	20.2	30.2	4242.0	0.503	1.0
b1[17]	7.63	0.0689	3.85	2.05	7.0	16.1	3121.0	0.37	1.0
b1[18]	15.8	0.0912	5.18	7.34	15.4	26.6	3222.0	0.382	1.0
b1[19]	8.29	0.117	5.08	2.18	6.87	20.3	1879.0	0.223	1.0
b1[20]	4.62	0.0655	2.68	1.85	3.86	11.8	1679.0	0.199	1.0
b1[21]	4.96	0.0438	2.18	2.35	4.44	10.1	2485.0	0.295	1.0
b1[22]	11.0	0.0603	3.64	5.3	10.5	18.8	3641.0	0.432	1.0
b1[23]	12.9	0.0588	3.95	6.42	12.3	21.5	4520.0	0.536	1.0
b1[24]	6.43	0.0714	3.43	2.29	5.52	14.9	2300.0	0.273	1.0
b1[25]	5.37	0.0363	2.03	2.81	4.9	10.4	3128.0	0.371	1.0
b1[26]	8.12	0.047	2.84	3.57	7.78	14.5	3652.0	0.433	1.0
b1[27]	13.9	0.0664	4.39	6.39	13.4	23.1	4379.0	0.519	1.0
b1[28]	10.4	0.106	4.21	4.78	9.4	20.3	1575.0	0.187	1.0
b1[29]	16.1	0.0585	3.95	9.01	15.7	24.4	4560.0	0.541	1.0
b1[30]	2.38	0.0668	2.64	-1.05	1.8	9.27	1563.0	0.185	1.0
b1[31]	2.28	0.0513	2.21	0.0205	1.67	8.18	1857.0	0.22	1.0
b1[32]	7.54	0.102	4.19	2.11	6.73	17.1	1690.0	0.2	1.0
b1[33]	6.64	0.0703	3.4	2.25	5.83	14.7	2332.0	0.277	1.0
b1[34]	16.0	0.0608	4.08	8.9	15.6	24.3	4496.0	0.533	1.0
b1[35]	13.8	0.0579	3.92	7.32	13.4	22.1	4603.0	0.546	1.0
b1[36]	10.9	0.0531	3.34	5.33	10.5	18.3	3961.0	0.47	1.0
b1[37]	17.0	0.0657	4.32	9.65	16.5	26.3	4326.0	0.513	1.0
b1[38]	16.5	0.0548	3.92	9.71	16.1	24.7	5106.0	0.605	1.0
b1[39]	5.87	0.0352	1.98	3.12	5.44	10.5	3172.0	0.376	1.0
b1[40]	11.4	0.0573	3.82	5.21	10.9	19.5	4447.0	0.527	1.0
b1[41]	14.2	0.0533	3.69	8.02	13.7	22.1	4793.0	0.568	1.0
b1[42]	6.95	0.0413	1.88	4.29	6.62	10.9	2086.0	0.247	1.0
b1[43]	15.0	0.0697	4.34	7.52	14.5	24.2	3883.0	0.46	1.0
b1[44]	19.2	0.0692	4.48	11.3	18.8	28.5	4197.0	0.498	1.0
b1[45]	11.1	0.0793	4.88	3.1	10.6	21.4	3786.0	0.449	1.0
b1[46]	7.08	0.0836	4.11	2.03	6.06	16.8	2420.0	0.287	1.0
b1[47]	3.05	0.0309	1.42	1.32	2.74	6.43	2098.0	0.249	1.0
b1[48]	9.25	0.0554	3.38	4.17	8.68	16.8	3724.0	0.442	1.0
b1[49]	7.04	0.0703	3.6	2.32	6.22	15.6	2624.0	0.311	1.0
b1[50]	8.58	0.0525	2.89	4.47	7.99	15.4	3034.0	0.36	1.0
b1[51]	8.88	0.0365	2.19	5.47	8.58	13.6	3612.0	0.428	1.0
b1[52]	2.79	0.071	3.41	-1.36	1.77	11.7	2309.0	0.274	1.0
b1[53]	5.31	0.0377	2.14	1.89	5.06	9.77	3238.0	0.384	1.0
b1[54]	14.9	0.0637	4.01	8.14	14.5	23.5	3957.0	0.469	1.0
b1[55]	8.09	0.0406	2.6	4.31	7.65	14.2	4091.0	0.485	1.0
b1[56]	2.52	0.0871	2.76	-0.809	1.86	9.49	1005.0	0.119	1.0
b1[57]	5.99	0.0722	3.59	1.82	5.01	15.0	2478.0	0.294	1.0
b1[58]	9.76	0.0861	4.8	2.72	8.9	20.4	3103.0	0.368	1.0
b1[59]	19.1	0.0653	4.18	11.7	18.8	28.0	4095.0	0.486	1.0
b1[60]	11.9	0.0456	3.19	6.76	11.5	18.7	4883.0	0.579	0.999
b1[61]	5.52	0.0916	4.09	1.23	4.19	15.9	1995.0	0.237	1.0
b1[62]	6.43	0.0403	2.4	3.14	5.93	12.3	3542.0	0.42	1.0
b1[63]	5.69	0.0816	3.95	1.36	4.46	15.6	2338.0	0.277	1.0
b1[64]	2.72	0.0565	2.76	-0.97	2.15	9.62	2386.0	0.283	1.0
b1[65]	9.3	0.0561	3.37	4.6	8.57	17.3	3608.0	0.428	1.0
