	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	6.779	0.017	0.585	5.61	6.769	7.932	1194.648	0.213	1.002
b3_mu	0.761	0.002	0.071	0.614	0.76	0.898	1870.934	0.333	1.001
b4_mu	0.101	0.001	0.055	-0.01	0.101	0.206	2418.069	0.431	1.001
a1_mu	0.291	0.0	0.021	0.25	0.291	0.333	4586.697	0.817	1.001
a2_mu	0.232	0.0	0.023	0.189	0.232	0.276	2701.493	0.481	1.002
sigma[1]	0.49	0.00161	0.0533	0.392	0.486	0.599	1095.0	0.195	1.0
sigma[2]	0.131	0.00026	0.0112	0.11	0.13	0.154	1875.0	0.334	1.0
sigma[3]	0.0978	0.000217	0.00933	0.0801	0.0974	0.116	1851.0	0.33	1.0
sigma[4]	0.33	0.00174	0.0644	0.199	0.328	0.455	1368.0	0.244	1.0
sigma[5]	0.536	0.00137	0.0645	0.417	0.531	0.67	2206.0	0.393	1.0
b1[1]	2.19	0.015	0.827	1.13	2.03	4.05	3025.0	0.539	1.0
b1[2]	1.43	0.00762	0.48	0.666	1.37	2.44	3966.0	0.706	1.0
b1[3]	4.89	0.0148	1.02	3.21	4.77	7.09	4716.0	0.84	1.0
b1[4]	7.1	0.0245	1.77	4.13	6.91	10.8	5207.0	0.927	0.999
b1[5]	0.709	0.00857	0.596	-0.347	0.641	1.99	4846.0	0.863	1.0
b1[6]	5.17	0.0151	1.09	3.39	5.02	7.63	5170.0	0.92	0.999
b1[7]	7.26	0.0287	1.99	4.21	6.95	11.7	4786.0	0.852	1.0
b1[8]	6.61	0.0192	1.57	3.98	6.43	10.0	6655.0	1.18	1.0
b1[9]	9.52	0.0273	2.1	6.06	9.28	14.2	5913.0	1.05	0.999
b1[10]	7.92	0.0341	2.22	4.49	7.57	12.7	4249.0	0.757	1.0
b1[11]	14.6	0.0333	2.81	9.57	14.4	20.5	7123.0	1.27	1.0
b1[12]	6.81	0.0123	1.07	4.81	6.75	9.02	7654.0	1.36	0.999
b1[13]	13.1	0.0374	2.64	8.44	12.8	18.7	4974.0	0.886	1.0
b1[14]	4.49	0.0141	0.996	2.86	4.35	6.69	4984.0	0.887	0.999
b1[15]	-0.538	0.00882	0.648	-1.96	-0.514	0.597	5402.0	0.962	1.0
b1[16]	16.3	0.0424	3.21	10.7	16.1	23.1	5745.0	1.02	1.0
b1[17]	2.36	0.012	0.827	1.09	2.23	4.2	4779.0	0.851	1.0
b1[18]	12.7	0.0277	2.3	8.67	12.6	17.6	6889.0	1.23	1.0
b1[19]	4.07	0.0248	1.48	2.06	3.77	7.54	3582.0	0.638	1.0
b1[20]	3.21	0.0147	1.04	1.58	3.05	5.56	5044.0	0.898	1.0
b1[21]	4.67	0.0184	1.2	2.85	4.47	7.37	4287.0	0.763	1.0
b1[22]	7.54	0.027	1.96	4.54	7.24	11.9	5232.0	0.932	1.0
b1[23]	11.2	0.0371	2.67	6.77	11.0	16.8	5184.0	0.923	1.0
b1[24]	2.96	0.00942	0.643	1.88	2.9	4.35	4667.0	0.831	1.0
b1[25]	4.02	0.0153	1.02	2.39	3.87	6.22	4451.0	0.793	1.0
b1[26]	4.91	0.0221	1.33	3.01	4.68	7.85	3613.0	0.643	1.0
b1[27]	8.46	0.0318	2.14	5.01	8.16	13.1	4512.0	0.803	1.0
b1[28]	6.8	0.0218	1.65	4.11	6.61	10.3	5757.0	1.03	1.0
b1[29]	12.6	0.0361	2.68	7.95	12.3	18.2	5510.0	0.981	1.0
b1[30]	0.975	0.0113	0.662	-0.0623	0.88	2.4	3412.0	0.608	1.0
b1[31]	1.49	0.0097	0.692	0.38	1.39	3.07	5081.0	0.905	1.0
b1[32]	2.72	0.00959	0.688	1.61	2.64	4.16	5152.0	0.917	1.0
b1[33]	3.13	0.00946	0.709	1.98	3.04	4.71	5611.0	0.999	1.0
b1[34]	11.6	0.0286	2.26	7.69	11.4	16.2	6258.0	1.11	1.0
b1[35]	9.1	0.0279	2.0	5.82	8.86	13.4	5116.0	0.911	0.999
b1[36]	6.57	0.0206	1.58	3.95	6.43	10.0	5857.0	1.04	1.0
b1[37]	14.1	0.0353	2.72	9.39	13.9	19.8	5951.0	1.06	1.0
b1[38]	11.7	0.0321	2.6	7.24	11.4	17.2	6560.0	1.17	1.0
b1[39]	7.39	0.0245	1.74	4.65	7.15	11.2	5060.0	0.901	1.0
b1[40]	7.63	0.0238	1.83	4.72	7.38	11.6	5890.0	1.05	1.0
b1[41]	12.9	0.0333	2.57	8.53	12.6	18.4	5991.0	1.07	1.0
b1[42]	7.42	0.014	1.05	5.52	7.33	9.57	5603.0	0.998	1.0
b1[43]	9.46	0.04	2.81	4.71	9.16	15.5	4914.0	0.875	1.0
b1[44]	12.9	0.038	2.83	8.39	12.6	19.0	5564.0	0.991	1.0
b1[45]	2.33	0.0158	0.839	1.22	2.18	4.33	2803.0	0.499	1.0
b1[46]	2.79	0.0187	1.14	1.18	2.58	5.38	3719.0	0.662	1.0
b1[47]	2.56	0.0113	0.783	1.32	2.46	4.32	4847.0	0.863	1.0
b1[48]	6.23	0.0187	1.24	4.21	6.06	8.98	4433.0	0.789	1.0
b1[49]	4.55	0.0177	1.21	2.74	4.35	7.21	4652.0	0.828	1.0
b1[50]	6.39	0.0236	1.63	3.78	6.16	10.1	4757.0	0.847	1.0
b1[51]	8.91	0.0155	1.32	6.47	8.8	11.7	7267.0	1.29	0.999
b1[52]	1.03	0.00777	0.53	0.0926	0.982	2.15	4653.0	0.828	1.0
b1[53]	2.7	0.00985	0.742	1.49	2.6	4.31	5674.0	1.01	1.0
b1[54]	16.0	0.0369	3.0	10.7	15.8	22.1	6624.0	1.18	1.0
b1[55]	8.52	0.0207	1.75	5.58	8.31	12.2	7105.0	1.27	0.999
b1[56]	1.75	0.0108	0.759	0.586	1.63	3.47	4950.0	0.881	1.0
b1[57]	3.08	0.0175	1.11	1.51	2.89	5.55	3997.0	0.712	1.0
b1[58]	2.26	0.00855	0.566	1.41	2.18	3.47	4377.0	0.779	1.0
b1[59]	18.1	0.0403	3.03	12.5	17.9	24.3	5654.0	1.01	1.0
b1[60]	11.7	0.0245	2.13	7.91	11.5	16.3	7538.0	1.34	1.0
b1[61]	2.26	0.0125	0.78	1.13	2.12	4.03	3895.0	0.693	1.0
b1[62]	6.09	0.0174	1.31	3.94	5.93	8.94	5653.0	1.01	1.0
b1[63]	2.74	0.0205	1.15	1.11	2.54	5.38	3157.0	0.562	1.0
b1[64]	0.33	0.0091	0.663	-0.85	0.259	1.81	5311.0	0.946	1.0
b1[65]	5.53	0.00887	0.772	4.08	5.49	7.08	7570.0	1.35	0.999
b1[66]	8.24	0.0288	1.97	5.1	7.98	12.6	4701.0	0.837	1.0
b1[67]	3.5	0.00622	0.494	2.58	3.47	4.48	6307.0	1.12	1.0
b1[68]	17.4	0.0441	3.16	11.8	17.1	24.0	5135.0	0.914	1.0
b1[69]	11.0	0.0393	2.69	6.51	10.6	16.8	4681.0	0.834	1.0
b1[70]	12.0	0.0278	2.2	8.04	11.8	16.6	6247.0	1.11	1.0
b1[71]	4.16	0.019	1.13	2.53	3.94	6.74	3526.0	0.628	1.0
b1[72]	19.6	0.046	3.25	13.6	19.3	26.3	5000.0	0.89	1.0
b1[73]	16.6	0.0419	3.13	10.9	16.4	23.0	5596.0	0.996	1.0
b1[74]	4.32	0.0154	0.924	2.9	4.18	6.42	3623.0	0.645	1.0
b1[75]	4.8	0.0139	1.04	3.09	4.69	7.06	5577.0	0.993	1.0
b1[76]	11.6	0.0228	1.94	8.15	11.5	15.6	7198.0	1.28	0.999
b1[77]	4.22	0.0131	0.988	2.54	4.12	6.31	5727.0	1.02	1.0
b1[78]	5.86	0.0245	1.79	2.93	5.61	9.86	5341.0	0.951	1.0
b1[79]	3.42	0.0181	1.19	1.59	3.26	6.01	4301.0	0.766	1.0
b1[80]	7.34	0.0185	1.42	4.94	7.19	10.4	5869.0	1.04	1.0
b1[81]	6.67	0.0178	1.47	4.14	6.51	9.93	6827.0	1.22	1.0
b1[82]	5.83	0.0146	1.16	3.8	5.72	8.31	6315.0	1.12	1.0
b1[83]	2.21	0.0164	0.858	1.08	2.05	4.17	2741.0	0.488	1.0
b1[84]	3.07	0.0119	0.877	1.59	2.99	4.88	5393.0	0.96	1.0
b1[85]	6.75	0.0278	1.81	3.96	6.42	10.8	4234.0	0.754	1.0
b1[86]	3.48	0.00795	0.597	2.45	3.43	4.75	5641.0	1.0	1.0
b1[87]	5.61	0.0258	1.75	3.03	5.3	9.64	4581.0	0.816	0.999
b1[88]	8.53	0.0276	1.93	5.48	8.24	12.7	4926.0	0.877	1.0
b1[89]	4.21	0.0128	0.897	2.76	4.1	6.19	4928.0	0.877	1.0
b1[90]	4.39	0.0136	1.02	2.67	4.27	6.56	5618.0	1.0	1.0
b1[91]	14.9	0.0363	2.8	10.0	14.6	20.8	5948.0	1.06	1.0
b1[92]	6.85	0.0235	1.65	4.22	6.61	10.5	4941.0	0.88	1.0
b1[93]	3.8	0.00816	0.689	2.64	3.72	5.3	7125.0	1.27	1.0
b1[94]	0.366	0.0108	0.652	-0.802	0.315	1.59	3645.0	0.649	1.0
b1[95]	7.04	0.0248	1.76	4.33	6.76	10.9	5018.0	0.893	1.0
b1[96]	3.99	0.0193	1.16	2.31	3.8	6.59	3595.0	0.64	1.0
b1[97]	10.7	0.0322	2.35	6.62	10.4	15.8	5333.0	0.95	1.0
b3[1]	0.463	0.00181	0.195	0.0594	0.464	0.832	11527.0	2.05	1.0
b3[2]	-0.402	0.00191	0.186	-0.788	-0.401	-0.0591	9513.0	1.69	1.0
b3[3]	0.495	0.00207	0.223	0.0407	0.491	0.907	11632.0	2.07	0.999
b3[4]	1.17	0.00297	0.306	0.564	1.16	1.77	10643.0	1.89	1.0
b3[5]	0.469	0.00169	0.188	0.0878	0.468	0.817	12316.0	2.19	0.999
b3[6]	0.29	0.00227	0.241	-0.209	0.292	0.752	11280.0	2.01	0.999
b3[7]	0.168	0.00217	0.223	-0.281	0.166	0.59	10609.0	1.89	1.0
b3[8]	1.17	0.00273	0.27	0.642	1.16	1.69	9819.0	1.75	1.0
b3[9]	0.614	0.00242	0.263	0.0917	0.616	1.11	11865.0	2.11	1.0
b3[10]	0.814	0.00237	0.235	0.338	0.811	1.28	9827.0	1.75	1.0
b3[11]	1.17	0.00344	0.354	0.478	1.16	1.86	10598.0	1.89	1.0
b3[12]	-0.426	0.00253	0.25	-0.954	-0.421	0.0422	9805.0	1.75	1.0
b3[13]	0.436	0.00246	0.273	-0.106	0.432	0.953	12288.0	2.19	0.999
b3[14]	1.08	0.00236	0.242	0.608	1.08	1.55	10514.0	1.87	0.999
b3[15]	0.444	0.00171	0.177	0.0781	0.443	0.788	10797.0	1.92	1.0
b3[16]	-0.403	0.00295	0.3	-1.03	-0.405	0.144	10343.0	1.84	0.999
b3[17]	0.652	0.00189	0.194	0.256	0.652	1.02	10531.0	1.87	1.0
b3[18]	-0.234	0.00283	0.277	-0.829	-0.232	0.272	9601.0	1.71	1.0
b3[19]	-0.498	0.00235	0.217	-0.963	-0.491	-0.102	8502.0	1.51	1.0
b3[20]	1.26	0.00232	0.238	0.79	1.25	1.73	10594.0	1.89	1.0
b3[21]	0.843	0.00243	0.231	0.372	0.838	1.29	8988.0	1.6	1.0
b3[22]	1.48	0.00289	0.301	0.893	1.47	2.09	10901.0	1.94	1.0
b3[23]	1.39	0.00288	0.289	0.82	1.38	1.96	10055.0	1.79	0.999
b3[24]	0.708	0.00222	0.221	0.257	0.704	1.14	9951.0	1.77	0.999
b3[25]	1.47	0.00288	0.292	0.9	1.46	2.04	10290.0	1.83	1.0
b3[26]	0.55	0.00219	0.228	0.0863	0.545	0.991	10807.0	1.92	0.999
b3[27]	-0.269	0.00211	0.213	-0.718	-0.267	0.128	10165.0	1.81	1.0
b3[28]	0.882	0.00239	0.261	0.365	0.878	1.38	11909.0	2.12	1.0
b3[29]	1.43	0.0037	0.345	0.77	1.42	2.11	8677.0	1.54	1.0
b3[30]	1.37	0.00201	0.212	0.953	1.37	1.77	11123.0	1.98	1.0
b3[31]	-0.728	0.00226	0.195	-1.13	-0.725	-0.365	7449.0	1.33	1.0
