name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	4.07	0.016	0.385	3.48	4.05	4.74	579.0	0.0455	1.01
mu_pr[2]	0.167	0.000279	0.0183	0.137	0.167	0.198	4277.0	0.336	1.0
mu_pr[3]	0.0787	0.000229	0.0163	0.0524	0.0784	0.106	5074.0	0.398	1.0
mu_pr[4]	-1.12	0.00126	0.0556	-1.22	-1.12	-1.03	1954.0	0.153	1.01
theta_pr[1,1]	-0.144	0.00631	0.42	-0.679	-0.216	0.64	4425.0	0.348	1.0
theta_pr[1,2]	-0.0223	0.00569	0.302	-0.467	-0.047	0.519	2821.0	0.222	1.0
theta_pr[1,3]	-0.0253	0.00719	0.46	-0.607	-0.109	0.821	4097.0	0.322	1.0
theta_pr[1,4]	0.422	0.00667	0.586	-0.353	0.326	1.54	7714.0	0.606	1.0
theta_pr[1,5]	-0.0461	0.00578	0.343	-0.517	-0.0907	0.563	3522.0	0.277	1.0
theta_pr[1,6]	-1.23	0.00518	0.162	-1.51	-1.23	-0.975	983.0	0.0772	1.0
theta_pr[1,7]	0.188	0.00551	0.394	-0.359	0.14	0.902	5123.0	0.402	1.0
theta_pr[1,8]	-0.505	0.0184	0.769	-1.24	-0.784	1.22	1752.0	0.138	1.0
theta_pr[1,9]	-0.977	0.0594	0.926	-1.58	-1.26	1.56	243.0	0.0191	1.02
theta_pr[1,10]	0.788	0.00719	0.632	-0.114	0.714	1.93	7723.0	0.607	1.0
theta_pr[1,11]	-1.19	0.00516	0.181	-1.48	-1.19	-0.909	1226.0	0.0963	1.0
theta_pr[1,12]	0.818	0.00637	0.578	-0.0238	0.765	1.87	8215.0	0.645	1.0
theta_pr[1,13]	1.04	0.00726	0.7	-0.01	0.975	2.26	9289.0	0.729	1.0
theta_pr[1,14]	0.809	0.00695	0.621	-0.0929	0.734	1.92	8003.0	0.628	1.0
theta_pr[1,15]	0.958	0.00765	0.635	0.0282	0.894	2.1	6879.0	0.54	1.0
theta_pr[1,16]	0.452	0.00765	0.654	-0.445	0.357	1.66	7309.0	0.574	1.0
theta_pr[1,17]	0.182	0.00994	0.729	-0.708	0.00785	1.61	5383.0	0.423	1.0
theta_pr[1,18]	1.03	0.00857	0.637	0.0963	0.965	2.15	5514.0	0.433	1.0
theta_pr[1,19]	0.978	0.00758	0.576	0.11	0.922	2.01	5771.0	0.453	1.0
theta_pr[1,20]	-0.266	0.0142	0.763	-1.07	-0.513	1.35	2893.0	0.227	1.0
theta_pr[1,21]	0.974	0.0089	0.558	0.154	0.924	1.98	3931.0	0.309	1.0
theta_pr[1,22]	-0.96	0.00515	0.191	-1.26	-0.965	-0.655	1379.0	0.108	1.0
theta_pr[1,23]	0.614	0.00687	0.644	-0.313	0.542	1.77	8783.0	0.69	1.0
theta_pr[1,24]	1.34	0.00883	0.623	0.397	1.3	2.42	4982.0	0.391	1.0
theta_pr[1,25]	0.468	0.0073	0.623	-0.377	0.376	1.62	7280.0	0.572	1.0
theta_pr[1,26]	0.896	0.00722	0.606	0.0226	0.832	2.0	7035.0	0.552	1.0
theta_pr[1,27]	-1.34	0.00589	0.194	-1.64	-1.35	-1.06	1089.0	0.0855	1.0
theta_pr[1,28]	-0.374	0.00772	0.521	-0.977	-0.494	0.691	4555.0	0.358	1.0
theta_pr[1,29]	-0.999	0.00495	0.162	-1.27	-0.998	-0.732	1068.0	0.0838	1.0
theta_pr[1,30]	0.609	0.0146	0.851	-0.617	0.53	2.12	3406.0	0.268	1.0
theta_pr[1,31]	-0.246	0.00633	0.382	-0.724	-0.309	0.447	3636.0	0.286	1.0
theta_pr[1,32]	0.0249	0.00697	0.549	-0.658	-0.0871	1.1	6197.0	0.487	1.0
theta_pr[1,33]	-1.37	0.00536	0.175	-1.66	-1.37	-1.09	1070.0	0.084	1.0
theta_pr[1,34]	0.341	0.0068	0.399	-0.245	0.306	1.06	3442.0	0.27	1.0
theta_pr[1,35]	-1.03	0.0158	0.564	-1.47	-1.15	0.092	1268.0	0.0996	1.0
theta_pr[1,36]	0.627	0.00646	0.594	-0.211	0.557	1.71	8447.0	0.663	1.0
theta_pr[1,37]	-0.168	0.00576	0.33	-0.611	-0.209	0.412	3278.0	0.257	1.0
theta_pr[1,38]	0.767	0.00697	0.558	-0.0209	0.702	1.79	6410.0	0.503	1.0
theta_pr[1,39]	0.196	0.00603	0.459	-0.407	0.122	1.07	5798.0	0.455	1.0
theta_pr[1,40]	-0.659	0.00516	0.245	-1.01	-0.684	-0.25	2246.0	0.176	1.0
theta_pr[1,41]	-0.352	0.00628	0.251	-0.727	-0.371	0.0887	1602.0	0.126	1.0
theta_pr[1,42]	0.594	0.00789	0.709	-0.452	0.542	1.86	8070.0	0.634	1.0
theta_pr[1,43]	-1.41	0.0778	0.572	-1.78	-1.48	-1.16	54.0	0.00424	1.08
theta_pr[1,44]	-1.18	0.00501	0.171	-1.45	-1.18	-0.9	1159.0	0.091	1.0
theta_pr[1,45]	-1.46	0.00544	0.174	-1.75	-1.46	-1.18	1023.0	0.0803	1.0
theta_pr[1,46]	0.734	0.00637	0.616	-0.139	0.66	1.86	9353.0	0.735	1.0
theta_pr[1,47]	0.77	0.00654	0.634	-0.15	0.701	1.93	9401.0	0.738	1.0
theta_pr[1,48]	-0.509	0.00604	0.248	-0.868	-0.527	-0.0832	1683.0	0.132	1.0
theta_pr[1,49]	-1.6	0.00567	0.184	-1.91	-1.6	-1.31	1050.0	0.0824	1.0
theta_pr[1,50]	-0.0553	0.0762	1.51	-1.45	-0.956	2.78	394.0	0.0309	1.01
theta_pr[1,51]	0.0524	0.00614	0.33	-0.443	0.0263	0.636	2887.0	0.227	1.0
theta_pr[1,52]	0.632	0.00696	0.67	-0.314	0.548	1.88	9257.0	0.727	1.0
theta_pr[1,53]	0.977	0.00779	0.629	0.0604	0.917	2.11	6510.0	0.511	1.0
theta_pr[1,54]	0.547	0.00759	0.495	-0.151	0.483	1.45	4252.0	0.334	1.0
theta_pr[1,55]	-0.768	0.00638	0.309	-1.14	-0.812	-0.277	2341.0	0.184	1.0
theta_pr[1,56]	0.295	0.00683	0.503	-0.399	0.223	1.23	5429.0	0.426	1.0
theta_pr[1,57]	0.499	0.00808	0.677	-0.443	0.409	1.76	7017.0	0.551	1.0
theta_pr[1,58]	0.131	0.00637	0.419	-0.459	0.0745	0.905	4324.0	0.34	1.0
theta_pr[1,59]	0.731	0.00668	0.657	-0.21	0.647	1.93	9670.0	0.759	1.0
theta_pr[1,60]	-1.04	0.0178	0.598	-1.51	-1.19	0.352	1126.0	0.0884	1.0
theta_pr[1,61]	0.0714	0.00787	0.614	-0.685	-0.0622	1.28	6085.0	0.478	1.0
theta_pr[1,62]	-0.935	0.00493	0.181	-1.23	-0.938	-0.643	1348.0	0.106	1.0
theta_pr[1,63]	0.411	0.00955	0.733	-0.539	0.273	1.79	5882.0	0.462	1.0
theta_pr[1,64]	-0.501	0.00835	0.522	-1.06	-0.636	0.57	3901.0	0.306	1.0
theta_pr[1,65]	1.37	0.0101	0.64	0.406	1.32	2.5	4021.0	0.316	1.0
theta_pr[1,66]	1.26	0.00896	0.606	0.358	1.21	2.35	4573.0	0.359	1.0
theta_pr[1,67]	0.899	0.00778	0.53	0.118	0.853	1.85	4642.0	0.365	1.0
theta_pr[1,68]	1.25	0.00941	0.635	0.29	1.2	2.39	4561.0	0.358	1.0
theta_pr[1,69]	-0.353	0.00523	0.275	-0.73	-0.378	0.119	2757.0	0.217	1.0
theta_pr[1,70]	0.428	0.00656	0.625	-0.454	0.345	1.57	9077.0	0.713	1.0
theta_pr[1,71]	-0.374	0.0056	0.228	-0.726	-0.388	0.0231	1665.0	0.131	1.0
theta_pr[1,72]	0.104	0.00685	0.536	-0.558	-0.00788	1.16	6126.0	0.481	1.0
theta_pr[1,73]	1.04	0.00793	0.601	0.152	0.986	2.12	5731.0	0.45	1.0
theta_pr[1,74]	-1.45	0.00613	0.2	-1.75	-1.45	-1.16	1062.0	0.0834	1.0
theta_pr[1,75]	0.965	0.00675	0.678	-0.0398	0.9	2.18	10093.0	0.793	1.0
theta_pr[1,76]	1.0	0.00704	0.662	0.00624	0.95	2.18	8846.0	0.695	1.0
theta_pr[1,77]	-1.18	0.00525	0.164	-1.46	-1.18	-0.917	978.0	0.0768	1.0
theta_pr[1,78]	0.559	0.00679	0.615	-0.328	0.497	1.65	8196.0	0.644	1.0
theta_pr[1,79]	0.87	0.00791	0.693	-0.137	0.792	2.13	7690.0	0.604	1.0
theta_pr[1,80]	0.771	0.00663	0.652	-0.178	0.698	1.96	9676.0	0.76	1.0
theta_pr[1,81]	0.566	0.00673	0.638	-0.332	0.481	1.74	8963.0	0.704	1.0
theta_pr[1,82]	0.409	0.0123	0.804	-0.7	0.293	1.86	4306.0	0.338	1.0
theta_pr[1,83]	-1.25	0.0051	0.163	-1.52	-1.24	-0.984	1018.0	0.0799	1.0
theta_pr[1,84]	0.604	0.0224	1.0	-0.812	0.54	2.33	1995.0	0.157	1.0
theta_pr[1,85]	-0.577	0.00522	0.208	-0.901	-0.586	-0.221	1583.0	0.124	1.0
theta_pr[1,86]	-1.32	0.0785	0.798	-1.79	-1.48	-0.224	103.0	0.0081	1.06
theta_pr[1,87]	0.778	0.00697	0.67	-0.16	0.695	2.02	9234.0	0.725	1.0
theta_pr[1,88]	-0.981	0.007	0.272	-1.31	-1.01	-0.604	1504.0	0.118	1.01
theta_pr[1,89]	-1.05	0.00526	0.167	-1.32	-1.05	-0.781	1005.0	0.079	1.0
theta_pr[1,90]	-0.21	0.00605	0.347	-0.677	-0.258	0.419	3296.0	0.259	1.0
theta_pr[1,91]	-0.155	0.00527	0.291	-0.588	-0.178	0.362	3046.0	0.239	1.0
theta_pr[1,92]	-1.45	0.00553	0.174	-1.73	-1.44	-1.17	996.0	0.0782	1.0
theta_pr[2,1]	0.307	0.00462	0.59	-0.659	0.292	1.3	16322.0	1.28	1.0
theta_pr[2,2]	0.00172	0.005	0.595	-0.958	-0.00227	0.985	14185.0	1.11	1.0
theta_pr[2,3]	0.286	0.00543	0.642	-0.757	0.275	1.37	14016.0	1.1	1.0
theta_pr[2,4]	0.102	0.00526	0.646	-0.941	0.0873	1.21	15049.0	1.18	1.0
theta_pr[2,5]	-0.192	0.00468	0.554	-1.09	-0.197	0.724	14021.0	1.1	1.0
theta_pr[2,6]	0.319	0.00496	0.418	-0.355	0.315	1.02	7085.0	0.556	1.0
theta_pr[2,7]	0.237	0.00522	0.614	-0.735	0.215	1.27	13834.0	1.09	1.0
theta_pr[2,8]	-0.693	0.00438	0.396	-1.35	-0.69	-0.0414	8193.0	0.643	1.0
theta_pr[2,9]	0.451	0.00496	0.379	-0.158	0.449	1.08	5857.0	0.46	1.0
theta_pr[2,10]	1.33	0.00563	0.713	0.157	1.31	2.52	16025.0	1.26	1.0
theta_pr[2,11]	0.0625	0.00492	0.42	-0.622	0.0589	0.756	7300.0	0.573	1.0
theta_pr[2,12]	-0.305	0.00512	0.63	-1.33	-0.318	0.722	15131.0	1.19	1.0
theta_pr[2,13]	-0.167	0.0061	0.689	-1.29	-0.172	0.982	12757.0	1.0	1.0
theta_pr[2,14]	-0.168	0.00553	0.667	-1.24	-0.175	0.938	14541.0	1.14	1.0
theta_pr[2,15]	1.0	0.00637	0.788	-0.26	0.988	2.32	15284.0	1.2	1.0
theta_pr[2,16]	0.711	0.00513	0.608	-0.256	0.696	1.71	14011.0	1.1	1.0
theta_pr[2,17]	-0.356	0.00453	0.519	-1.2	-0.355	0.501	13124.0	1.03	1.0
theta_pr[2,18]	0.311	0.00601	0.717	-0.867	0.308	1.5	14221.0	1.12	1.0
theta_pr[2,19]	-0.0417	0.00579	0.658	-1.11	-0.0454	1.05	12939.0	1.02	1.0
theta_pr[2,20]	1.28	0.00553	0.57	0.369	1.26	2.24	10632.0	0.835	1.0
theta_pr[2,21]	0.0326	0.00638	0.756	-1.19	0.023	1.29	14039.0	1.1	1.0
theta_pr[2,22]	0.257	0.00491	0.477	-0.504	0.25	1.05	9457.0	0.743	1.0
theta_pr[2,23]	-0.417	0.00514	0.577	-1.35	-0.423	0.546	12603.0	0.99	1.0
theta_pr[2,24]	0.267	0.00589	0.708	-0.882	0.262	1.45	14432.0	1.13	1.0
theta_pr[2,25]	0.577	0.00525	0.613	-0.417	0.564	1.62	13633.0	1.07	1.0
theta_pr[2,26]	0.463	0.00592	0.712	-0.687	0.456	1.64	14480.0	1.14	1.0
theta_pr[2,27]	-0.371	0.00558	0.372	-0.983	-0.37	0.235	4448.0	0.349	1.0
theta_pr[2,28]	0.042	0.00431	0.523	-0.802	0.0378	0.908	14687.0	1.15	1.0
theta_pr[2,29]	2.32	0.00543	0.574	1.41	2.3	3.29	11182.0	0.878	1.0
theta_pr[2,30]	-0.897	0.00474	0.461	-1.65	-0.892	-0.13	9450.0	0.742	1.0
theta_pr[2,31]	0.232	0.00477	0.539	-0.634	0.228	1.13	12738.0	1.0	1.0
theta_pr[2,32]	-0.266	0.00462	0.596	-1.24	-0.268	0.709	16639.0	1.31	1.0
theta_pr[2,33]	0.446	0.00498	0.376	-0.163	0.439	1.07	5689.0	0.447	1.0
theta_pr[2,34]	-0.632	0.00523	0.619	-1.65	-0.627	0.375	14003.0	1.1	1.0
theta_pr[2,35]	-0.0201	0.00507	0.384	-0.653	-0.0232	0.618	5741.0	0.451	1.0
theta_pr[2,36]	1.46	0.00596	0.747	0.265	1.44	2.72	15706.0	1.23	1.0
theta_pr[2,37]	0.0867	0.00527	0.604	-0.888	0.0767	1.1	13164.0	1.03	1.0
theta_pr[2,38]	-0.0694	0.00561	0.67	-1.16	-0.071	1.03	14287.0	1.12	1.0
theta_pr[2,39]	-0.861	0.00466	0.556	-1.78	-0.861	0.0591	14213.0	1.12	1.0
theta_pr[2,40]	-0.458	0.00435	0.51	-1.29	-0.46	0.38	13747.0	1.08	1.0
theta_pr[2,41]	-1.21	0.00495	0.539	-2.1	-1.2	-0.334	11865.0	0.932	1.0
theta_pr[2,42]	-1.42	0.00447	0.484	-2.22	-1.41	-0.629	11707.0	0.919	1.0
theta_pr[2,43]	-0.0885	0.00556	0.362	-0.683	-0.0886	0.5	4231.0	0.332	1.0
