name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.55	2.22	3.16	-4.44	3.23	3.78	2.03	0.000149	7.9
mu_pr[2]	0.0696	0.0193	0.0321	0.0186	0.076	0.117	2.78	0.000204	1.81
mu_pr[3]	0.177	0.0478	0.069	0.116	0.144	0.308	2.09	0.000153	4.6
mu_pr[4]	-1.86	0.99	1.41	-4.59	-1.07	-0.979	2.03	0.000149	7.92
mu_pr[5]	-0.264	1.08	1.54	-3.25	0.583	0.726	2.04	0.000149	7.53
theta_pr[1,1]	-0.235	0.339	0.654	-1.51	-0.165	0.73	3.71	0.000272	1.43
theta_pr[1,2]	-0.201	0.268	0.525	-1.23	-0.14	0.539	3.84	0.000281	1.4
theta_pr[1,3]	-0.0831	0.0895	0.522	-0.817	-0.129	0.859	34.1	0.00249	1.04
theta_pr[1,4]	0.0414	0.329	0.731	-1.29	0.0445	1.23	4.93	0.000361	1.27
theta_pr[1,5]	-0.113	0.0726	0.388	-0.705	-0.124	0.509	28.5	0.00209	1.04
theta_pr[1,6]	-0.665	0.734	1.05	-1.51	-1.19	1.27	2.05	0.00015	6.47
theta_pr[1,7]	0.101	0.117	0.425	-0.544	0.0805	0.837	13.2	0.000963	1.08
theta_pr[1,8]	0.114	0.518	0.943	-1.04	-0.205	1.57	3.31	0.000242	1.54
theta_pr[1,9]	-0.623	0.757	1.12	-1.57	-1.2	1.38	2.18	0.000159	3.34
theta_pr[1,10]	0.452	0.642	1.07	-1.54	0.629	1.98	2.77	0.000203	1.81
theta_pr[1,11]	-0.645	0.69	0.988	-1.46	-1.13	1.17	2.05	0.00015	6.39
theta_pr[1,12]	0.673	0.373	0.733	-0.537	0.669	1.88	3.85	0.000282	1.4
theta_pr[1,13]	0.427	0.693	1.16	-1.7	0.603	2.12	2.8	0.000205	1.79
theta_pr[1,14]	0.29	0.786	1.26	-2.12	0.584	1.97	2.58	0.000189	2.01
theta_pr[1,15]	0.358	0.741	1.2	-1.91	0.599	2.0	2.62	0.000192	1.96
theta_pr[1,16]	0.0743	0.496	0.884	-1.52	0.146	1.43	3.18	0.000233	1.58
theta_pr[1,17]	-0.07	0.03	0.57	-0.778	-0.169	1.03	361.0	0.0264	1.01
theta_pr[1,18]	0.664	0.494	0.892	-0.847	0.719	2.09	3.26	0.000239	1.55
theta_pr[1,19]	0.581	0.48	0.855	-0.912	0.659	1.91	3.17	0.000232	1.58
theta_pr[1,20]	-0.413	0.17	0.622	-1.24	-0.503	0.755	13.4	0.000981	1.08
theta_pr[1,21]	0.658	0.549	0.942	-1.03	0.784	2.05	2.94	0.000215	1.69
theta_pr[1,22]	-0.462	0.658	0.945	-1.27	-0.925	1.28	2.06	0.000151	5.69
theta_pr[1,23]	0.894	0.346	0.728	-0.233	0.856	2.01	4.43	0.000325	1.32
theta_pr[1,24]	0.774	0.653	1.08	-1.17	0.967	2.33	2.74	0.0002	1.84
theta_pr[1,25]	-0.0242	0.508	0.874	-1.71	0.109	1.21	2.96	0.000217	1.68
theta_pr[1,26]	0.681	0.639	1.05	-1.25	0.881	2.14	2.7	0.000197	1.88
theta_pr[1,27]	-0.794	0.727	1.04	-1.65	-1.31	1.11	2.05	0.00015	6.36
theta_pr[1,28]	-0.578	0.348	0.712	-1.88	-0.551	0.558	4.19	0.000306	1.35
theta_pr[1,29]	-0.771	0.173	0.354	-1.19	-0.853	0.00692	4.16	0.000305	1.36
theta_pr[1,30]	0.628	0.331	0.718	-0.421	0.545	1.7	4.71	0.000345	1.29
theta_pr[1,31]	-0.0324	0.304	0.627	-1.14	-0.0198	0.969	4.24	0.00031	1.34
theta_pr[1,32]	0.412	0.456	0.783	-0.587	0.178	1.69	2.96	0.000216	1.69
theta_pr[1,33]	-0.667	0.76	1.11	-1.62	-1.24	1.35	2.14	0.000157	3.75
theta_pr[1,34]	-0.0652	0.399	0.708	-1.48	0.0495	0.922	3.15	0.00023	1.6
theta_pr[1,35]	-0.691	0.705	1.01	-1.53	-1.19	1.15	2.05	0.00015	6.05
theta_pr[1,36]	0.326	0.399	0.764	-0.983	0.339	1.55	3.67	0.000268	1.44
theta_pr[1,37]	-0.2	0.0721	0.377	-0.735	-0.241	0.415	27.3	0.002	1.05
theta_pr[1,38]	0.293	0.526	0.906	-1.37	0.41	1.62	2.97	0.000217	1.68
theta_pr[1,39]	0.161	0.0746	0.455	-0.463	0.104	0.993	37.2	0.00272	1.03
theta_pr[1,40]	-0.614	0.072	0.31	-1.04	-0.648	-0.0178	18.5	0.00135	1.06
theta_pr[1,41]	0.203	0.539	0.803	-0.618	-0.144	1.68	2.22	0.000162	3.03
theta_pr[1,42]	0.518	0.00765	0.625	-0.473	0.529	1.66	6673.0	0.489	1.0
theta_pr[1,43]	-1.34	0.328	0.537	-1.88	-1.53	-0.133	2.67	0.000196	1.92
theta_pr[1,44]	-0.0398	0.583	0.884	-1.0	-0.407	1.53	2.3	0.000169	2.61
theta_pr[1,45]	-0.889	0.805	1.15	-1.82	-1.47	1.24	2.05	0.00015	6.41
theta_pr[1,46]	0.255	0.466	0.852	-1.28	0.316	1.59	3.34	0.000245	1.52
theta_pr[1,47]	0.355	0.445	0.823	-1.07	0.392	1.67	3.43	0.000251	1.5
theta_pr[1,48]	-0.624	0.0804	0.355	-1.26	-0.6	-0.108	19.5	0.00143	1.06
theta_pr[1,49]	-1.07	0.806	1.15	-2.01	-1.64	1.04	2.05	0.00015	6.48
theta_pr[1,50]	-0.63	0.704	1.03	-1.5	-1.14	1.22	2.13	0.000156	3.88
theta_pr[1,51]	-0.0906	0.273	0.562	-1.17	-0.0477	0.721	4.25	0.000311	1.34
theta_pr[1,52]	0.25	0.434	0.863	-1.14	0.222	1.71	3.95	0.000289	1.38
theta_pr[1,53]	0.499	0.568	0.978	-1.24	0.623	1.98	2.97	0.000217	1.68
theta_pr[1,54]	0.134	0.583	0.959	-1.72	0.332	1.43	2.7	0.000198	1.88
theta_pr[1,55]	0.326	0.514	0.857	-0.744	0.0543	1.76	2.78	0.000204	1.81
theta_pr[1,56]	0.0344	0.508	0.87	-1.67	0.18	1.26	2.93	0.000215	1.7
theta_pr[1,57]	0.685	0.399	0.749	-0.388	0.558	1.88	3.52	0.000258	1.47
theta_pr[1,58]	-0.0663	0.344	0.658	-1.3	-0.0159	0.928	3.65	0.000267	1.44
theta_pr[1,59]	0.612	0.423	0.826	-0.719	0.613	2.0	3.82	0.00028	1.41
theta_pr[1,60]	-0.597	0.682	0.997	-1.48	-1.09	1.19	2.14	0.000156	3.76
theta_pr[1,61]	-0.132	0.22	0.628	-1.03	-0.208	1.03	8.18	0.000599	1.14
theta_pr[1,62]	-0.444	0.65	0.934	-1.24	-0.899	1.27	2.06	0.000151	5.59
theta_pr[1,63]	-0.133	0.0783	0.676	-0.903	-0.293	1.3	74.5	0.00546	1.02
theta_pr[1,64]	-0.179	0.598	0.905	-1.08	-0.604	1.42	2.3	0.000168	2.65
theta_pr[1,65]	0.792	0.689	1.13	-1.27	1.01	2.38	2.69	0.000197	1.89
theta_pr[1,66]	0.694	0.813	1.28	-1.75	1.03	2.35	2.49	0.000182	2.15
theta_pr[1,67]	0.699	0.455	0.82	-0.71	0.757	1.96	3.25	0.000238	1.55
theta_pr[1,68]	0.701	0.63	1.05	-1.19	0.889	2.22	2.76	0.000202	1.81
theta_pr[1,69]	-0.26	0.181	0.385	-0.789	-0.332	0.408	4.5	0.000329	1.31
theta_pr[1,70]	0.763	0.383	0.75	-0.348	0.678	1.93	3.82	0.00028	1.4
theta_pr[1,71]	-0.448	0.00436	0.318	-0.943	-0.455	0.0767	5317.0	0.389	1.0
theta_pr[1,72]	-0.0356	0.244	0.638	-0.958	-0.121	1.14	6.85	0.000502	1.17
theta_pr[1,73]	0.556	0.627	1.04	-1.33	0.733	2.03	2.75	0.000201	1.84
theta_pr[1,74]	-0.867	0.85	1.22	-1.83	-1.48	1.47	2.06	0.000151	5.82
theta_pr[1,75]	0.724	0.58	1.0	-1.05	0.84	2.24	2.99	0.000219	1.67
theta_pr[1,76]	0.43	0.771	1.24	-1.87	0.709	2.1	2.58	0.000189	2.0
theta_pr[1,77]	-0.788	0.522	0.752	-1.46	-1.14	0.602	2.07	0.000152	5.18
theta_pr[1,78]	0.394	0.396	0.799	-0.917	0.376	1.73	4.08	0.000298	1.36
theta_pr[1,79]	0.287	0.614	1.05	-1.62	0.428	1.83	2.9	0.000212	1.72
theta_pr[1,80]	0.418	0.48	0.878	-1.09	0.465	1.81	3.35	0.000245	1.52
theta_pr[1,81]	0.268	0.281	0.684	-0.736	0.195	1.49	5.94	0.000435	1.21
theta_pr[1,82]	0.0399	0.316	0.881	-1.11	-0.129	1.72	7.76	0.000568	1.15
theta_pr[1,83]	-0.588	0.762	1.1	-1.49	-1.15	1.43	2.07	0.000152	5.25
theta_pr[1,84]	0.375	0.47	1.06	-0.991	0.18	1.94	5.05	0.00037	1.27
theta_pr[1,85]	-0.499	0.11	0.404	-1.18	-0.497	0.129	13.6	0.000998	1.08
theta_pr[1,86]	-0.971	0.758	1.08	-1.86	-1.51	0.994	2.04	0.00015	6.78
theta_pr[1,87]	0.318	0.548	0.96	-1.4	0.408	1.79	3.07	0.000225	1.63
theta_pr[1,88]	-0.444	0.665	0.96	-1.28	-0.913	1.31	2.08	0.000153	4.8
theta_pr[1,89]	-0.494	0.651	0.933	-1.28	-0.949	1.22	2.05	0.00015	5.98
theta_pr[1,90]	0.0457	0.0418	0.415	-0.576	0.0434	0.699	98.6	0.00722	1.02
theta_pr[1,91]	-0.241	0.266	0.517	-1.3	-0.167	0.451	3.78	0.000277	1.42
theta_pr[1,92]	-0.875	0.788	1.13	-1.78	-1.44	1.18	2.04	0.000149	6.97
theta_pr[2,1]	0.111	0.106	0.692	-1.01	0.103	1.27	42.6	0.00312	1.03
theta_pr[2,2]	-0.162	0.0731	0.651	-1.2	-0.168	0.915	79.3	0.0058	1.02
theta_pr[2,3]	0.269	0.21	0.726	-0.945	0.29	1.42	12.0	0.000875	1.09
theta_pr[2,4]	-0.0262	0.00616	0.716	-1.22	-0.018	1.14	13512.0	0.989	1.0
theta_pr[2,5]	-0.11	0.0755	0.621	-1.11	-0.126	0.931	67.7	0.00496	1.02
theta_pr[2,6]	0.447	0.118	0.563	-0.539	0.483	1.3	22.7	0.00166	1.05
theta_pr[2,7]	0.117	0.0694	0.667	-0.958	0.116	1.23	92.6	0.00678	1.02
theta_pr[2,8]	-0.957	0.338	0.754	-2.09	-1.02	0.451	4.98	0.000364	1.27
theta_pr[2,9]	0.482	0.00716	0.525	-0.336	0.471	1.35	5374.0	0.394	1.01
theta_pr[2,10]	1.03	0.394	0.888	-0.522	1.07	2.41	5.08	0.000372	1.25
theta_pr[2,11]	0.0811	0.108	0.622	-0.868	0.0547	1.14	33.4	0.00244	1.04
theta_pr[2,12]	-0.197	0.0106	0.637	-1.22	-0.212	0.848	3583.0	0.262	1.01
theta_pr[2,13]	-0.112	0.179	0.765	-1.36	-0.111	1.13	18.3	0.00134	1.06
theta_pr[2,14]	-0.0228	0.16	0.747	-1.27	-0.00663	1.16	21.9	0.0016	1.05
theta_pr[2,15]	0.641	0.401	0.944	-0.986	0.68	2.13	5.54	0.000406	1.23
theta_pr[2,16]	0.534	0.00618	0.663	-0.559	0.53	1.63	11525.0	0.844	1.0
theta_pr[2,17]	-0.292	0.136	0.618	-1.28	-0.314	0.753	20.7	0.00151	1.05
theta_pr[2,18]	0.255	0.0427	0.707	-0.911	0.255	1.44	274.0	0.0201	1.01
theta_pr[2,19]	0.0236	0.00569	0.653	-1.06	0.0233	1.1	13184.0	0.965	1.0
theta_pr[2,20]	0.957	0.00565	0.642	-0.084	0.944	2.03	12947.0	0.948	1.0
theta_pr[2,21]	0.0514	0.00611	0.714	-1.13	0.0501	1.23	13657.0	1.0	1.0
theta_pr[2,22]	0.381	0.00714	0.602	-0.585	0.385	1.36	7121.0	0.521	1.0
theta_pr[2,23]	-0.161	0.0666	0.667	-1.21	-0.184	0.982	101.0	0.00736	1.02
theta_pr[2,24]	-0.182	0.197	0.789	-1.5	-0.169	1.09	16.1	0.00118	1.07
theta_pr[2,25]	0.354	0.0818	0.687	-0.779	0.351	1.48	70.6	0.00517	1.02
theta_pr[2,26]	0.266	0.317	0.845	-1.18	0.305	1.59	7.12	0.000522	1.16
theta_pr[2,27]	-0.173	0.105	0.561	-1.01	-0.213	0.815	28.4	0.00208	1.05
theta_pr[2,28]	0.412	0.143	0.66	-0.645	0.395	1.52	21.2	0.00155	1.05
theta_pr[2,29]	1.78	0.363	0.811	0.307	1.85	3.0	5.01	0.000367	1.26
theta_pr[2,30]	-1.63	0.711	1.17	-3.11	-1.93	0.696	2.72	0.000199	1.86
theta_pr[2,31]	1.15	0.295	0.804	-0.191	1.19	2.42	7.44	0.000545	1.15
theta_pr[2,32]	-0.15	0.00609	0.671	-1.27	-0.153	0.924	12133.0	0.888	1.0
