name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	2.65	0.01	0.261	2.25	2.63	3.09	681.0	0.0185	1.01
mu_pr[2]	0.13	0.000278	0.0189	0.0993	0.13	0.161	4589.0	0.125	1.0
mu_pr[3]	0.0854	0.000134	0.0102	0.0686	0.0854	0.102	5796.0	0.158	1.0
mu_pr[4]	-1.2	0.00311	0.0894	-1.34	-1.2	-1.05	824.0	0.0224	1.01
mu_pr[5]	0.713	0.00115	0.0785	0.59	0.711	0.845	4667.0	0.127	1.0
theta_pr[1,1]	-0.0072	0.00651	0.452	-0.595	-0.0851	0.839	4833.0	0.131	1.0
theta_pr[1,2]	-0.589	0.0852	1.38	-1.69	-1.33	2.2	262.0	0.00714	1.02
theta_pr[1,3]	0.611	0.0219	1.08	-1.14	0.747	2.21	2403.0	0.0654	1.0
theta_pr[1,4]	0.235	0.00939	0.646	-0.668	0.167	1.4	4739.0	0.129	1.0
theta_pr[1,5]	-0.982	0.0102	0.253	-1.27	-0.998	-0.706	621.0	0.0169	1.01
theta_pr[1,6]	-0.159	0.00495	0.329	-0.612	-0.196	0.421	4415.0	0.12	1.0
theta_pr[1,7]	-0.327	0.0137	0.808	-1.17	-0.641	1.35	3463.0	0.0942	1.0
theta_pr[1,8]	-0.119	0.00559	0.282	-0.549	-0.135	0.374	2552.0	0.0694	1.0
theta_pr[1,9]	-0.524	0.00531	0.268	-0.917	-0.546	-0.0585	2547.0	0.0693	1.0
theta_pr[1,10]	1.19	0.00616	0.609	0.247	1.16	2.24	9769.0	0.266	1.0
theta_pr[1,11]	0.808	0.00806	0.715	-0.358	0.801	2.01	7876.0	0.214	1.0
theta_pr[1,12]	-1.28	0.006	0.166	-1.55	-1.28	-1.02	765.0	0.0208	1.01
theta_pr[1,13]	0.76	0.00886	0.644	-0.225	0.72	1.87	5293.0	0.144	1.0
theta_pr[1,14]	-1.46	0.00612	0.17	-1.75	-1.46	-1.19	770.0	0.0209	1.01
theta_pr[1,15]	-0.304	0.0196	0.912	-1.3	-0.631	1.56	2163.0	0.0588	1.0
theta_pr[1,16]	0.278	0.00668	0.485	-0.398	0.217	1.18	5262.0	0.143	1.0
theta_pr[1,17]	0.422	0.00756	0.553	-0.361	0.353	1.42	5350.0	0.146	1.0
theta_pr[1,18]	0.927	0.00767	0.552	0.105	0.881	1.9	5184.0	0.141	1.0
theta_pr[1,19]	-0.362	0.0104	0.652	-1.09	-0.543	1.02	3897.0	0.106	1.0
theta_pr[1,20]	0.563	0.00654	0.616	-0.357	0.513	1.66	8873.0	0.241	1.0
theta_pr[1,21]	0.962	0.00794	0.529	0.176	0.914	1.9	4441.0	0.121	1.0
theta_pr[1,22]	0.964	0.00617	0.581	0.0874	0.923	2.0	8860.0	0.241	1.0
theta_pr[1,23]	-1.4	0.00601	0.167	-1.68	-1.39	-1.13	770.0	0.0209	1.01
theta_pr[1,24]	-0.348	0.00548	0.247	-0.713	-0.368	0.0742	2034.0	0.0553	1.0
theta_pr[1,25]	-0.404	0.0142	0.734	-1.25	-0.608	1.17	2686.0	0.0731	1.0
theta_pr[1,26]	0.967	0.0073	0.542	0.154	0.922	1.92	5507.0	0.15	1.0
theta_pr[1,27]	-0.608	0.118	1.45	-1.76	-1.39	2.26	149.0	0.00407	1.01
theta_pr[1,28]	0.726	0.00685	0.54	-0.059	0.668	1.69	6216.0	0.169	1.0
theta_pr[1,29]	0.582	0.00811	0.552	-0.22	0.521	1.6	4637.0	0.126	1.0
theta_pr[1,30]	-0.271	0.00709	0.423	-0.791	-0.354	0.522	3565.0	0.097	1.0
theta_pr[1,31]	0.0265	0.0928	1.52	-1.66	-0.338	2.39	269.0	0.00733	1.02
theta_pr[1,32]	0.7	0.00657	0.615	-0.228	0.657	1.78	8765.0	0.238	1.0
theta_pr[1,33]	-1.19	0.00577	0.157	-1.45	-1.18	-0.936	740.0	0.0201	1.01
theta_pr[1,34]	-0.0109	0.00626	0.397	-0.564	-0.0615	0.717	4024.0	0.109	1.0
theta_pr[1,35]	0.867	0.0067	0.567	-0.00473	0.833	1.86	7156.0	0.195	1.0
theta_pr[1,36]	-0.0722	0.00593	0.394	-0.619	-0.123	0.646	4412.0	0.12	1.0
theta_pr[1,37]	-1.28	0.024	0.4	-1.62	-1.33	-1.02	276.0	0.00752	1.02
