name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	3.55	0.00677	0.288	3.11	3.54	4.06	1812.0	0.187	1.0
mu_pr[2]	0.113	0.000187	0.0129	0.092	0.112	0.134	4744.0	0.491	1.0
mu_pr[3]	-1.1	0.000889	0.0519	-1.19	-1.1	-1.02	3401.0	0.352	1.0
mu_pr[4]	0.53	0.000842	0.0616	0.432	0.528	0.635	5345.0	0.553	1.0
theta_pr[1,1]	-0.025	0.00558	0.428	-0.597	-0.0913	0.765	5876.0	0.608	1.0
theta_pr[1,2]	-0.0308	0.00459	0.327	-0.516	-0.0564	0.555	5088.0	0.526	1.0
theta_pr[1,3]	-0.0597	0.00596	0.461	-0.665	-0.133	0.813	5996.0	0.62	1.0
theta_pr[1,4]	0.289	0.00634	0.548	-0.426	0.198	1.32	7469.0	0.772	1.0
theta_pr[1,5]	-0.106	0.00461	0.345	-0.587	-0.144	0.528	5594.0	0.579	1.0
theta_pr[1,6]	-1.28	0.00702	0.203	-1.56	-1.28	-1.01	838.0	0.0867	1.01
theta_pr[1,7]	0.131	0.00515	0.408	-0.435	0.0782	0.879	6289.0	0.651	1.0
theta_pr[1,8]	-0.398	0.0112	0.679	-1.14	-0.593	1.02	3675.0	0.38	1.0
theta_pr[1,9]	-1.1	0.0234	0.546	-1.55	-1.21	-0.43	544.0	0.0563	1.0
theta_pr[1,10]	0.934	0.00694	0.668	-0.0135	0.862	2.18	9277.0	0.96	1.0
theta_pr[1,11]	-1.23	0.00452	0.171	-1.51	-1.23	-0.95	1422.0	0.147	1.0
theta_pr[1,12]	0.969	0.00595	0.617	0.0561	0.916	2.07	10740.0	1.11	1.0
theta_pr[1,13]	0.904	0.00642	0.667	-0.055	0.829	2.12	10797.0	1.12	1.0
theta_pr[1,14]	0.917	0.00663	0.675	-0.0891	0.848	2.15	10363.0	1.07	1.0
theta_pr[1,15]	0.904	0.00686	0.647	-0.0456	0.837	2.07	8900.0	0.92	1.0
theta_pr[1,16]	0.543	0.00705	0.663	-0.399	0.461	1.77	8857.0	0.916	1.0
theta_pr[1,17]	0.00594	0.00841	0.616	-0.739	-0.134	1.24	5356.0	0.554	1.0
theta_pr[1,18]	1.02	0.00642	0.638	0.0641	0.964	2.19	9880.0	1.02	1.0
theta_pr[1,19]	0.975	0.00595	0.611	0.0846	0.911	2.07	10519.0	1.09	1.0
theta_pr[1,20]	-0.161	0.0101	0.676	-0.968	-0.325	1.18	4512.0	0.467	1.0
theta_pr[1,21]	1.14	0.00607	0.62	0.211	1.09	2.24	10412.0	1.08	1.0
theta_pr[1,22]	-1.03	0.00442	0.181	-1.32	-1.03	-0.732	1682.0	0.174	1.0
theta_pr[1,23]	0.652	0.00722	0.676	-0.316	0.579	1.89	8765.0	0.907	1.0
theta_pr[1,24]	1.35	0.00637	0.656	0.347	1.31	2.5	10627.0	1.1	1.0
