name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	3.59	0.00909	0.293	3.15	3.58	4.11	1035.0	0.0957	1.01
mu_pr[2]	0.104	0.000184	0.0115	0.0861	0.104	0.124	3892.0	0.36	1.0
mu_pr[3]	-1.25	0.00163	0.0697	-1.37	-1.25	-1.14	1825.0	0.169	1.0
mu_pr[4]	0.524	0.00114	0.0629	0.423	0.523	0.631	3044.0	0.281	1.0
theta_pr[1,1]	0.724	0.00844	0.644	-0.251	0.676	1.86	5837.0	0.54	1.0
theta_pr[1,2]	0.615	0.0227	1.05	-1.26	0.712	2.22	2155.0	0.199	1.0
theta_pr[1,3]	0.175	0.0545	1.28	-1.82	0.34	2.09	550.0	0.0509	1.01
theta_pr[1,4]	0.311	0.00738	0.64	-0.588	0.242	1.48	7523.0	0.696	1.0
theta_pr[1,5]	0.605	0.0104	0.619	-0.295	0.541	1.72	3553.0	0.328	1.0
theta_pr[1,6]	0.175	0.00591	0.475	-0.494	0.117	1.04	6457.0	0.597	1.0
theta_pr[1,7]	-1.47	0.0211	0.537	-1.9	-1.56	-0.996	651.0	0.0602	1.01
theta_pr[1,8]	-1.08	0.0153	0.635	-1.64	-1.27	0.414	1717.0	0.159	1.0
theta_pr[1,9]	0.143	0.007	0.54	-0.601	0.0694	1.14	5961.0	0.551	1.0
theta_pr[1,10]	0.501	0.0181	0.9	-0.993	0.526	1.98	2462.0	0.228	1.0
theta_pr[1,11]	-0.24	0.0187	0.926	-1.41	-0.423	1.47	2458.0	0.227	1.0
theta_pr[1,12]	0.3	0.00968	0.709	-0.689	0.205	1.58	5368.0	0.496	1.0
theta_pr[1,13]	-1.54	0.00463	0.223	-1.91	-1.54	-1.17	2320.0	0.214	1.0
theta_pr[1,14]	0.112	0.00843	0.652	-0.782	0.0185	1.33	5987.0	0.553	1.0
theta_pr[1,15]	0.261	0.00849	0.649	-0.644	0.182	1.44	5838.0	0.54	1.0
theta_pr[1,16]	-0.102	0.00637	0.497	-0.763	-0.18	0.836	6100.0	0.564	1.0
theta_pr[1,17]	0.594	0.00844	0.654	-0.371	0.532	1.76	6011.0	0.556	1.0
theta_pr[1,18]	0.434	0.00949	0.764	-0.729	0.387	1.77	6478.0	0.599	1.0
