name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	3.83	0.0125	0.335	3.31	3.81	4.4	721.0	0.0487	1.0
mu_pr[2]	0.173	0.000362	0.0189	0.142	0.173	0.204	2737.0	0.185	1.0
mu_pr[3]	0.0697	0.000316	0.0178	0.0405	0.0695	0.099	3154.0	0.213	1.0
mu_pr[4]	-1.16	0.00242	0.0751	-1.28	-1.16	-1.04	962.0	0.0649	1.0
theta_pr[1,1]	0.571	0.00841	0.579	-0.281	0.511	1.63	4741.0	0.32	1.0
theta_pr[1,2]	0.509	0.0313	1.13	-1.35	0.726	2.14	1311.0	0.0885	1.0
theta_pr[1,3]	-0.253	0.0867	1.47	-1.75	-1.25	2.12	286.0	0.0193	1.01
theta_pr[1,4]	0.408	0.00741	0.574	-0.411	0.341	1.46	6005.0	0.406	1.0
theta_pr[1,5]	0.815	0.0107	0.586	-0.0543	0.762	1.87	3008.0	0.203	1.0
theta_pr[1,6]	0.264	0.00639	0.396	-0.304	0.225	0.975	3836.0	0.259	1.0
theta_pr[1,7]	-1.21	0.0453	0.63	-1.64	-1.34	0.244	193.0	0.013	1.03
theta_pr[1,8]	-1.06	0.0155	0.48	-1.46	-1.15	-0.214	961.0	0.0649	1.0
theta_pr[1,9]	0.184	0.00664	0.468	-0.463	0.118	1.05	4968.0	0.336	1.0
theta_pr[1,10]	1.06	0.0228	0.918	-0.839	1.18	2.36	1622.0	0.11	1.0
theta_pr[1,11]	-1.21	0.0122	0.297	-1.54	-1.24	-0.9	597.0	0.0403	1.01
theta_pr[1,12]	0.0955	0.011	0.665	-0.777	-0.0261	1.35	3680.0	0.249	1.0
theta_pr[1,13]	-1.47	0.00594	0.191	-1.77	-1.47	-1.18	1032.0	0.0697	1.0
theta_pr[1,14]	-0.0733	0.00828	0.528	-0.737	-0.181	0.963	4070.0	0.275	1.0
theta_pr[1,15]	0.39	0.00922	0.582	-0.445	0.329	1.46	3989.0	0.269	1.0
theta_pr[1,16]	-0.301	0.00548	0.342	-0.771	-0.345	0.326	3877.0	0.262	1.0
theta_pr[1,17]	0.613	0.00878	0.599	-0.283	0.564	1.68	4652.0	0.314	1.0
theta_pr[1,18]	1.04	0.0102	0.728	-0.197	1.07	2.22	5114.0	0.345	1.0
theta_pr[1,19]	0.532	0.00858	0.653	-0.473	0.496	1.67	5778.0	0.39	1.0
theta_pr[1,20]	0.346	0.00736	0.524	-0.396	0.286	1.31	5071.0	0.342	1.0
theta_pr[1,21]	0.633	0.00866	0.463	-0.0606	0.594	1.45	2863.0	0.193	1.0
theta_pr[1,22]	-0.561	0.0123	0.647	-1.23	-0.767	0.845	2779.0	0.188	1.0
theta_pr[1,23]	0.547	0.00706	0.494	-0.161	0.493	1.44	4898.0	0.331	1.0
theta_pr[1,24]	0.654	0.0137	0.808	-0.764	0.693	1.92	3461.0	0.234	1.0
theta_pr[1,25]	0.779	0.00855	0.628	-0.179	0.739	1.9	5393.0	0.364	1.0
theta_pr[1,26]	0.443	0.00776	0.481	-0.247	0.389	1.31	3841.0	0.259	1.0
theta_pr[1,27]	0.922	0.00879	0.522	0.141	0.878	1.86	3533.0	0.239	1.0
theta_pr[1,28]	0.0866	0.00615	0.349	-0.424	0.0546	0.715	3232.0	0.218	1.0
theta_pr[1,29]	-1.6	0.0389	0.393	-1.94	-1.63	-1.32	102.0	0.00689	1.04
theta_pr[1,30]	0.714	0.00869	0.669	-0.361	0.704	1.84	5921.0	0.4	1.0
theta_pr[1,31]	-0.907	0.00539	0.225	-1.24	-0.919	-0.548	1750.0	0.118	1.0
theta_pr[1,32]	0.264	0.00792	0.575	-0.525	0.177	1.34	5272.0	0.356	1.0
theta_pr[1,33]	0.883	0.00784	0.492	0.157	0.838	1.78	3939.0	0.266	1.0
theta_pr[1,34]	-0.189	0.00722	0.531	-0.877	-0.291	0.832	5425.0	0.366	1.0
theta_pr[1,35]	-1.14	0.00602	0.198	-1.44	-1.14	-0.832	1084.0	0.0732	1.0
theta_pr[1,36]	-1.67	0.00604	0.184	-1.98	-1.66	-1.37	923.0	0.0624	1.0
theta_pr[1,37]	0.475	0.00812	0.591	-0.357	0.409	1.54	5297.0	0.358	1.0
theta_pr[1,38]	1.11	0.0647	1.31	-1.7	1.44	2.71	412.0	0.0278	1.01
theta_pr[1,39]	-1.2	0.0479	1.07	-2.09	-1.62	1.36	496.0	0.0335	1.0
theta_pr[1,40]	0.452	0.00796	0.606	-0.453	0.402	1.5	5788.0	0.391	1.0
theta_pr[1,41]	-1.51	0.0247	0.321	-1.83	-1.53	-1.25	170.0	0.0114	1.02
theta_pr[1,42]	0.483	0.0161	0.878	-0.872	0.473	1.93	2993.0	0.202	1.0
