name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	3.34	0.00573	0.166	3.07	3.33	3.61	836.0	0.562	1.0
beta_mu[1,2]	3.79	0.00572	0.172	3.51	3.79	4.07	903.0	0.607	1.01
beta_mu[2,1]	1.1	0.00529	0.138	0.878	1.1	1.33	685.0	0.461	1.01
beta_mu[2,2]	2.04	0.00525	0.143	1.8	2.04	2.27	742.0	0.499	1.0
beta_mu[3,1]	1.9	0.0043	0.129	1.69	1.9	2.12	904.0	0.608	1.0
beta_mu[3,2]	2.69	0.00464	0.137	2.47	2.69	2.92	870.0	0.585	1.0
beta_mu[4,1]	1.66	0.00324	0.0973	1.5	1.66	1.83	904.0	0.608	1.0
beta_mu[4,2]	2.23	0.00336	0.103	2.06	2.23	2.4	938.0	0.631	1.0
alpha[1]	-0.00944	0.000942	0.0344	-0.0637	-0.0103	0.0476	1334.0	0.897	1.01
beta_c_pr[1,1]	1.25	0.00973	0.579	0.348	1.22	2.25	3535.0	2.38	1.0
beta_c_pr[1,2]	-1.53	0.00675	0.272	-1.98	-1.53	-1.09	1629.0	1.09	1.0
beta_c_pr[1,3]	-0.753	0.00639	0.313	-1.27	-0.756	-0.228	2400.0	1.61	1.0
beta_c_pr[1,4]	1.18	0.0103	0.583	0.279	1.13	2.21	3186.0	2.14	1.0
beta_c_pr[1,5]	-0.208	0.00883	0.417	-0.876	-0.227	0.509	2234.0	1.5	1.0
beta_c_pr[1,6]	0.682	0.00885	0.493	-0.0906	0.664	1.51	3103.0	2.08	1.0
beta_c_pr[1,7]	-0.0563	0.00874	0.406	-0.718	-0.0656	0.632	2165.0	1.45	1.0
beta_c_pr[1,8]	-0.905	0.00748	0.33	-1.43	-0.911	-0.348	1952.0	1.31	1.0
beta_c_pr[1,9]	-0.0366	0.00779	0.408	-0.689	-0.052	0.649	2737.0	1.84	1.0
beta_c_pr[1,10]	-0.607	0.00718	0.343	-1.14	-0.62	-0.00361	2287.0	1.54	1.01
beta_c_pr[1,11]	-0.594	0.00804	0.347	-1.14	-0.609	-0.00248	1859.0	1.25	1.0
beta_c_pr[1,12]	-0.341	0.0077	0.364	-0.916	-0.349	0.286	2236.0	1.5	1.0
beta_c_pr[1,13]	-0.869	0.00733	0.324	-1.4	-0.869	-0.344	1958.0	1.32	1.0
beta_c_pr[1,14]	-0.326	0.00804	0.388	-0.939	-0.334	0.333	2328.0	1.56	1.0
beta_c_pr[1,15]	1.56	0.0109	0.652	0.542	1.53	2.7	3560.0	2.39	1.0
beta_c_pr[1,16]	0.043	0.00849	0.426	-0.611	0.0145	0.779	2518.0	1.69	1.0
beta_c_pr[1,17]	1.37	0.0101	0.603	0.426	1.35	2.38	3591.0	2.41	1.0
beta_c_pr[1,18]	0.00912	0.00824	0.409	-0.628	-0.0163	0.71	2469.0	1.66	1.0
beta_c_pr[1,19]	-0.249	0.00698	0.379	-0.843	-0.267	0.402	2947.0	1.98	1.0
beta_c_pr[1,20]	1.52	0.00946	0.608	0.567	1.51	2.55	4122.0	2.77	1.0
beta_c_pr[1,21]	0.929	0.00949	0.547	0.0848	0.914	1.87	3320.0	2.23	1.0
beta_c_pr[1,22]	-0.462	0.00809	0.36	-1.02	-0.471	0.135	1977.0	1.33	1.0
beta_c_pr[1,23]	0.292	0.00849	0.459	-0.422	0.267	1.07	2914.0	1.96	1.0
beta_c_pr[1,24]	-0.618	0.00706	0.336	-1.15	-0.629	-0.0561	2260.0	1.52	1.0
beta_c_pr[1,25]	0.294	0.00883	0.455	-0.407	0.275	1.09	2654.0	1.78	0.999
beta_c_pr[1,26]	1.08	0.00915	0.565	0.168	1.07	2.03	3815.0	2.56	1.0
beta_c_pr[1,27]	-0.0313	0.00862	0.43	-0.708	-0.0533	0.724	2487.0	1.67	1.0
beta_c_pr[1,28]	0.5	0.00931	0.483	-0.264	0.475	1.33	2686.0	1.8	1.0
beta_c_pr[1,29]	-1.76	0.00724	0.269	-2.21	-1.76	-1.32	1382.0	0.929	1.0
beta_c_pr[1,30]	-0.814	0.00638	0.317	-1.33	-0.823	-0.28	2468.0	1.66	1.0
beta_c_pr[1,31]	0.617	0.00935	0.505	-0.173	0.598	1.48	2918.0	1.96	1.0
beta_c_pr[1,32]	0.767	0.00916	0.512	-0.0242	0.744	1.66	3125.0	2.1	1.0
beta_c_pr[1,33]	0.33	0.00916	0.483	-0.433	0.312	1.15	2782.0	1.87	1.0
beta_c_pr[1,34]	-0.0347	0.00818	0.411	-0.685	-0.0487	0.674	2530.0	1.7	1.0
beta_c_pr[1,35]	-1.76	0.00717	0.279	-2.22	-1.75	-1.3	1510.0	1.01	1.0
beta_c_pr[1,36]	-1.43	0.00691	0.275	-1.88	-1.43	-0.978	1584.0	1.06	1.0
beta_c_pr[1,37]	-0.78	0.00694	0.336	-1.32	-0.787	-0.217	2348.0	1.58	1.0
beta_c_pr[1,38]	-1.18	0.00787	0.295	-1.66	-1.18	-0.701	1408.0	0.946	1.0
beta_c_pr[1,39]	-0.926	0.00854	0.349	-1.49	-0.939	-0.336	1665.0	1.12	1.0
beta_c_pr[1,40]	0.496	0.00864	0.492	-0.275	0.473	1.35	3247.0	2.18	1.0
beta_c_pr[1,41]	-1.52	0.00691	0.277	-1.97	-1.52	-1.06	1612.0	1.08	1.0
beta_c_pr[1,42]	0.523	0.00914	0.484	-0.22	0.494	1.36	2804.0	1.88	1.0
beta_c_pr[1,43]	-0.213	0.007	0.388	-0.833	-0.227	0.443	3063.0	2.06	1.0
beta_c_pr[1,44]	0.558	0.00943	0.496	-0.23	0.544	1.43	2766.0	1.86	1.0
beta_c_pr[1,45]	1.16	0.0106	0.582	0.25	1.13	2.17	3041.0	2.04	0.999
beta_c_pr[1,46]	0.563	0.011	0.512	-0.214	0.522	1.45	2160.0	1.45	1.0
