name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	2.77	0.00638	0.12	2.57	2.77	2.97	352.0	0.106	1.01
beta_mu[1,2]	2.9	0.00613	0.121	2.7	2.9	3.11	388.0	0.117	1.01
beta_mu[2,1]	1.63	0.00486	0.174	1.35	1.63	1.93	1285.0	0.388	1.0
beta_mu[2,2]	1.1	0.00472	0.175	0.818	1.1	1.4	1377.0	0.415	1.0
beta_mu[3,1]	0.584	0.00331	0.115	0.402	0.58	0.775	1200.0	0.362	1.0
beta_mu[3,2]	0.536	0.00308	0.124	0.337	0.532	0.741	1611.0	0.486	1.0
beta_mu[4,1]	-2.39	0.00648	0.223	-2.77	-2.38	-2.03	1182.0	0.357	1.0
beta_mu[4,2]	-1.89	0.00589	0.227	-2.28	-1.89	-1.52	1492.0	0.45	1.0
alpha[1]	0.0377	0.000885	0.0283	-0.00829	0.0386	0.0839	1018.0	0.307	1.01
beta_c_pr[1,1]	0.382	0.00579	0.261	-0.0487	0.383	0.816	2028.0	0.612	1.0
beta_c_pr[1,2]	0.0224	0.00694	0.237	-0.368	0.0201	0.424	1169.0	0.353	1.0
beta_c_pr[1,3]	0.557	0.00631	0.277	0.116	0.546	1.04	1931.0	0.582	1.0
beta_c_pr[1,4]	1.28	0.00722	0.351	0.739	1.27	1.89	2369.0	0.715	0.999
beta_c_pr[1,5]	0.583	0.00596	0.264	0.173	0.574	1.03	1970.0	0.594	1.0
beta_c_pr[1,6]	-0.943	0.00839	0.202	-1.27	-0.943	-0.615	577.0	0.174	1.01
beta_c_pr[1,7]	0.093	0.00666	0.241	-0.286	0.0866	0.494	1306.0	0.394	1.0
beta_c_pr[1,8]	-1.25	0.00806	0.195	-1.59	-1.25	-0.942	588.0	0.177	1.01
beta_c_pr[1,9]	-1.04	0.00809	0.203	-1.37	-1.04	-0.702	627.0	0.189	1.01
beta_c_pr[1,10]	0.191	0.00595	0.238	-0.185	0.185	0.593	1598.0	0.482	1.0
beta_c_pr[1,11]	-1.05	0.0084	0.191	-1.38	-1.05	-0.75	515.0	0.155	1.01
beta_c_pr[1,12]	0.642	0.00684	0.287	0.188	0.632	1.14	1762.0	0.531	1.0
beta_c_pr[1,13]	0.911	0.00628	0.313	0.423	0.893	1.45	2484.0	0.749	1.0
beta_c_pr[1,14]	0.533	0.00677	0.261	0.116	0.523	0.985	1486.0	0.448	1.0
beta_c_pr[1,15]	0.62	0.00611	0.284	0.181	0.608	1.11	2157.0	0.651	1.0
beta_c_pr[1,16]	-0.282	0.00645	0.214	-0.631	-0.289	0.0793	1101.0	0.332	1.0
beta_c_pr[1,17]	-0.133	0.00668	0.213	-0.481	-0.137	0.217	1018.0	0.307	1.0
beta_c_pr[1,18]	0.893	0.00638	0.319	0.399	0.873	1.44	2505.0	0.756	1.0
beta_c_pr[1,19]	1.09	0.00702	0.331	0.565	1.07	1.65	2222.0	0.67	1.0
beta_c_pr[1,20]	-0.575	0.00743	0.2	-0.91	-0.574	-0.245	722.0	0.218	1.01
beta_c_pr[1,21]	1.45	0.00679	0.381	0.858	1.43	2.1	3159.0	0.953	1.0
beta_c_pr[1,22]	-0.796	0.00767	0.195	-1.12	-0.794	-0.473	644.0	0.194	1.01
beta_c_pr[1,23]	0.0895	0.00641	0.227	-0.278	0.088	0.469	1249.0	0.377	1.0
beta_c_pr[1,24]	1.59	0.00745	0.399	0.96	1.58	2.29	2864.0	0.864	0.999
beta_c_pr[1,25]	0.915	0.00588	0.31	0.432	0.899	1.44	2775.0	0.837	1.0
beta_c_pr[1,26]	1.29	0.00674	0.361	0.726	1.28	1.9	2866.0	0.865	1.0
beta_c_pr[1,27]	-1.95	0.00963	0.211	-2.31	-1.95	-1.61	481.0	0.145	1.01
beta_c_pr[1,28]	-0.434	0.00697	0.199	-0.767	-0.433	-0.113	816.0	0.246	1.01
beta_c_pr[1,29]	-0.276	0.00706	0.222	-0.636	-0.28	0.0984	991.0	0.299	1.01
beta_c_pr[1,30]	0.441	0.00721	0.291	-0.0211	0.433	0.931	1631.0	0.492	1.0
