name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	2.03	0.00577	0.106	1.85	2.03	2.2	339.0	0.274	1.0
beta_mu[1,2]	2.72	0.00598	0.11	2.54	2.72	2.9	336.0	0.272	1.01
beta_mu[2,1]	-0.559	0.00373	0.113	-0.745	-0.559	-0.372	925.0	0.749	1.0
beta_mu[2,2]	-0.203	0.00417	0.127	-0.408	-0.203	0.00714	921.0	0.745	1.0
beta_mu[3,1]	0.249	0.00299	0.106	0.075	0.248	0.426	1255.0	1.02	1.0
beta_mu[3,2]	0.463	0.00312	0.12	0.264	0.462	0.661	1471.0	1.19	1.0
beta_mu[4,1]	2.01	0.00558	0.201	1.68	2.01	2.34	1292.0	1.05	1.0
beta_mu[4,2]	1.32	0.00605	0.217	0.965	1.33	1.69	1282.0	1.04	1.0
alpha[1]	-0.0105	0.000886	0.0333	-0.0672	-0.00972	0.0433	1414.0	1.14	1.0
beta_c_pr[1,1]	0.891	0.00734	0.29	0.436	0.879	1.38	1567.0	1.27	1.0
beta_c_pr[1,2]	-1.29	0.0084	0.19	-1.61	-1.28	-0.979	513.0	0.415	1.0
beta_c_pr[1,3]	-1.17	0.0084	0.188	-1.48	-1.17	-0.862	502.0	0.406	1.0
beta_c_pr[1,4]	0.677	0.00748	0.278	0.231	0.664	1.16	1384.0	1.12	1.0
beta_c_pr[1,5]	0.724	0.00649	0.275	0.29	0.714	1.19	1797.0	1.45	1.0
beta_c_pr[1,6]	0.595	0.00665	0.256	0.189	0.585	1.03	1476.0	1.19	1.0
beta_c_pr[1,7]	-0.491	0.00694	0.199	-0.818	-0.494	-0.158	819.0	0.663	1.0
beta_c_pr[1,8]	-0.939	0.00789	0.188	-1.25	-0.937	-0.632	566.0	0.458	1.0
beta_c_pr[1,9]	0.66	0.00654	0.261	0.261	0.644	1.11	1598.0	1.29	1.0
beta_c_pr[1,10]	-1.07	0.00808	0.188	-1.38	-1.07	-0.771	540.0	0.436	1.0
beta_c_pr[1,11]	-0.578	0.00763	0.196	-0.892	-0.581	-0.253	661.0	0.535	1.0
beta_c_pr[1,12]	-0.148	0.00638	0.195	-0.46	-0.151	0.173	936.0	0.758	1.0
beta_c_pr[1,13]	-1.12	0.00874	0.213	-1.48	-1.12	-0.782	596.0	0.482	1.0
beta_c_pr[1,14]	0.0221	0.00635	0.222	-0.331	0.0104	0.395	1223.0	0.989	1.0
beta_c_pr[1,15]	1.19	0.00813	0.331	0.667	1.18	1.77	1657.0	1.34	1.0
beta_c_pr[1,16]	0.424	0.00664	0.234	0.0528	0.413	0.828	1241.0	1.0	1.0
beta_c_pr[1,17]	0.933	0.00699	0.299	0.46	0.924	1.44	1830.0	1.48	1.0
beta_c_pr[1,18]	-0.444	0.00722	0.202	-0.773	-0.447	-0.106	787.0	0.637	1.0
beta_c_pr[1,19]	-0.197	0.00676	0.2	-0.52	-0.201	0.144	874.0	0.707	1.0
beta_c_pr[1,20]	1.47	0.00689	0.333	0.956	1.46	2.03	2328.0	1.88	1.0
beta_c_pr[1,21]	1.04	0.00713	0.304	0.558	1.03	1.57	1818.0	1.47	1.0
beta_c_pr[1,22]	-0.983	0.00773	0.2	-1.32	-0.981	-0.663	673.0	0.544	1.0
beta_c_pr[1,23]	1.06	0.00704	0.302	0.588	1.04	1.58	1843.0	1.49	0.999
beta_c_pr[1,24]	-0.909	0.00735	0.187	-1.22	-0.904	-0.605	649.0	0.525	1.0
beta_c_pr[1,25]	0.744	0.0065	0.262	0.327	0.74	1.19	1623.0	1.31	1.0
beta_c_pr[1,26]	1.14	0.00717	0.308	0.652	1.13	1.67	1838.0	1.49	1.0
beta_c_pr[1,27]	1.08	0.00715	0.299	0.603	1.06	1.58	1753.0	1.42	1.0
beta_c_pr[1,28]	0.971	0.00622	0.294	0.507	0.958	1.47	2227.0	1.8	1.0
beta_c_pr[1,29]	-2.0	0.0104	0.214	-2.35	-2.0	-1.66	422.0	0.341	1.0
beta_c_pr[1,30]	-0.331	0.00718	0.191	-0.64	-0.332	-0.0175	710.0	0.575	1.0
beta_c_pr[1,31]	-0.193	0.00673	0.225	-0.556	-0.199	0.189	1120.0	0.906	1.0
beta_c_pr[1,32]	0.458	0.00634	0.25	0.0517	0.452	0.873	1554.0	1.26	1.0
beta_c_pr[1,33]	0.979	0.00714	0.309	0.488	0.973	1.5	1874.0	1.52	0.999
beta_c_pr[1,34]	0.171	0.006	0.215	-0.179	0.168	0.537	1283.0	1.04	1.0
beta_c_pr[1,35]	-0.885	0.0076	0.185	-1.19	-0.884	-0.577	594.0	0.481	1.0
beta_c_pr[1,36]	-1.7	0.00938	0.2	-2.04	-1.7	-1.38	454.0	0.368	1.0
beta_c_pr[1,37]	-0.329	0.00729	0.211	-0.665	-0.334	0.0242	836.0	0.676	1.0
beta_c_pr[1,38]	-2.05	0.0109	0.228	-2.44	-2.05	-1.68	436.0	0.353	1.0
