name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	2.76	0.00645	0.135	2.55	2.76	2.98	438.0	0.216	1.0
beta_mu[1,2]	3.19	0.00663	0.136	2.97	3.19	3.41	418.0	0.206	1.01
beta_mu[2,1]	1.28	0.00562	0.196	0.967	1.28	1.61	1217.0	0.601	1.0
beta_mu[2,2]	1.09	0.00603	0.214	0.749	1.08	1.45	1254.0	0.619	1.0
beta_mu[3,1]	0.5	0.0036	0.147	0.261	0.496	0.746	1660.0	0.819	1.0
beta_mu[3,2]	0.568	0.00394	0.162	0.308	0.563	0.84	1682.0	0.83	1.0
beta_mu[4,1]	-2.1	0.00761	0.248	-2.52	-2.1	-1.7	1066.0	0.526	1.0
beta_mu[4,2]	-1.9	0.00826	0.27	-2.37	-1.9	-1.48	1066.0	0.526	1.0
alpha[1]	0.0393	0.000524	0.0253	-0.00181	0.0388	0.0814	2338.0	1.15	1.0
beta_c_pr[1,1]	0.312	0.00717	0.324	-0.199	0.301	0.866	2044.0	1.01	1.0
beta_c_pr[1,2]	0.944	0.00843	0.408	0.304	0.926	1.64	2339.0	1.15	1.0
beta_c_pr[1,3]	0.547	0.00726	0.346	-0.000543	0.531	1.13	2264.0	1.12	1.0
beta_c_pr[1,4]	0.852	0.0073	0.386	0.256	0.828	1.53	2795.0	1.38	1.0
beta_c_pr[1,5]	0.622	0.00718	0.349	0.0682	0.603	1.22	2360.0	1.16	1.0
beta_c_pr[1,6]	-0.829	0.00742	0.23	-1.2	-0.826	-0.45	959.0	0.473	1.0
beta_c_pr[1,7]	0.816	0.00765	0.37	0.246	0.798	1.45	2341.0	1.16	1.0
beta_c_pr[1,8]	-0.815	0.00683	0.228	-1.19	-0.82	-0.436	1114.0	0.55	1.0
beta_c_pr[1,9]	-1.37	0.00956	0.229	-1.75	-1.37	-1.0	571.0	0.282	1.0
beta_c_pr[1,10]	0.796	0.00695	0.383	0.207	0.772	1.46	3039.0	1.5	0.999
beta_c_pr[1,11]	-0.999	0.00808	0.218	-1.35	-0.997	-0.646	732.0	0.361	1.0
beta_c_pr[1,12]	0.576	0.0071	0.35	0.0364	0.563	1.18	2427.0	1.2	1.0
beta_c_pr[1,13]	0.795	0.00724	0.369	0.206	0.79	1.42	2603.0	1.28	1.0
beta_c_pr[1,14]	0.703	0.00718	0.362	0.125	0.691	1.32	2545.0	1.26	0.999
beta_c_pr[1,15]	0.944	0.00759	0.421	0.292	0.919	1.67	3066.0	1.51	1.0
beta_c_pr[1,16]	-0.112	0.00695	0.268	-0.531	-0.124	0.339	1486.0	0.733	1.0
beta_c_pr[1,17]	0.183	0.00707	0.304	-0.292	0.166	0.698	1849.0	0.912	1.0
beta_c_pr[1,18]	0.883	0.00722	0.389	0.287	0.865	1.56	2896.0	1.43	1.0
beta_c_pr[1,19]	0.453	0.00686	0.334	-0.068	0.441	1.03	2373.0	1.17	1.0
beta_c_pr[1,20]	-0.418	0.00667	0.248	-0.821	-0.418	-0.0107	1380.0	0.681	1.0
beta_c_pr[1,21]	1.24	0.00819	0.448	0.552	1.21	2.01	2986.0	1.47	1.0
beta_c_pr[1,22]	-0.252	0.00629	0.261	-0.668	-0.253	0.186	1719.0	0.848	1.0
beta_c_pr[1,23]	-0.162	0.00667	0.267	-0.583	-0.177	0.285	1602.0	0.791	1.0
beta_c_pr[1,24]	1.57	0.00758	0.5	0.786	1.55	2.41	4356.0	2.15	1.0
beta_c_pr[1,25]	0.313	0.00627	0.32	-0.203	0.303	0.849	2606.0	1.29	1.0
beta_c_pr[1,26]	1.08	0.0079	0.418	0.426	1.06	1.8	2804.0	1.38	1.0
beta_c_pr[1,27]	-1.57	0.00902	0.217	-1.94	-1.57	-1.23	576.0	0.284	1.0
beta_c_pr[1,28]	-0.423	0.00662	0.236	-0.812	-0.426	-0.0307	1275.0	0.629	1.0
beta_c_pr[1,29]	-0.313	0.00784	0.281	-0.762	-0.319	0.172	1288.0	0.636	1.0
beta_c_pr[1,30]	-0.665	0.00703	0.238	-1.06	-0.667	-0.271	1150.0	0.568	1.0
beta_c_pr[1,31]	0.141	0.00616	0.288	-0.321	0.131	0.633	2189.0	1.08	0.999
beta_c_pr[1,32]	0.181	0.00676	0.3	-0.281	0.168	0.687	1967.0	0.971	1.0
beta_c_pr[1,33]	-1.55	0.00955	0.23	-1.93	-1.55	-1.17	582.0	0.287	1.0
beta_c_pr[1,34]	1.49	0.00887	0.49	0.747	1.46	2.35	3048.0	1.5	1.0
beta_c_pr[1,35]	-1.65	0.00937	0.214	-2.0	-1.65	-1.3	521.0	0.257	1.0
beta_c_pr[1,36]	0.361	0.00653	0.32	-0.135	0.347	0.904	2403.0	1.19	1.0
beta_c_pr[1,37]	0.843	0.00742	0.384	0.257	0.811	1.51	2678.0	1.32	1.0
beta_c_pr[1,38]	1.11	0.00728	0.426	0.445	1.1	1.85	3431.0	1.69	0.999
beta_c_pr[1,39]	-0.146	0.00715	0.264	-0.558	-0.153	0.304	1366.0	0.674	1.0
beta_c_pr[1,40]	-0.324	0.0062	0.238	-0.699	-0.331	0.0819	1476.0	0.728	1.0
beta_c_pr[1,41]	-0.0131	0.00698	0.275	-0.437	-0.0234	0.463	1550.0	0.765	1.0
beta_c_pr[1,42]	-0.555	0.00773	0.229	-0.927	-0.557	-0.18	876.0	0.432	1.0
beta_c_pr[1,43]	-1.81	0.00954	0.232	-2.21	-1.8	-1.44	592.0	0.292	1.0
beta_c_pr[1,44]	-1.13	0.00798	0.221	-1.49	-1.13	-0.775	765.0	0.378	1.0
beta_c_pr[1,45]	-1.94	0.0104	0.225	-2.31	-1.93	-1.57	472.0	0.233	1.0
beta_c_pr[1,46]	0.896	0.00794	0.406	0.275	0.877	1.59	2610.0	1.29	1.0
beta_c_pr[1,47]	0.599	0.00767	0.36	0.0281	0.581	1.21	2209.0	1.09	1.0
beta_c_pr[1,48]	0.548	0.00738	0.342	0.0144	0.532	1.14	2149.0	1.06	1.0
beta_c_pr[1,49]	-2.59	0.012	0.263	-3.04	-2.59	-2.18	479.0	0.236	1.0
beta_c_pr[1,50]	-1.55	0.00859	0.217	-1.91	-1.54	-1.2	640.0	0.316	1.0
beta_c_pr[1,51]	0.997	0.00837	0.406	0.368	0.972	1.71	2350.0	1.16	1.0
beta_c_pr[1,52]	0.673	0.0075	0.363	0.106	0.653	1.31	2348.0	1.16	1.0
beta_c_pr[1,53]	1.23	0.00798	0.438	0.554	1.2	2.0	3011.0	1.49	1.0
beta_c_pr[1,54]	1.08	0.00718	0.423	0.445	1.05	1.82	3463.0	1.71	1.0
beta_c_pr[1,55]	-0.626	0.00679	0.224	-0.996	-0.621	-0.26	1086.0	0.536	1.0
beta_c_pr[1,56]	0.327	0.00765	0.332	-0.192	0.311	0.89	1881.0	0.928	1.0
beta_c_pr[1,57]	0.19	0.00673	0.305	-0.295	0.177	0.702	2057.0	1.02	1.0
beta_c_pr[1,58]	0.673	0.00629	0.353	0.111	0.658	1.27	3143.0	1.55	1.0
beta_c_pr[1,59]	-0.173	0.00662	0.256	-0.583	-0.18	0.259	1500.0	0.74	1.0
beta_c_pr[1,60]	-1.3	0.00853	0.217	-1.66	-1.3	-0.947	649.0	0.32	1.0
beta_c_pr[1,61]	-0.274	0.00604	0.25	-0.683	-0.28	0.151	1710.0	0.844	1.0
beta_c_pr[1,62]	-0.255	0.00676	0.259	-0.661	-0.267	0.187	1468.0	0.724	0.999
beta_c_pr[1,63]	0.357	0.00687	0.327	-0.156	0.342	0.922	2266.0	1.12	1.0
beta_c_pr[1,64]	-0.354	0.00672	0.251	-0.753	-0.36	0.0711	1398.0	0.69	1.0
beta_c_pr[1,65]	1.59	0.0084	0.491	0.831	1.57	2.44	3418.0	1.69	1.0
beta_c_pr[1,66]	1.38	0.00857	0.467	0.666	1.36	2.17	2967.0	1.46	1.0
beta_c_pr[1,67]	0.432	0.00659	0.319	-0.0718	0.417	0.99	2343.0	1.16	1.0
beta_c_pr[1,68]	1.4	0.00875	0.488	0.658	1.37	2.24	3112.0	1.54	1.0
beta_c_pr[1,69]	0.334	0.00862	0.323	-0.166	0.317	0.902	1407.0	0.694	1.0
beta_c_pr[1,70]	0.00422	0.00622	0.283	-0.451	-0.00346	0.473	2061.0	1.02	1.0
beta_c_pr[1,71]	0.624	0.00699	0.355	0.0813	0.602	1.24	2571.0	1.27	1.0
beta_c_pr[1,72]	0.288	0.00656	0.309	-0.207	0.273	0.816	2222.0	1.1	1.0
beta_c_pr[1,73]	1.08	0.00797	0.421	0.418	1.06	1.8	2790.0	1.38	1.0
beta_c_pr[1,74]	-2.03	0.01	0.225	-2.41	-2.03	-1.67	505.0	0.249	1.0
beta_c_pr[1,75]	0.209	0.00596	0.295	-0.257	0.198	0.709	2455.0	1.21	0.999
beta_c_pr[1,76]	0.127	0.00617	0.294	-0.337	0.117	0.634	2271.0	1.12	1.0
beta_c_pr[1,77]	-0.601	0.00677	0.232	-0.98	-0.6	-0.219	1178.0	0.581	1.0
beta_c_pr[1,78]	-0.257	0.00684	0.255	-0.666	-0.261	0.172	1384.0	0.683	1.0
beta_c_pr[1,79]	0.764	0.00714	0.372	0.182	0.749	1.39	2712.0	1.34	1.0
beta_c_pr[1,80]	0.475	0.0068	0.325	-0.0341	0.464	1.03	2287.0	1.13	1.0
beta_c_pr[1,81]	0.261	0.0072	0.323	-0.253	0.247	0.82	2011.0	0.993	1.0
beta_c_pr[1,82]	-0.0145	0.00786	0.29	-0.479	-0.023	0.461	1357.0	0.67	1.0
beta_c_pr[1,83]	-1.03	0.00835	0.236	-1.41	-1.03	-0.629	797.0	0.393	1.0
beta_c_pr[1,84]	-0.649	0.00705	0.233	-1.02	-0.656	-0.256	1096.0	0.541	1.0
beta_c_pr[1,85]	0.0817	0.007	0.286	-0.369	0.0724	0.567	1663.0	0.821	1.0
beta_c_pr[1,86]	-1.93	0.0101	0.223	-2.31	-1.93	-1.58	484.0	0.239	1.0
beta_c_pr[1,87]	0.65	0.0075	0.371	0.0656	0.636	1.29	2441.0	1.2	1.0
beta_c_pr[1,88]	-0.857	0.00752	0.225	-1.23	-0.858	-0.494	892.0	0.44	1.0
beta_c_pr[1,89]	-0.769	0.00685	0.215	-1.12	-0.775	-0.411	982.0	0.485	1.0
beta_c_pr[1,90]	0.357	0.00604	0.315	-0.143	0.344	0.897	2716.0	1.34	1.0
beta_c_pr[1,91]	0.0533	0.00674	0.28	-0.384	0.0463	0.527	1727.0	0.852	1.0
beta_c_pr[1,92]	-1.88	0.00982	0.23	-2.26	-1.87	-1.51	549.0	0.271	1.0
beta_c_pr[2,1]	0.753	0.0122	0.756	-0.455	0.724	2.01	3828.0	1.89	1.0
beta_c_pr[2,2]	0.194	0.0135	0.847	-1.18	0.162	1.62	3911.0	1.93	1.0
beta_c_pr[2,3]	0.143	0.012	0.757	-1.07	0.129	1.43	3973.0	1.96	1.0
beta_c_pr[2,4]	0.634	0.0122	0.809	-0.677	0.617	2.0	4429.0	2.19	1.0
