name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	2.79	0.00857	0.153	2.53	2.79	3.03	317.0	0.359	1.01
beta_mu[1,2]	3.21	0.00867	0.159	2.95	3.21	3.47	335.0	0.38	1.01
beta_mu[2,1]	-0.327	0.00251	0.125	-0.528	-0.328	-0.114	2488.0	2.82	1.0
beta_mu[2,2]	-0.225	0.00287	0.142	-0.459	-0.224	0.00699	2457.0	2.78	1.0
beta_mu[3,1]	0.536	0.00389	0.148	0.303	0.532	0.783	1444.0	1.63	1.0
beta_mu[3,2]	0.634	0.00416	0.164	0.378	0.63	0.909	1551.0	1.76	1.0
beta_mu[4,1]	1.22	0.00571	0.249	0.807	1.22	1.63	1905.0	2.16	1.0
beta_mu[4,2]	0.844	0.00634	0.267	0.411	0.845	1.28	1780.0	2.01	1.0
alpha[1]	0.0379	0.000433	0.0248	-0.0035	0.0381	0.0787	3282.0	3.71	1.0
beta_c_pr[1,1]	0.315	0.00723	0.325	-0.188	0.296	0.863	2017.0	2.28	1.0
beta_c_pr[1,2]	0.925	0.00753	0.413	0.281	0.907	1.62	3010.0	3.41	1.0
beta_c_pr[1,3]	0.546	0.00802	0.356	-0.0249	0.53	1.16	1968.0	2.23	1.0
beta_c_pr[1,4]	0.865	0.00785	0.404	0.234	0.851	1.57	2655.0	3.0	1.0
beta_c_pr[1,5]	0.621	0.00771	0.362	0.0462	0.611	1.23	2213.0	2.5	1.0
beta_c_pr[1,6]	-0.815	0.0088	0.249	-1.22	-0.814	-0.401	799.0	0.904	1.0
beta_c_pr[1,7]	0.806	0.00776	0.378	0.21	0.793	1.44	2371.0	2.68	1.0
beta_c_pr[1,8]	-0.816	0.00901	0.243	-1.2	-0.82	-0.41	726.0	0.821	1.0
beta_c_pr[1,9]	-1.38	0.0103	0.236	-1.78	-1.37	-1.0	527.0	0.596	1.0
beta_c_pr[1,10]	0.815	0.00794	0.393	0.197	0.799	1.49	2446.0	2.77	1.0
beta_c_pr[1,11]	-1.0	0.00926	0.221	-1.36	-1.0	-0.629	569.0	0.644	1.0
beta_c_pr[1,12]	0.579	0.00761	0.357	-0.000155	0.564	1.2	2207.0	2.5	1.0
beta_c_pr[1,13]	0.811	0.00838	0.396	0.197	0.792	1.5	2227.0	2.52	1.0
