name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
beta_mu[1,1]	3.37	0.0059	0.17	3.09	3.37	3.66	834.0	0.583	1.0
beta_mu[1,2]	3.67	0.00582	0.181	3.37	3.67	3.97	973.0	0.68	1.0
beta_mu[2,1]	1.07	0.00575	0.136	0.839	1.07	1.29	564.0	0.394	1.01
beta_mu[2,2]	2.24	0.00575	0.143	2.01	2.24	2.48	615.0	0.43	1.0
beta_mu[3,1]	1.91	0.00487	0.128	1.7	1.91	2.12	689.0	0.481	1.0
beta_mu[3,2]	2.99	0.00469	0.144	2.76	2.98	3.23	947.0	0.662	1.0
beta_mu[4,1]	1.68	0.00403	0.104	1.51	1.68	1.85	661.0	0.462	1.01
beta_mu[4,2]	2.5	0.00429	0.114	2.31	2.5	2.68	710.0	0.496	1.01
alpha[1]	0.0201	0.000604	0.0285	-0.0277	0.0199	0.0671	2234.0	1.56	1.0
beta_c_pr[1,1]	1.21	0.00996	0.548	0.324	1.19	2.13	3023.0	2.11	1.0
beta_c_pr[1,2]	-0.27	0.00858	0.417	-0.94	-0.278	0.418	2357.0	1.65	1.0
beta_c_pr[1,3]	1.02	0.00941	0.545	0.165	0.999	1.96	3352.0	2.34	1.0
beta_c_pr[1,4]	-0.0455	0.00973	0.449	-0.743	-0.065	0.713	2127.0	1.49	1.0
beta_c_pr[1,5]	0.782	0.00877	0.494	0.00238	0.767	1.62	3171.0	2.22	1.0
beta_c_pr[1,6]	0.229	0.00938	0.435	-0.451	0.208	0.98	2154.0	1.5	1.0
beta_c_pr[1,7]	-0.0183	0.00898	0.43	-0.692	-0.0321	0.713	2290.0	1.6	1.0
beta_c_pr[1,8]	-0.205	0.00817	0.387	-0.827	-0.215	0.445	2248.0	1.57	1.0
beta_c_pr[1,9]	-0.943	0.00763	0.32	-1.46	-0.945	-0.414	1755.0	1.23	1.0
beta_c_pr[1,10]	0.958	0.00977	0.547	0.0923	0.934	1.9	3132.0	2.19	1.0
beta_c_pr[1,11]	-1.01	0.00744	0.319	-1.51	-1.02	-0.468	1831.0	1.28	1.0
beta_c_pr[1,12]	0.135	0.00887	0.436	-0.546	0.113	0.893	2414.0	1.69	1.0
beta_c_pr[1,13]	1.46	0.00934	0.592	0.526	1.44	2.47	4022.0	2.81	0.999
beta_c_pr[1,14]	0.0375	0.00803	0.423	-0.634	0.0189	0.74	2776.0	1.94	1.0
beta_c_pr[1,15]	1.72	0.0108	0.631	0.729	1.69	2.8	3421.0	2.39	1.0
beta_c_pr[1,16]	-0.0987	0.00743	0.404	-0.758	-0.106	0.586	2964.0	2.07	0.999
beta_c_pr[1,17]	-0.279	0.00699	0.373	-0.877	-0.289	0.351	2844.0	1.99	1.0
beta_c_pr[1,18]	1.5	0.0102	0.594	0.563	1.47	2.51	3421.0	2.39	1.0
beta_c_pr[1,19]	0.288	0.0083	0.444	-0.396	0.262	1.06	2866.0	2.0	1.0
beta_c_pr[1,20]	-0.209	0.00796	0.393	-0.825	-0.226	0.468	2437.0	1.7	1.0
beta_c_pr[1,21]	0.404	0.00949	0.482	-0.349	0.383	1.25	2581.0	1.8	1.0
beta_c_pr[1,22]	-0.00581	0.00761	0.415	-0.666	-0.0186	0.711	2968.0	2.07	1.0
beta_c_pr[1,23]	0.259	0.00832	0.443	-0.448	0.249	1.01	2835.0	1.98	0.999
beta_c_pr[1,24]	1.55	0.0102	0.623	0.563	1.53	2.62	3702.0	2.59	1.0
beta_c_pr[1,25]	-0.281	0.00772	0.388	-0.876	-0.306	0.386	2527.0	1.76	1.0
beta_c_pr[1,26]	0.658	0.00931	0.507	-0.125	0.641	1.52	2971.0	2.08	1.0
beta_c_pr[1,27]	-1.62	0.00776	0.284	-2.1	-1.61	-1.17	1334.0	0.932	1.0
beta_c_pr[1,28]	-0.794	0.00663	0.335	-1.33	-0.8	-0.238	2548.0	1.78	1.0
beta_c_pr[1,29]	0.45	0.00931	0.481	-0.294	0.422	1.29	2666.0	1.86	1.0
beta_c_pr[1,30]	-1.21	0.00736	0.298	-1.7	-1.21	-0.72	1639.0	1.14	1.0
beta_c_pr[1,31]	0.513	0.00844	0.462	-0.22	0.5	1.3	2999.0	2.09	1.0
beta_c_pr[1,32]	-0.976	0.00792	0.373	-1.58	-0.987	-0.356	2223.0	1.55	1.0
beta_c_pr[1,33]	-0.737	0.00784	0.33	-1.27	-0.733	-0.18	1773.0	1.24	0.999
beta_c_pr[1,34]	-0.406	0.00796	0.399	-1.03	-0.42	0.269	2514.0	1.76	1.0
beta_c_pr[1,35]	-0.944	0.00752	0.325	-1.46	-0.956	-0.398	1872.0	1.31	1.0
beta_c_pr[1,36]	1.35	0.00985	0.58	0.438	1.33	2.35	3467.0	2.42	1.0
beta_c_pr[1,37]	0.717	0.00997	0.514	-0.101	0.696	1.59	2656.0	1.86	1.0
beta_c_pr[1,38]	0.894	0.00964	0.54	0.0156	0.874	1.81	3136.0	2.19	1.0
beta_c_pr[1,39]	0.0848	0.00757	0.424	-0.585	0.0684	0.813	3133.0	2.19	1.0
