name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.12	0.00332	0.104	0.954	1.12	1.3	975.0	0.0385	1.0
mu_pr[2]	0.171	0.000314	0.0148	0.146	0.171	0.194	2215.0	0.0874	1.0
mu_pr[3]	0.0456	0.000172	0.0106	0.0283	0.0457	0.0631	3817.0	0.151	1.0
mu_pr[4]	-0.322	0.00271	0.0971	-0.483	-0.323	-0.163	1287.0	0.0508	1.0
mu_pr[5]	0.198	0.00138	0.0781	0.0712	0.197	0.327	3182.0	0.126	1.0
theta_pr[1,1]	-0.976	0.013	0.405	-1.31	-1.05	-0.46	973.0	0.0384	1.0
theta_pr[1,2]	-0.791	0.00454	0.161	-1.05	-0.795	-0.529	1263.0	0.0499	1.0
theta_pr[1,3]	0.468	0.00845	0.631	-0.406	0.389	1.64	5571.0	0.22	1.0
theta_pr[1,4]	-0.486	0.00463	0.288	-0.862	-0.526	0.0238	3868.0	0.153	1.0
theta_pr[1,5]	0.706	0.00834	0.611	-0.184	0.645	1.8	5373.0	0.212	1.0
theta_pr[1,6]	-0.716	0.00491	0.181	-0.98	-0.728	-0.426	1351.0	0.0533	1.0
theta_pr[1,7]	-0.937	0.00582	0.169	-1.19	-0.942	-0.68	839.0	0.0331	1.0
theta_pr[1,8]	-0.419	0.0136	0.642	-1.07	-0.622	1.02	2216.0	0.0875	1.0
theta_pr[1,9]	-0.693	0.00441	0.148	-0.933	-0.695	-0.452	1121.0	0.0442	1.0
theta_pr[1,10]	0.531	0.0129	0.835	-0.749	0.518	1.93	4168.0	0.165	1.0
theta_pr[1,11]	0.688	0.00638	0.521	-0.0706	0.637	1.63	6651.0	0.263	1.0
theta_pr[1,12]	-0.267	0.00425	0.249	-0.638	-0.285	0.172	3439.0	0.136	1.0
theta_pr[1,13]	1.86	0.00695	0.533	1.03	1.84	2.78	5881.0	0.232	1.0
theta_pr[1,14]	0.112	0.011	0.677	-0.688	-0.0658	1.46	3796.0	0.15	1.0
theta_pr[1,15]	-0.96	0.00457	0.147	-1.2	-0.961	-0.72	1030.0	0.0407	1.0
theta_pr[1,16]	1.67	0.00713	0.541	0.851	1.65	2.62	5751.0	0.227	1.0
theta_pr[1,17]	-0.262	0.0623	1.29	-1.33	-0.993	2.29	427.0	0.0169	1.01
theta_pr[1,18]	0.719	0.00535	0.378	0.145	0.694	1.38	4997.0	0.197	1.0
theta_pr[1,19]	-0.88	0.00435	0.141	-1.11	-0.88	-0.647	1054.0	0.0416	1.0
theta_pr[1,20]	-0.572	0.00884	0.464	-1.02	-0.689	0.396	2756.0	0.109	1.0
theta_pr[1,21]	-0.0515	0.00958	0.568	-0.746	-0.174	1.09	3508.0	0.139	1.0
theta_pr[1,22]	-0.284	0.0118	0.682	-0.936	-0.531	1.24	3372.0	0.133	1.0
theta_pr[1,23]	0.765	0.0063	0.495	0.038	0.717	1.66	6166.0	0.243	1.0
theta_pr[1,24]	-0.632	0.00444	0.162	-0.891	-0.637	-0.359	1326.0	0.0523	1.0
theta_pr[1,25]	-0.878	0.0102	0.301	-1.18	-0.912	-0.575	877.0	0.0346	1.01
theta_pr[1,26]	-0.175	0.0161	0.749	-1.0	-0.407	1.41	2165.0	0.0855	1.0
theta_pr[1,27]	0.719	0.0167	0.898	-0.669	0.716	2.21	2884.0	0.114	1.0
theta_pr[1,28]	0.851	0.0112	0.748	-0.43	0.849	2.07	4421.0	0.175	1.0
theta_pr[1,29]	-0.299	0.00598	0.33	-0.71	-0.351	0.295	3036.0	0.12	1.0
theta_pr[1,30]	-0.84	0.00613	0.231	-1.12	-0.864	-0.507	1419.0	0.056	1.0
theta_pr[1,31]	-1.07	0.0186	0.503	-1.44	-1.16	-0.674	732.0	0.0289	1.01
theta_pr[1,32]	-0.139	0.00649	0.422	-0.7	-0.206	0.649	4239.0	0.167	1.0
theta_pr[1,33]	-0.798	0.00667	0.224	-1.09	-0.816	-0.484	1125.0	0.0444	1.0
theta_pr[1,34]	1.2	0.00758	0.587	0.271	1.18	2.2	5999.0	0.237	1.0
theta_pr[1,35]	1.09	0.00685	0.529	0.294	1.05	2.03	5964.0	0.235	1.0
theta_pr[1,36]	0.676	0.00655	0.388	0.107	0.644	1.38	3505.0	0.138	1.0
theta_pr[1,37]	-0.648	0.00565	0.243	-0.966	-0.674	-0.255	1845.0	0.0728	1.0
theta_pr[1,38]	0.646	0.00704	0.536	-0.122	0.583	1.63	5793.0	0.229	1.0
