name	Mean	MCSE	StdDev	5%	50%	95%	N_Eff	N_Eff/s	R_hat
mu_pr[1]	1.32	0.00756	0.153	1.08	1.3	1.58	410.0	0.0179	1.01
mu_pr[2]	0.104	0.000208	0.00909	0.0885	0.104	0.119	1906.0	0.0832	1.0
mu_pr[3]	-0.464	0.00492	0.116	-0.656	-0.462	-0.278	554.0	0.0242	1.01
theta_pr[1,1]	-0.227	0.0401	1.15	-1.28	-0.899	1.98	817.0	0.0357	1.01
theta_pr[1,2]	-0.867	0.00672	0.156	-1.13	-0.868	-0.61	541.0	0.0236	1.01
theta_pr[1,3]	-0.14	0.0105	0.537	-0.738	-0.278	0.97	2610.0	0.114	1.0
theta_pr[1,4]	-0.565	0.0112	0.456	-1.01	-0.676	0.388	1652.0	0.0722	1.0
theta_pr[1,5]	0.983	0.00867	0.651	-0.0395	0.955	2.08	5629.0	0.246	1.0
theta_pr[1,6]	-0.832	0.00653	0.149	-1.08	-0.831	-0.581	521.0	0.0228	1.01
theta_pr[1,7]	-0.926	0.0179	0.394	-1.25	-0.991	-0.572	487.0	0.0213	1.01
theta_pr[1,8]	0.196	0.0184	0.931	-1.04	0.107	1.81	2567.0	0.112	1.0
theta_pr[1,9]	-0.774	0.00651	0.149	-1.02	-0.775	-0.531	524.0	0.0229	1.01
theta_pr[1,10]	0.82	0.0118	0.798	-0.512	0.82	2.14	4539.0	0.198	1.0
theta_pr[1,11]	0.629	0.00943	0.537	-0.148	0.571	1.62	3245.0	0.142	1.0
theta_pr[1,12]	-0.386	0.0069	0.253	-0.754	-0.404	0.0429	1342.0	0.0586	1.0
theta_pr[1,13]	1.53	0.00971	0.526	0.708	1.5	2.44	2935.0	0.128	1.0
theta_pr[1,14]	-0.299	0.00893	0.488	-0.839	-0.427	0.738	2990.0	0.131	1.0
theta_pr[1,15]	-0.98	0.00705	0.166	-1.23	-0.983	-0.724	555.0	0.0242	1.01
theta_pr[1,16]	1.55	0.00899	0.55	0.709	1.52	2.52	3747.0	0.164	1.0
theta_pr[1,17]	-0.232	0.0675	1.28	-1.33	-0.991	2.23	359.0	0.0157	1.0
theta_pr[1,18]	0.576	0.00752	0.399	-0.0212	0.543	1.27	2815.0	0.123	1.0
theta_pr[1,19]	-0.931	0.00627	0.144	-1.17	-0.931	-0.692	525.0	0.0229	1.01
theta_pr[1,20]	-0.228	0.0125	0.699	-0.981	-0.462	1.22	3128.0	0.137	1.0
theta_pr[1,21]	0.368	0.0166	0.925	-0.909	0.295	1.98	3113.0	0.136	1.0
theta_pr[1,22]	-0.538	0.0112	0.531	-1.03	-0.693	0.654	2232.0	0.0975	1.0
theta_pr[1,23]	0.677	0.00896	0.533	-0.0915	0.619	1.64	3548.0	0.155	1.0
theta_pr[1,24]	-0.713	0.00652	0.161	-0.974	-0.713	-0.446	611.0	0.0267	1.01
theta_pr[1,25]	-0.853	0.0146	0.407	-1.21	-0.932	-0.243	782.0	0.0342	1.0
theta_pr[1,26]	0.119	0.0239	0.983	-1.1	-0.0188	1.83	1687.0	0.0737	1.0
theta_pr[1,27]	0.309	0.0179	0.903	-0.896	0.225	1.89	2546.0	0.111	1.0
theta_pr[1,28]	-0.64	0.0213	0.704	-1.18	-0.883	1.14	1089.0	0.0476	1.0
theta_pr[1,29]	-0.277	0.00777	0.384	-0.744	-0.349	0.463	2444.0	0.107	1.0
theta_pr[1,30]	-0.602	0.0143	0.647	-1.14	-0.831	0.936	2063.0	0.0901	1.0
theta_pr[1,31]	-0.665	0.0369	0.963	-1.39	-1.08	1.6	679.0	0.0297	1.0
theta_pr[1,32]	0.186	0.0148	0.779	-0.819	0.0427	1.63	2785.0	0.122	1.0
theta_pr[1,33]	-0.848	0.0106	0.229	-1.15	-0.867	-0.525	466.0	0.0203	1.01
theta_pr[1,34]	0.897	0.00956	0.708	-0.228	0.868	2.09	5473.0	0.239	1.0
theta_pr[1,35]	1.13	0.00911	0.566	0.28	1.09	2.14	3858.0	0.169	1.0
theta_pr[1,36]	0.486	0.00874	0.525	-0.223	0.405	1.48	3614.0	0.158	1.0
theta_pr[1,37]	-0.711	0.00862	0.329	-1.06	-0.768	-0.187	1459.0	0.0637	1.0
theta_pr[1,38]	0.411	0.00997	0.583	-0.369	0.316	1.51	3417.0	0.149	1.0
theta_pr[1,39]	0.611	0.0085	0.463	-0.036	0.548	1.45	2976.0	0.13	1.0
