	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	8.318	0.026	0.902	6.576	8.27	10.14	1180.841	0.193	1.001
b3_mu	0.666	0.002	0.067	0.525	0.666	0.793	1756.662	0.288	1.002
b4_mu	0.136	0.001	0.058	0.017	0.137	0.245	1941.856	0.318	1.001
a1_mu	0.214	0.001	0.028	0.159	0.214	0.269	1195.405	0.196	1.002
sigma[1]	0.625	0.00161	0.0723	0.493	0.62	0.774	2004.0	0.328	1.0
sigma[2]	0.125	0.000262	0.0108	0.105	0.125	0.147	1698.0	0.278	1.0
sigma[3]	0.104	0.000214	0.00908	0.0863	0.103	0.122	1804.0	0.296	1.0
sigma[4]	0.636	0.00204	0.0779	0.486	0.633	0.791	1451.0	0.238	1.0
b1[1]	4.82	0.0743	4.18	0.433	3.39	15.2	3161.0	0.518	1.0
b1[2]	4.61	0.0388	1.73	2.58	4.2	8.78	1999.0	0.328	1.0
b1[3]	14.6	0.0385	2.78	9.79	14.4	20.6	5215.0	0.855	1.0
b1[4]	4.45	0.0824	4.26	0.0473	2.99	15.0	2665.0	0.437	1.0
b1[5]	7.33	0.0539	3.26	3.29	6.47	15.1	3656.0	0.599	1.0
b1[6]	4.1	0.00752	0.582	3.0	4.07	5.28	6003.0	0.984	1.0
b1[7]	5.69	0.0651	3.78	1.78	4.45	15.3	3378.0	0.553	1.0
b1[8]	13.1	0.0561	4.13	6.36	12.6	22.0	5429.0	0.89	1.0
b1[9]	18.0	0.049	3.61	11.8	17.6	25.5	5417.0	0.888	0.999
b1[10]	6.76	0.012	0.972	4.94	6.72	8.69	6604.0	1.08	1.0
b1[11]	20.0	0.0541	4.07	12.7	19.7	28.5	5659.0	0.927	1.0
b1[12]	4.36	0.0729	3.42	1.19	3.13	13.9	2206.0	0.361	1.0
b1[13]	4.02	0.0728	3.66	0.966	2.45	13.8	2527.0	0.414	1.0
b1[14]	12.4	0.0545	3.98	6.03	11.9	21.1	5337.0	0.875	1.0
b1[15]	2.98	0.0673	3.31	0.426	1.56	12.2	2421.0	0.397	1.0
b1[16]	12.9	0.0489	3.55	7.19	12.4	20.7	5285.0	0.866	1.0
