	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	10.009	0.02	0.867	8.34	9.971	11.693	1933.317	0.414	1.002
b2_mu	8.708	0.018	0.776	7.184	8.676	10.242	1911.537	0.409	1.001
b3_mu	0.698	0.002	0.073	0.548	0.697	0.839	1349.656	0.289	1.004
b4_mu	0.131	0.001	0.056	0.013	0.131	0.232	2106.233	0.451	1.0
a1_mu	0.151	0.001	0.02	0.113	0.15	0.192	1204.561	0.258	1.002
sigma[1]	0.499	0.00145	0.0638	0.383	0.494	0.633	1933.0	0.414	1.0
sigma[2]	0.475	0.00125	0.0598	0.366	0.47	0.597	2298.0	0.492	1.0
sigma[3]	0.132	0.00026	0.0115	0.11	0.131	0.155	1976.0	0.423	1.0
sigma[4]	0.0995	0.000195	0.00911	0.0828	0.0989	0.118	2192.0	0.469	1.0
sigma[5]	0.645	0.0014	0.0598	0.535	0.642	0.768	1814.0	0.388	1.0
b1[1]	11.0	0.0639	4.52	2.87	10.8	20.2	4994.0	1.07	1.0
b1[2]	7.2	0.0572	3.21	2.92	6.48	14.7	3156.0	0.675	1.0
b1[3]	14.6	0.0372	2.97	9.18	14.4	20.7	6395.0	1.37	1.0
b1[4]	10.4	0.061	4.54	1.98	10.2	19.4	5542.0	1.19	1.0
b1[5]	10.5	0.0537	3.31	5.31	10.0	17.9	3795.0	0.812	1.0
b1[6]	4.58	0.012	0.906	2.97	4.49	6.45	5720.0	1.22	1.0
b1[7]	9.78	0.0598	3.59	4.18	9.27	17.8	3607.0	0.772	1.0
b1[8]	12.3	0.0438	3.14	6.73	12.1	18.8	5121.0	1.1	1.0
b1[9]	14.8	0.0369	2.96	9.49	14.6	21.0	6419.0	1.37	1.0
b1[10]	7.68	0.0186	1.56	4.96	7.55	11.0	7033.0	1.51	1.0
b1[11]	15.8	0.0387	3.1	9.99	15.6	22.1	6422.0	1.37	1.0
b1[12]	9.54	0.0689	4.31	2.49	9.24	18.3	3914.0	0.838	0.999
b1[13]	7.97	0.0624	3.8	1.72	7.61	15.9	3707.0	0.793	1.0
b1[14]	9.48	0.0344	2.53	5.19	9.21	14.8	5425.0	1.16	1.0
b1[15]	8.64	0.0661	4.49	1.0	8.33	17.7	4607.0	0.986	1.0
b1[16]	11.9	0.0372	2.8	7.03	11.6	17.7	5680.0	1.22	1.0
b1[17]	11.7	0.0605	4.19	4.0	11.4	20.1	4800.0	1.03	1.0
b1[18]	11.8	0.0599	3.98	4.58	11.6	20.1	4400.0	0.942	1.0
b1[19]	9.46	0.0475	3.2	4.22	9.11	16.4	4549.0	0.974	1.0
b1[20]	12.0	0.0314	2.64	7.39	11.7	17.6	7076.0	1.51	1.0
b1[21]	13.0	0.0615	4.15	5.47	12.7	21.5	4556.0	0.975	1.0
b1[22]	5.17	0.0356	1.93	2.54	4.76	9.93	2942.0	0.63	1.0
b1[23]	14.0	0.0381	2.87	8.8	13.7	20.0	5681.0	1.22	1.0
b1[24]	13.0	0.0554	3.88	6.12	12.7	20.8	4911.0	1.05	1.0
b1[25]	3.8	0.0601	2.35	1.43	3.06	10.2	1526.0	0.327	1.0
b1[26]	13.7	0.0409	3.07	8.39	13.4	20.1	5648.0	1.21	1.0
b1[27]	11.4	0.0688	4.55	3.4	11.1	20.9	4365.0	0.934	1.0
b1[28]	9.69	0.0622	4.54	1.4	9.45	18.7	5325.0	1.14	1.0
b1[29]	5.86	0.0489	3.43	0.509	5.34	13.6	4933.0	1.06	1.0
b1[30]	3.01	0.025	1.16	1.51	2.79	5.63	2158.0	0.462	1.0
b1[31]	8.48	0.045	2.91	3.76	8.13	14.9	4204.0	0.9	1.0
b1[32]	11.0	0.0604	4.32	3.88	10.5	20.1	5108.0	1.09	1.0
b1[33]	9.64	0.0371	2.6	5.38	9.31	15.3	4905.0	1.05	1.0
b1[34]	11.9	0.056	3.84	5.41	11.4	19.9	4692.0	1.0	1.0
b1[35]	14.1	0.0382	2.99	8.77	13.8	20.1	6162.0	1.32	1.0
b1[36]	15.5	0.0513	3.71	9.0	15.2	23.3	5253.0	1.12	1.0
b1[37]	10.8	0.0367	2.55	6.51	10.5	16.3	4801.0	1.03	1.0
b1[38]	8.56	0.0345	2.45	4.44	8.25	13.7	5036.0	1.08	1.0
b1[39]	15.9	0.0363	3.17	10.1	15.7	22.2	7614.0	1.63	1.0
b1[40]	5.04	0.0126	1.05	3.15	4.95	7.2	6924.0	1.48	1.0
b1[41]	11.5	0.0574	3.89	4.84	11.2	19.7	4603.0	0.985	1.0
b1[42]	9.41	0.0399	2.68	5.14	9.01	15.3	4512.0	0.966	1.0
b1[43]	10.4	0.0689	4.43	2.5	10.1	19.6	4129.0	0.884	1.0
b1[44]	8.39	0.0879	4.56	1.36	8.11	17.7	2691.0	0.576	1.0
b1[45]	12.1	0.0362	2.92	7.02	11.9	18.2	6518.0	1.39	1.0
b1[46]	11.2	0.0645	4.36	3.67	10.9	20.1	4570.0	0.978	1.0
b1[47]	8.1	0.0861	4.26	2.27	7.44	17.1	2443.0	0.523	1.0
b1[48]	4.93	0.0468	2.52	1.55	4.37	10.9	2894.0	0.619	1.0
b1[49]	10.7	0.0578	3.89	4.01	10.4	18.7	4523.0	0.968	1.0
b1[50]	8.2	0.0652	4.41	1.01	7.73	17.6	4580.0	0.98	1.0
b1[51]	9.32	0.0557	3.31	4.23	8.82	16.6	3532.0	0.756	1.0
b1[52]	11.5	0.0285	2.4	7.25	11.3	16.3	7132.0	1.53	1.0
b1[53]	8.0	0.0644	5.07	-1.63	7.92	17.8	6196.0	1.33	1.0
b1[54]	10.7	0.0539	4.21	3.16	10.5	19.3	6118.0	1.31	1.0
b1[55]	16.3	0.041	3.25	10.3	16.0	23.0	6278.0	1.34	1.0
b1[56]	9.1	0.0536	3.29	3.7	8.68	16.2	3779.0	0.809	1.0
b1[57]	8.42	0.0553	4.48	0.483	8.11	17.4	6547.0	1.4	1.0
b1[58]	8.58	0.0441	3.19	3.08	8.32	15.3	5231.0	1.12	1.0
b1[59]	6.9	0.0632	3.95	1.0	6.46	15.2	3901.0	0.835	1.0
b1[60]	20.4	0.0486	3.7	13.7	20.1	28.0	5807.0	1.24	1.0
b1[61]	9.56	0.0281	2.0	6.12	9.32	13.9	5055.0	1.08	0.999
b1[62]	6.39	0.0595	3.54	1.25	5.86	14.1	3548.0	0.759	1.0
b1[63]	4.29	0.0446	2.28	1.37	3.73	9.74	2615.0	0.56	1.0
