	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	9.11	0.03	1.04	7.17	9.03	11.27	1123.19	0.23	1.0
b2_mu	7.95	0.03	0.92	6.23	7.9	9.8	899.4	0.18	1.0
b3_mu	0.7	0.0	0.07	0.55	0.7	0.83	889.55	0.18	1.0
b4_mu	0.13	0.0	0.06	0.02	0.13	0.24	1373.47	0.28	1.0
a1_mu	0.18	0.0	0.03	0.12	0.17	0.23	874.44	0.18	1.01
a2_mu	0.2	0.0	0.03	0.14	0.19	0.26	865.69	0.17	1.0
sigma[1]	0.539	0.00158	0.0711	0.413	0.535	0.686	2018.0	0.405	1.0
sigma[2]	0.518	0.00174	0.0703	0.391	0.513	0.664	1629.0	0.327	1.0
sigma[3]	0.131	0.000318	0.0115	0.11	0.131	0.155	1321.0	0.265	1.0
sigma[4]	0.101	0.000216	0.00904	0.0841	0.101	0.12	1746.0	0.351	1.0
sigma[5]	0.512	0.00247	0.0707	0.373	0.512	0.649	817.0	0.164	1.0
sigma[6]	0.695	0.00257	0.0854	0.533	0.692	0.864	1104.0	0.222	1.0
b1[1]	6.15	0.0773	3.95	1.24	5.23	15.1	2609.0	0.524	1.0
b1[2]	8.76	0.0636	3.63	3.5	8.06	17.1	3266.0	0.656	1.0
b1[3]	16.3	0.0607	3.86	9.62	16.0	24.5	4045.0	0.813	1.0
b1[4]	5.76	0.0824	3.99	0.645	4.72	15.2	2342.0	0.471	1.0
b1[5]	8.45	0.0459	2.61	4.42	8.04	14.5	3229.0	0.649	1.0
b1[6]	5.74	0.0236	1.46	3.51	5.52	9.11	3833.0	0.77	1.0
b1[7]	8.18	0.0422	2.72	4.01	7.79	14.3	4140.0	0.832	1.0
b1[8]	11.4	0.062	3.71	5.26	10.9	19.4	3572.0	0.718	1.0
b1[9]	15.3	0.0531	3.47	9.28	15.0	22.8	4255.0	0.855	1.0
b1[10]	7.79	0.019	1.58	4.97	7.67	11.1	6878.0	1.38	1.0
b1[11]	13.7	0.0512	3.58	7.51	13.4	21.3	4876.0	0.98	1.0
b1[12]	6.02	0.0693	3.57	1.73	5.02	14.3	2650.0	0.532	1.0
b1[13]	5.13	0.0853	3.81	1.08	3.9	14.4	1991.0	0.4	1.0
b1[14]	9.85	0.0632	3.71	4.15	9.3	18.1	3442.0	0.691	1.0
b1[15]	4.42	0.084	3.76	0.41	3.13	13.7	2006.0	0.403	1.0
b1[16]	11.1	0.0489	3.12	6.08	10.8	18.0	4063.0	0.816	1.0
b1[17]	7.26	0.0739	3.82	2.12	6.43	16.2	2676.0	0.538	1.0
b1[18]	8.76	0.0726	4.06	2.8	8.07	17.9	3122.0	0.627	1.0
b1[19]	8.85	0.0701	3.75	3.52	8.17	17.6	2857.0	0.574	1.0
b1[20]	14.4	0.0562	3.62	8.08	14.1	21.9	4156.0	0.835	0.999
b1[21]	10.4	0.0656	4.15	3.91	9.89	19.4	4010.0	0.806	1.0
b1[22]	6.97	0.0633	3.22	2.83	6.16	14.8	2591.0	0.521	1.0
b1[23]	14.3	0.0503	3.27	8.65	14.0	21.2	4219.0	0.848	1.0
b1[24]	10.5	0.0686	3.95	4.07	10.0	18.9	3309.0	0.665	1.0
b1[25]	5.43	0.0713	3.36	1.71	4.33	13.9	2217.0	0.446	1.0
b1[26]	12.8	0.0518	3.44	7.13	12.3	20.3	4403.0	0.885	1.0
b1[27]	7.53	0.0689	4.07	1.9	6.74	16.8	3491.0	0.701	1.0
b1[28]	5.62	0.0856	4.2	0.343	4.6	15.5	2403.0	0.483	1.0
b1[29]	4.45	0.0919	3.86	0.163	3.14	13.7	1761.0	0.354	1.0
b1[30]	3.73	0.0482	2.01	1.64	3.19	8.88	1736.0	0.349	1.0
b1[31]	8.08	0.0689	3.7	3.01	7.33	16.6	2884.0	0.579	1.0
b1[32]	8.23	0.0646	3.63	2.97	7.57	16.4	3164.0	0.636	1.0
b1[33]	10.7	0.0496	3.06	5.79	10.3	17.4	3807.0	0.765	1.0
b1[34]	10.7	0.0661	3.68	5.08	10.2	19.1	3104.0	0.624	1.0
b1[35]	11.2	0.0563	3.41	5.79	10.8	18.4	3665.0	0.736	1.0
b1[36]	13.7	0.056	3.7	7.48	13.2	21.6	4377.0	0.879	1.0
b1[37]	11.9	0.0519	3.23	6.84	11.4	18.9	3876.0	0.779	1.0
