name	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[30]	3.22	0.0178	0.748	2.11	3.13	4.72	1763.0	0.948	1.0
b1[31]	4.94	0.0214	1.11	3.21	4.78	7.33	2690.0	1.45	1.0
b1[32]	7.98	0.0483	2.9	3.3	7.61	14.2	3600.0	1.94	1.0
b1[33]	6.98	0.028	1.7	4.4	6.7	10.9	3692.0	1.99	1.0
b1[34]	5.91	0.0388	2.24	2.97	5.41	11.2	3337.0	1.8	1.0
b1[35]	11.1	0.0395	2.61	6.78	10.8	16.7	4343.0	2.34	1.0
b1[36]	10.0	0.0354	2.3	6.39	9.64	15.1	4223.0	2.27	1.0
b1[37]	8.64	0.0282	1.65	6.03	8.39	12.6	3439.0	1.85	1.0
b1[38]	9.53	0.0426	2.75	5.28	9.06	15.7	4177.0	2.25	1.0
b1[39]	15.0	0.0337	2.49	10.5	14.8	20.1	5431.0	2.92	1.0
b1[40]	4.3	0.00817	0.629	3.15	4.25	5.58	5928.0	3.19	1.0
b1[41]	5.72	0.0395	2.24	2.82	5.2	11.2	3195.0	1.72	1.0
b1[42]	5.95	0.0297	1.62	3.66	5.64	9.98	2994.0	1.61	1.0
b1[43]	3.59	0.0598	2.65	0.866	2.71	10.7	1964.0	1.06	1.0
b1[44]	2.38	0.0609	1.98	0.842	1.75	7.86	1057.0	0.569	1.0
b1[45]	12.2	0.0411	2.96	7.12	11.8	18.6	5181.0	2.79	1.0
b1[46]	6.35	0.0445	2.91	2.08	5.84	12.9	4274.0	2.3	1.0
b1[47]	4.72	0.0491	2.59	1.9	3.9	11.3	2791.0	1.5	1.0
b1[48]	5.62	0.0404	2.27	2.67	5.13	11.0	3156.0	1.7	1.0
b1[49]	5.62	0.0384	2.17	2.8	5.13	10.7	3184.0	1.71	1.0
b1[50]	3.18	0.0388	1.47	1.45	2.89	6.37	1427.0	0.768	1.0
b1[51]	5.41	0.0359	1.82	3.0	4.98	10.1	2574.0	1.38	1.0
b1[52]	8.42	0.0231	1.55	5.79	8.21	11.7	4483.0	2.41	1.0
b1[53]	1.38	0.0745	2.97	-1.96	0.347	9.84	1585.0	0.852	1.0
b1[54]	5.81	0.0535	3.23	1.41	5.13	13.1	3646.0	1.96	1.0
b1[55]	16.1	0.036	2.77	11.0	15.9	22.0	5913.0	3.18	1.0
b1[56]	4.95	0.0415	2.0	2.61	4.42	10.0	2333.0	1.26	1.0
b1[57]	4.58	0.0546	3.08	0.729	3.81	11.8	3186.0	1.71	1.0
b1[58]	7.18	0.0489	3.13	2.59	6.63	14.2	4104.0	2.21	1.0
b1[59]	2.4	0.0482	1.53	0.865	2.03	6.24	1007.0	0.542	1.0
b1[60]	15.8	0.0316	2.61	10.9	15.6	21.1	6864.0	3.69	1.0
b1[61]	8.76	0.0183	1.44	6.15	8.64	11.7	6186.0	3.33	0.999
b1[62]	2.89	0.0521	2.13	1.13	2.14	9.12	1667.0	0.897	1.0
b1[63]	4.65	0.0487	2.39	1.89	4.03	10.4	2408.0	1.3	1.0
b1[64]	8.43	0.0462	3.16	3.2	8.08	15.2	4673.0	2.51	1.0
b1[65]	7.65	0.0351	2.1	4.57	7.25	12.7	3586.0	1.93	1.0
b1[66]	6.58	0.0265	1.69	3.84	6.35	10.3	4093.0	2.2	1.0
b1[67]	5.46	0.0108	0.857	3.94	5.38	7.25	6259.0	3.37	1.0
b1[68]	13.7	0.0346	2.64	9.0	13.4	19.4	5851.0	3.15	1.0
b1[69]	10.5	0.031	2.16	6.87	10.2	15.0	4855.0	2.61	1.0
b1[70]	9.25	0.0397	2.48	5.51	8.82	14.9	3901.0	2.1	1.0
b1[71]	6.19	0.0387	2.26	3.23	5.63	11.7	3390.0	1.82	1.0
b1[72]	15.7	0.0329	2.68	10.8	15.5	21.0	6627.0	3.56	1.0
b1[73]	19.6	0.0433	3.29	13.6	19.4	26.4	5792.0	3.12	1.0
b1[74]	5.12	0.0459	2.24	2.54	4.49	10.9	2381.0	1.28	1.0
b1[75]	4.6	0.0592	3.3	0.752	3.73	12.6	3115.0	1.68	1.0
b1[76]	15.8	0.0341	2.64	10.8	15.6	21.3	5999.0	3.23	1.0
b1[77]	3.24	0.0378	1.54	1.66	2.81	7.29	1665.0	0.896	1.0
b1[78]	3.04	0.0496	1.89	1.29	2.45	8.4	1450.0	0.78	1.01
b1[79]	5.81	0.0235	1.4	3.69	5.58	8.99	3580.0	1.93	1.0
b1[80]	3.7	0.0126	0.719	2.53	3.61	5.22	3272.0	1.76	1.0
b1[81]	7.27	0.0482	3.08	2.79	6.74	14.0	4086.0	2.2	1.0
b1[82]	5.62	0.0166	1.07	3.86	5.5	7.83	4136.0	2.22	1.0
b1[83]	2.02	0.0502	1.68	0.682	1.54	6.85	1119.0	0.602	1.01
b1[84]	5.94	0.0441	2.46	2.67	5.37	11.9	3120.0	1.68	1.0
b1[85]	13.6	0.034	2.5	9.09	13.4	18.9	5408.0	2.91	1.0
b1[86]	6.36	0.0441	2.31	2.62	6.07	11.5	2751.0	1.48	1.0
b1[87]	2.03	0.0402	1.44	0.889	1.65	5.97	1279.0	0.688	1.0
b1[88]	6.8	0.0218	1.35	4.63	6.63	9.69	3850.0	2.07	1.0
b1[89]	5.32	0.0527	3.11	1.44	4.53	12.7	3477.0	1.87	1.0
b1[90]	7.0	0.0167	1.17	4.99	6.89	9.43	4925.0	2.65	1.0
b1[91]	7.4	0.0545	3.43	1.79	7.07	14.6	3965.0	2.13	1.0
b1[92]	12.7	0.0338	2.44	8.49	12.5	18.0	5193.0	2.79	1.0
b1[93]	12.0	0.0311	2.21	8.26	11.8	16.8	5054.0	2.72	1.0
b1[94]	1.87	0.0343	1.07	0.905	1.64	4.08	972.0	0.523	1.0
b1[95]	2.82	0.0664	2.83	0.0423	1.8	10.4	1822.0	0.98	0.999
b1[96]	7.89	0.0469	2.96	3.46	7.4	14.6	3990.0	2.15	1.0
b1[97]	6.96	0.0484	3.07	2.54	6.43	14.0	4011.0	2.16	1.0
b1[98]	3.21	0.0381	1.29	1.81	2.9	6.46	1153.0	0.62	1.0
b1[99]	9.47	0.0235	1.72	6.6	9.29	13.2	5364.0	2.89	1.0
b2[1]	-0.376	0.00199	0.164	-0.717	-0.374	-0.0713	6803.0	3.66	1.0
b2[2]	-0.152	0.00222	0.185	-0.526	-0.151	0.191	6929.0	3.73	1.0
b2[3]	0.59	0.00299	0.26	0.0771	0.589	1.09	7590.0	4.08	1.0
b2[4]	0.0226	0.00186	0.16	-0.295	0.022	0.327	7350.0	3.95	1.0
b2[5]	0.256	0.00218	0.183	-0.113	0.254	0.598	7072.0	3.8	0.999
b2[6]	-0.325	0.00236	0.201	-0.747	-0.321	0.0454	7229.0	3.89	1.0
b2[7]	-0.14	0.00213	0.175	-0.498	-0.141	0.192	6764.0	3.64	0.999
b2[8]	0.271	0.00216	0.189	-0.105	0.27	0.635	7637.0	4.11	1.0
b2[9]	0.365	0.00277	0.25	-0.148	0.361	0.847	8154.0	4.39	1.0
b2[10]	-0.634	0.00292	0.237	-1.13	-0.636	-0.202	6593.0	3.55	1.0
b2[11]	-0.193	0.00264	0.227	-0.675	-0.191	0.223	7385.0	3.97	1.0
b2[12]	0.446	0.00205	0.173	0.0892	0.447	0.776	7089.0	3.81	1.0
b2[13]	0.393	0.00196	0.167	0.0397	0.392	0.704	7234.0	3.89	1.0
b2[14]	-0.0249	0.00221	0.184	-0.399	-0.0211	0.318	6925.0	3.73	0.999
b2[15]	0.109	0.00202	0.159	-0.213	0.107	0.419	6175.0	3.32	1.0
b2[16]	-0.0533	0.00259	0.212	-0.487	-0.052	0.338	6692.0	3.6	1.0
b2[17]	0.59	0.00204	0.174	0.239	0.59	0.929	7239.0	3.89	1.0
b2[18]	-0.346	0.00197	0.164	-0.688	-0.346	-0.0367	6938.0	3.73	1.0
b2[19]	0.348	0.00203	0.186	-0.0231	0.346	0.701	8363.0	4.5	1.0
b2[20]	-0.256	0.00288	0.242	-0.759	-0.258	0.198	7074.0	3.81	1.0
b2[21]	0.175	0.00195	0.162	-0.162	0.177	0.469	6921.0	3.72	0.999
b2[22]	0.384	0.00219	0.193	-0.0112	0.384	0.755	7724.0	4.15	1.0
b2[23]	0.609	0.00289	0.236	0.149	0.609	1.06	6664.0	3.58	1.0
b2[24]	-0.0639	0.00186	0.169	-0.403	-0.0644	0.255	8330.0	4.48	1.0
b2[25]	-0.119	0.00206	0.174	-0.477	-0.119	0.207	7156.0	3.85	0.999
b2[26]	0.0408	0.00236	0.205	-0.375	0.0366	0.431	7589.0	4.08	1.0
b2[27]	0.422	0.00204	0.168	0.0836	0.422	0.744	6782.0	3.65	1.0
b2[28]	0.526	0.00195	0.167	0.185	0.523	0.84	7322.0	3.94	1.0
b2[29]	-1.02	0.0025	0.196	-1.44	-1.02	-0.667	6143.0	3.3	0.999
b2[30]	0.213	0.00227	0.187	-0.17	0.214	0.569	6769.0	3.64	0.999
b2[31]	-0.147	0.00232	0.192	-0.545	-0.148	0.21	6844.0	3.68	1.0
b2[32]	0.275	0.0019	0.165	-0.0637	0.273	0.588	7472.0	4.02	0.999
b2[33]	0.111	0.00269	0.221	-0.329	0.105	0.53	6725.0	3.62	1.0
b2[34]	0.595	0.00234	0.185	0.234	0.59	0.959	6256.0	3.37	1.0
b2[35]	-0.124	0.00216	0.192	-0.52	-0.124	0.237	7941.0	4.27	1.0
b2[36]	0.658	0.00232	0.212	0.237	0.656	1.07	8336.0	4.48	0.999
b2[37]	0.619	0.00285	0.236	0.14	0.619	1.07	6901.0	3.71	1.0
b2[38]	-0.115	0.0024	0.215	-0.557	-0.113	0.295	8010.0	4.31	1.0
b2[39]	0.0834	0.00254	0.242	-0.422	0.0812	0.535	9082.0	4.89	1.0
b2[40]	0.611	0.00252	0.212	0.183	0.609	1.02	7035.0	3.78	0.999
b2[41]	0.353	0.00206	0.172	0.00244	0.35	0.681	6960.0	3.74	1.0
b2[42]	0.232	0.00224	0.207	-0.187	0.231	0.63	8530.0	4.59	0.999
b2[43]	-0.124	0.00206	0.166	-0.467	-0.12	0.182	6467.0	3.48	1.0
b2[44]	0.246	0.00193	0.169	-0.103	0.247	0.565	7670.0	4.13	1.0
b2[45]	0.249	0.00215	0.198	-0.151	0.248	0.628	8466.0	4.55	1.0
b2[46]	1.0	0.00218	0.188	0.623	1.0	1.37	7457.0	4.01	1.0
b2[47]	-0.482	0.00223	0.179	-0.864	-0.481	-0.155	6468.0	3.48	1.0
b2[48]	0.255	0.00235	0.187	-0.129	0.253	0.607	6344.0	3.41	0.999
b2[49]	0.999	0.00235	0.197	0.6	0.997	1.37	7090.0	3.81	1.0
b2[50]	-0.578	0.00217	0.173	-0.949	-0.577	-0.255	6367.0	3.42	1.0
b2[51]	-0.382	0.00224	0.185	-0.774	-0.379	-0.0376	6826.0	3.67	1.0
b2[52]	-0.372	0.00263	0.223	-0.822	-0.371	0.0408	7229.0	3.89	1.0
b2[53]	0.637	0.00194	0.167	0.293	0.635	0.947	7475.0	4.02	1.0
b2[54]	-0.0747	0.0019	0.162	-0.406	-0.0747	0.226	7340.0	3.95	0.999
b2[55]	-0.303	0.00249	0.237	-0.784	-0.301	0.127	9100.0	4.89	1.0
b2[56]	0.188	0.00232	0.181	-0.181	0.189	0.531	6066.0	3.26	1.0
b2[57]	0.0786	0.00195	0.164	-0.272	0.0812	0.383	7091.0	3.81	1.0
b2[58]	0.332	0.00196	0.168	-0.00468	0.331	0.656	7356.0	3.96	1.0
b2[59]	0.235	0.00197	0.159	-0.0888	0.232	0.541	6522.0	3.51	1.0
b2[60]	0.357	0.00284	0.268	-0.196	0.358	0.867	8883.0	4.78	0.999
b2[61]	-0.138	0.00253	0.225	-0.599	-0.142	0.289	7935.0	4.27	1.0
b2[62]	0.0947	0.00194	0.172	-0.257	0.0958	0.414	7842.0	4.22	1.0
b2[63]	-0.227	0.00226	0.181	-0.59	-0.229	0.114	6425.0	3.46	1.0
b2[64]	0.416	0.00204	0.183	0.0505	0.415	0.757	8070.0	4.34	0.999
b2[65]	0.344	0.00255	0.21	-0.0789	0.339	0.749	6784.0	3.65	0.999
b2[66]	0.13	0.00238	0.196	-0.275	0.131	0.496	6758.0	3.64	1.0
b2[67]	0.603	0.0028	0.227	0.134	0.599	1.03	6530.0	3.51	1.0
b2[68]	0.261	0.00232	0.22	-0.184	0.257	0.679	9032.0	4.86	1.0
b2[69]	-0.279	0.00306	0.245	-0.806	-0.279	0.164	6393.0	3.44	1.0
b2[70]	-0.0873	0.00187	0.183	-0.461	-0.0866	0.257	9560.0	5.14	1.0
b2[71]	0.17	0.00239	0.196	-0.222	0.165	0.54	6745.0	3.63	1.0
b2[72]	-0.366	0.00303	0.266	-0.927	-0.364	0.127	7684.0	4.13	1.0
b2[73]	0.0348	0.00253	0.227	-0.423	0.0342	0.456	8060.0	4.34	0.999
b2[74]	-0.323	0.00227	0.19	-0.717	-0.322	0.0225	7052.0	3.79	0.999
b2[75]	0.11	0.00186	0.164	-0.23	0.115	0.414	7736.0	4.16	1.0
b2[76]	0.596	0.00355	0.282	0.0293	0.592	1.13	6322.0	3.4	1.0
b2[77]	0.298	0.00204	0.173	-0.0527	0.298	0.613	7181.0	3.86	1.0
b2[78]	0.713	0.00227	0.186	0.345	0.711	1.07	6749.0	3.63	0.999
b2[79]	-0.055	0.0026	0.213	-0.49	-0.0563	0.345	6686.0	3.6	0.999
b2[80]	-0.171	0.00223	0.184	-0.546	-0.171	0.17	6788.0	3.65	1.0
b2[81]	0.0322	0.00191	0.167	-0.309	0.0332	0.35	7651.0	4.12	1.0
b2[82]	0.0314	0.00242	0.205	-0.399	0.0292	0.415	7209.0	3.88	0.999
b2[83]	-0.69	0.00226	0.181	-1.07	-0.689	-0.349	6363.0	3.42	1.0
b2[84]	0.0305	0.0021	0.176	-0.329	0.0307	0.359	7021.0	3.78	1.0
b2[85]	0.532	0.0031	0.265	0.00293	0.531	1.03	7323.0	3.94	0.999
b2[86]	0.0364	0.00262	0.198	-0.373	0.0421	0.393	5747.0	3.09	1.0
b2[87]	0.488	0.00211	0.173	0.126	0.487	0.813	6743.0	3.63	1.0
b2[88]	-0.215	0.00236	0.198	-0.621	-0.214	0.167	7025.0	3.78	1.0
b2[89]	0.286	0.00202	0.171	-0.0602	0.289	0.603	7175.0	3.86	1.0
b2[90]	-0.126	0.00236	0.213	-0.577	-0.125	0.269	8121.0	4.37	1.0
b2[91]	0.434	0.00186	0.166	0.0974	0.432	0.753	7990.0	4.3	1.0
b2[92]	-0.0487	0.00225	0.218	-0.494	-0.0487	0.355	9402.0	5.06	1.0
b2[93]	-0.0517	0.0023	0.216	-0.507	-0.0534	0.358	8839.0	4.75	0.999
b2[94]	0.227	0.00198	0.169	-0.118	0.226	0.544	7355.0	3.96	1.0
b2[95]	0.336	0.00188	0.161	0.0242	0.335	0.644	7325.0	3.94	0.999
b2[96]	0.172	0.00194	0.18	-0.203	0.169	0.517	8572.0	4.61	0.999
b2[97]	0.726	0.00234	0.188	0.349	0.723	1.09	6453.0	3.47	1.0
b2[98]	0.0303	0.00235	0.185	-0.34	0.0305	0.381	6200.0	3.33	1.0
b2[99]	-0.428	0.00289	0.233	-0.928	-0.426	-0.00207	6509.0	3.5	0.999
b3[1]	0.951	0.0028	0.234	0.477	0.948	1.39	7024.0	3.78	1.0
b3[2]	0.707	0.00288	0.259	0.187	0.714	1.19	8103.0	4.36	1.0
b3[3]	0.982	0.00387	0.347	0.282	0.978	1.65	8045.0	4.33	0.999
b3[4]	0.518	0.00273	0.226	0.0576	0.516	0.952	6849.0	3.68	1.0
b3[5]	0.116	0.00312	0.259	-0.417	0.122	0.605	6895.0	3.71	1.0
b3[6]	0.554	0.0032	0.277	-0.0169	0.553	1.09	7539.0	4.06	1.0
b3[7]	0.909	0.00344	0.278	0.341	0.909	1.44	6541.0	3.52	1.0
b3[8]	-0.00128	0.00314	0.277	-0.566	0.00295	0.511	7787.0	4.19	1.0
b3[9]	0.955	0.00376	0.35	0.241	0.956	1.62	8632.0	4.64	0.999
b3[10]	0.291	0.00378	0.313	-0.347	0.293	0.871	6838.0	3.68	1.0
b3[11]	0.0514	0.00367	0.325	-0.635	0.0542	0.648	7858.0	4.23	1.0
b3[12]	0.359	0.0027	0.241	-0.132	0.354	0.816	7987.0	4.3	1.0
b3[13]	0.401	0.0028	0.238	-0.0852	0.402	0.846	7267.0	3.91	1.0
b3[14]	-2.41e-05	0.0032	0.283	-0.583	-0.00399	0.538	7847.0	4.22	1.0
b3[15]	0.0493	0.00288	0.223	-0.42	0.0491	0.463	5990.0	3.22	0.999
b3[16]	0.507	0.00344	0.301	-0.102	0.505	1.08	7655.0	4.12	1.0
b3[17]	0.487	0.00282	0.25	-0.0384	0.49	0.959	7861.0	4.23	1.0
b3[18]	0.813	0.00287	0.251	0.305	0.808	1.29	7644.0	4.11	1.0
b3[19]	0.809	0.00278	0.253	0.299	0.806	1.3	8301.0	4.47	1.0
b3[20]	0.678	0.00349	0.31	0.0477	0.677	1.27	7880.0	4.24	1.0
b3[21]	0.525	0.00298	0.244	0.0203	0.525	0.987	6678.0	3.59	1.0
b3[22]	1.01	0.0031	0.274	0.45	1.01	1.53	7787.0	4.19	1.0
b3[23]	0.66	0.00377	0.345	-0.0629	0.661	1.32	8396.0	4.52	1.0
b3[24]	0.276	0.0029	0.254	-0.243	0.276	0.741	7689.0	4.14	1.0
b3[25]	0.85	0.00305	0.253	0.34	0.844	1.33	6886.0	3.7	1.0
b3[26]	0.53	0.00332	0.293	-0.0664	0.523	1.08	7760.0	4.17	1.0
b3[27]	-0.0145	0.00289	0.236	-0.513	-0.0114	0.426	6702.0	3.61	1.0
b3[28]	0.0733	0.00285	0.235	-0.394	0.0736	0.519	6753.0	3.63	1.0
b3[29]	-0.453	0.00346	0.273	-1.02	-0.45	0.0575	6263.0	3.37	0.999
b3[30]	0.0188	0.00292	0.251	-0.513	0.0242	0.483	7400.0	3.98	1.0
b3[31]	0.355	0.00321	0.261	-0.17	0.351	0.838	6582.0	3.54	1.0
b3[32]	0.489	0.00286	0.243	-0.0184	0.488	0.938	7217.0	3.88	1.0
b3[33]	0.634	0.00332	0.291	0.0465	0.628	1.18	7694.0	4.14	1.0
b3[34]	0.637	0.00315	0.27	0.0869	0.634	1.15	7350.0	3.95	1.0
b3[35]	0.746	0.00344	0.292	0.15	0.748	1.29	7214.0	3.88	0.999
b3[36]	0.479	0.00342	0.318	-0.182	0.481	1.08	8676.0	4.67	1.0
b3[37]	0.799	0.00346	0.313	0.167	0.799	1.4	8199.0	4.41	1.0
b3[38]	0.873	0.00353	0.288	0.286	0.87	1.42	6667.0	3.59	1.0
b3[39]	0.501	0.00335	0.329	-0.149	0.494	1.13	9669.0	5.2	1.0
b3[40]	0.367	0.00338	0.282	-0.218	0.361	0.903	6950.0	3.74	1.0
b3[41]	0.15	0.00289	0.245	-0.344	0.148	0.616	7170.0	3.86	0.999
b3[42]	0.733	0.00312	0.283	0.162	0.734	1.28	8210.0	4.42	1.0
b3[43]	0.643	0.0028	0.235	0.163	0.64	1.09	7073.0	3.8	1.0
b3[44]	0.103	0.00274	0.236	-0.374	0.102	0.55	7410.0	3.99	1.0
b3[45]	0.855	0.00314	0.298	0.251	0.847	1.42	9008.0	4.85	1.0
b3[46]	0.801	0.0033	0.291	0.23	0.794	1.36	7773.0	4.18	1.0
b3[47]	0.561	0.00281	0.242	0.0577	0.561	1.02	7465.0	4.02	1.0
b3[48]	0.438	0.00304	0.249	-0.0788	0.438	0.906	6668.0	3.59	1.0
b3[49]	0.469	0.00328	0.292	-0.14	0.471	1.04	7943.0	4.27	1.0
b3[50]	0.372	0.00295	0.239	-0.121	0.371	0.832	6564.0	3.53	1.0
b3[51]	0.803	0.00304	0.272	0.25	0.802	1.33	7996.0	4.3	1.0
b3[52]	0.495	0.00345	0.303	-0.138	0.498	1.06	7692.0	4.14	1.0
b3[53]	0.642	0.00278	0.245	0.15	0.637	1.11	7802.0	4.2	1.0
b3[54]	1.23	0.00301	0.249	0.711	1.23	1.69	6834.0	3.68	0.999
b3[55]	-0.0442	0.00364	0.331	-0.726	-0.0437	0.577	8266.0	4.45	1.0
b3[56]	0.551	0.00332	0.256	0.0127	0.55	1.04	5944.0	3.2	1.0
b3[57]	1.21	0.00312	0.255	0.693	1.21	1.7	6691.0	3.6	1.0
b3[58]	0.473	0.00288	0.244	-0.0272	0.472	0.939	7189.0	3.87	1.0
b3[59]	-0.00591	0.00282	0.224	-0.472	-0.00673	0.416	6332.0	3.41	1.0
b3[60]	0.711	0.00397	0.361	-0.0269	0.71	1.4	8268.0	4.45	1.0
b3[61]	0.711	0.00351	0.31	0.083	0.707	1.29	7825.0	4.21	1.0
b3[62]	0.958	0.00289	0.248	0.459	0.959	1.43	7365.0	3.96	1.0
b3[63]	0.335	0.00302	0.243	-0.173	0.332	0.793	6472.0	3.48	1.0
b3[64]	1.06	0.00315	0.27	0.523	1.06	1.57	7340.0	3.95	1.0
b3[65]	0.961	0.00321	0.297	0.367	0.96	1.54	8519.0	4.58	0.999
b3[66]	0.714	0.00322	0.266	0.166	0.716	1.21	6800.0	3.66	1.0
b3[67]	0.762	0.00316	0.295	0.16	0.758	1.34	8728.0	4.69	1.0
b3[68]	0.53	0.00368	0.322	-0.132	0.533	1.12	7636.0	4.11	1.0
b3[69]	-0.142	0.00349	0.313	-0.791	-0.139	0.43	8023.0	4.32	0.999
b3[70]	0.628	0.00329	0.297	0.0345	0.624	1.2	8131.0	4.37	1.0
b3[71]	0.661	0.00311	0.27	0.114	0.656	1.18	7554.0	4.06	1.0
b3[72]	-0.209	0.00404	0.356	-0.967	-0.204	0.461	7777.0	4.18	1.0
b3[73]	0.648	0.00383	0.334	-0.0523	0.651	1.27	7611.0	4.09	1.0
b3[74]	0.71	0.00311	0.268	0.157	0.702	1.22	7406.0	3.98	1.0
b3[75]	0.628	0.00273	0.237	0.136	0.623	1.08	7575.0	4.07	1.0
b3[76]	0.823	0.00378	0.344	0.126	0.817	1.48	8266.0	4.45	1.0
b3[77]	1.01	0.0032	0.271	0.47	1.01	1.52	7191.0	3.87	0.999
b3[78]	0.477	0.00306	0.252	-0.0418	0.481	0.95	6771.0	3.64	1.0
b3[79]	0.193	0.00367	0.289	-0.412	0.194	0.74	6201.0	3.34	1.0
b3[80]	-0.355	0.00325	0.263	-0.891	-0.353	0.123	6540.0	3.52	1.0
b3[81]	1.34	0.00336	0.282	0.767	1.33	1.87	7076.0	3.81	1.0
b3[82]	1.02	0.00343	0.295	0.428	1.01	1.58	7371.0	3.97	1.0
b3[83]	1.7	0.00339	0.262	1.18	1.69	2.21	5949.0	3.2	1.0
b3[84]	0.284	0.00298	0.249	-0.227	0.281	0.744	6963.0	3.75	1.0
b3[85]	1.02	0.00407	0.351	0.319	1.02	1.68	7425.0	3.99	1.0
b3[86]	0.0469	0.00309	0.255	-0.483	0.0521	0.519	6815.0	3.67	0.999
b3[87]	0.203	0.00282	0.234	-0.286	0.202	0.639	6879.0	3.7	0.999
b3[88]	0.348	0.00342	0.279	-0.235	0.347	0.872	6669.0	3.59	1.0
b3[89]	0.423	0.00263	0.233	-0.0542	0.424	0.859	7891.0	4.24	1.0
b3[90]	0.519	0.00336	0.296	-0.0761	0.511	1.09	7737.0	4.16	1.0
b3[91]	1.11	0.00314	0.275	0.552	1.1	1.64	7680.0	4.13	0.999
b3[92]	0.715	0.00357	0.318	0.0665	0.711	1.33	7941.0	4.27	1.0
b3[93]	0.396	0.00352	0.318	-0.257	0.397	1.0	8152.0	4.39	1.0
b3[94]	0.592	0.00289	0.241	0.115	0.589	1.05	6939.0	3.73	1.0
b3[95]	0.222	0.00264	0.227	-0.255	0.222	0.65	7426.0	3.99	0.999
b3[96]	0.788	0.00291	0.272	0.23	0.786	1.3	8687.0	4.67	0.999
b3[97]	0.604	0.00297	0.256	0.0789	0.598	1.1	7457.0	4.01	1.0
b3[98]	0.396	0.00316	0.25	-0.114	0.4	0.869	6282.0	3.38	1.0
b3[99]	0.00799	0.00358	0.306	-0.623	0.0119	0.579	7322.0	3.94	0.999
a1[1]	0.194	0.0027	0.164	0.025	0.138	0.63	3659.0	1.97	1.0
a1[2]	0.405	0.00194	0.148	0.141	0.397	0.705	5846.0	3.14	1.0
a1[3]	0.34	0.00138	0.097	0.175	0.33	0.549	4918.0	2.65	1.0
a1[4]	0.159	0.00246	0.146	0.0143	0.11	0.537	3512.0	1.89	1.0
a1[5]	0.454	0.00261	0.162	0.152	0.446	0.77	3844.0	2.07	1.0
a1[6]	0.799	0.00165	0.116	0.52	0.816	0.969	4957.0	2.67	1.0
a1[7]	0.351	0.00214	0.138	0.124	0.334	0.637	4190.0	2.25	1.0
a1[8]	0.254	0.00149	0.102	0.104	0.237	0.484	4696.0	2.53	1.0
a1[9]	0.487	0.00141	0.114	0.277	0.481	0.713	6528.0	3.51	1.0
a1[10]	0.765	0.00199	0.136	0.414	0.787	0.955	4683.0	2.52	1.0
a1[11]	0.48	0.00155	0.108	0.28	0.473	0.693	4886.0	2.63	1.0
a1[12]	0.32	0.00264	0.186	0.0516	0.293	0.712	4992.0	2.69	1.0
a1[13]	0.495	0.00496	0.262	0.0486	0.513	0.92	2799.0	1.51	1.0
a1[14]	0.346	0.00268	0.157	0.113	0.322	0.691	3401.0	1.83	1.0
a1[15]	0.266	0.00433	0.233	0.0206	0.178	0.816	2896.0	1.56	1.0
a1[16]	0.563	0.00194	0.133	0.271	0.573	0.794	4694.0	2.53	1.0
a1[17]	0.263	0.00249	0.153	0.061	0.231	0.612	3792.0	2.04	1.0
a1[18]	0.18	0.00148	0.0966	0.0577	0.156	0.418	4281.0	2.3	1.0
a1[19]	0.229	0.00172	0.113	0.0727	0.205	0.497	4318.0	2.32	1.0
a1[20]	0.316	0.00118	0.0881	0.167	0.307	0.504	5566.0	2.99	0.999
a1[21]	0.198	0.00209	0.123	0.0584	0.162	0.51	3507.0	1.89	1.0
a1[22]	0.551	0.00193	0.153	0.246	0.552	0.84	6327.0	3.4	1.0
a1[23]	0.518	0.00167	0.121	0.286	0.516	0.749	5179.0	2.79	1.0
a1[24]	0.262	0.0015	0.0994	0.111	0.247	0.487	4422.0	2.38	1.0
a1[25]	0.54	0.00242	0.173	0.182	0.542	0.855	5080.0	2.73	0.999
a1[26]	0.366	0.00166	0.118	0.161	0.355	0.616	5064.0	2.72	1.0
a1[27]	0.235	0.00256	0.16	0.0432	0.193	0.623	3915.0	2.11	0.999
a1[28]	0.158	0.0024	0.13	0.0295	0.116	0.508	2944.0	1.58	1.0
a1[29]	0.273	0.00357	0.208	0.0363	0.208	0.763	3393.0	1.83	1.0
a1[30]	0.566	0.00244	0.162	0.248	0.566	0.871	4409.0	2.37	1.0
a1[31]	0.525	0.00231	0.144	0.206	0.53	0.777	3873.0	2.08	1.0
a1[32]	0.195	0.00126	0.0914	0.0636	0.178	0.405	5275.0	2.84	1.0
a1[33]	0.446	0.00215	0.151	0.175	0.436	0.749	4961.0	2.67	1.0
a1[34]	0.334	0.00198	0.141	0.106	0.318	0.632	5029.0	2.71	1.0
a1[35]	0.288	0.00138	0.0937	0.136	0.276	0.489	4592.0	2.47	1.0
a1[36]	0.464	0.00214	0.139	0.21	0.456	0.749	4182.0	2.25	1.0
a1[37]	0.51	0.00177	0.125	0.251	0.51	0.745	4966.0	2.67	1.0
a1[38]	0.224	0.00143	0.0968	0.082	0.208	0.446	4548.0	2.45	1.0
a1[39]	0.447	0.00118	0.0976	0.26	0.444	0.64	6882.0	3.7	1.0
a1[40]	0.705	0.00184	0.136	0.409	0.712	0.937	5434.0	2.92	1.0
a1[41]	0.325	0.00235	0.15	0.0923	0.308	0.636	4092.0	2.2	1.0
