	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	9.594	0.028	1.03	7.582	9.549	11.658	1349.048	0.212	1.005
a1_mu	0.157	0.001	0.023	0.113	0.155	0.201	1459.77	0.23	1.002
sigma[1]	0.656	0.00161	0.0792	0.511	0.651	0.816	2410.0	0.379	1.0
sigma[2]	0.676	0.00162	0.0724	0.544	0.672	0.824	2002.0	0.315	1.0
b1[1]	6.7	0.0742	5.25	0.474	5.45	19.0	4999.0	0.787	1.0
b1[2]	5.29	0.053	2.61	2.63	4.53	12.0	2427.0	0.382	1.0
b1[3]	16.6	0.04	3.49	10.7	16.1	23.9	7612.0	1.2	0.999
b1[4]	6.05	0.076	5.05	0.138	4.69	17.7	4418.0	0.695	1.0
b1[5]	7.6	0.0562	3.73	3.13	6.61	16.4	4413.0	0.695	1.0
b1[6]	4.12	0.00777	0.61	2.98	4.08	5.34	6168.0	0.971	1.0
b1[7]	7.63	0.065	4.55	2.15	6.52	18.4	4908.0	0.772	1.0
b1[8]	14.2	0.0524	4.56	6.71	13.7	24.0	7584.0	1.19	1.0
b1[9]	17.1	0.048	3.75	11.0	16.7	25.1	6101.0	0.96	1.0
b1[10]	6.5	0.0123	0.946	4.72	6.44	8.41	5894.0	0.928	1.0
b1[11]	20.7	0.0486	4.21	13.2	20.4	29.5	7482.0	1.18	1.0
b1[12]	6.72	0.0778	4.72	1.36	5.35	18.2	3680.0	0.579	1.0
b1[13]	5.96	0.0704	4.86	1.01	4.36	17.9	4770.0	0.751	1.0
b1[14]	13.7	0.055	4.67	6.05	13.1	23.7	7185.0	1.13	1.0
b1[15]	4.98	0.0768	4.76	0.502	3.07	16.7	3842.0	0.605	1.0
b1[16]	14.0	0.0482	4.07	7.41	13.4	23.0	7139.0	1.12	1.0
b1[17]	8.85	0.0607	5.18	1.48	8.08	20.2	7280.0	1.15	1.0
b1[18]	9.94	0.0571	4.94	2.31	9.22	20.8	7510.0	1.18	1.0
b1[19]	9.47	0.06	4.65	3.09	8.54	20.2	6023.0	0.948	1.0
b1[20]	15.3	0.038	3.21	9.84	14.9	22.1	7131.0	1.12	0.999
b1[21]	9.59	0.0601	4.97	2.32	8.83	20.5	6835.0	1.08	1.0
b1[22]	3.49	0.0203	1.13	2.04	3.26	6.01	3083.0	0.485	1.0
b1[23]	11.6	0.0456	3.07	7.01	11.0	18.6	4533.0	0.713	1.0
b1[24]	11.4	0.0624	4.9	3.98	10.7	22.1	6172.0	0.971	1.0
b1[25]	3.29	0.038	1.65	1.7	2.9	7.24	1882.0	0.296	1.0
b1[26]	13.3	0.0504	3.96	7.31	12.7	22.1	6169.0	0.971	0.999
b1[27]	7.28	0.0664	5.01	0.916	6.24	18.8	5700.0	0.897	1.0
b1[28]	5.76	0.0785	5.02	0.465	4.16	17.5	4095.0	0.644	1.0
b1[29]	8.13	0.0655	5.03	1.23	7.3	19.2	5898.0	0.928	1.0
b1[30]	3.34	0.0295	0.952	2.13	3.19	5.18	1040.0	0.164	1.0
b1[31]	9.52	0.0573	4.27	3.64	8.67	19.2	5560.0	0.875	1.0
b1[32]	7.49	0.0682	5.02	1.02	6.44	18.7	5407.0	0.851	1.0
b1[33]	9.74	0.0516	3.24	5.23	9.14	17.4	3943.0	0.621	1.0
b1[34]	8.25	0.0613	4.46	2.63	7.23	18.8	5290.0	0.833	1.0
b1[35]	16.4	0.0497	4.33	9.0	16.0	25.6	7568.0	1.19	1.0
b1[36]	14.9	0.056	4.66	7.1	14.4	24.9	6910.0	1.09	1.0
b1[37]	11.8	0.0499	3.89	5.97	11.1	20.5	6061.0	0.954	0.999
b1[38]	13.8	0.0533	4.32	7.06	13.2	23.5	6550.0	1.03	1.0
b1[39]	19.7	0.0416	3.66	13.2	19.3	27.3	7773.0	1.22	1.0
b1[40]	4.03	0.00778	0.607	2.9	3.99	5.27	6081.0	0.957	1.0
b1[41]	9.98	0.0616	4.72	3.22	9.12	20.5	5884.0	0.926	1.0
b1[42]	6.45	0.0425	2.45	3.6	5.84	13.0	3318.0	0.522	1.0
b1[43]	6.5	0.0705	4.91	0.785	5.25	18.0	4845.0	0.763	1.0
b1[44]	2.98	0.078	3.23	0.916	1.82	12.5	1712.0	0.27	1.0
b1[45]	16.1	0.0542	4.66	8.31	15.5	26.2	7375.0	1.16	1.0
b1[46]	7.72	0.0671	5.09	0.973	6.63	19.3	5769.0	0.908	1.0
b1[47]	4.17	0.0645	2.88	1.76	3.17	12.2	1996.0	0.314	1.0
b1[48]	7.6	0.0567	4.04	2.72	6.51	17.4	5092.0	0.801	1.0
b1[49]	9.38	0.0622	4.88	2.5	8.54	20.2	6164.0	0.97	1.0
b1[50]	5.55	0.0771	4.83	0.614	3.89	17.3	3927.0	0.618	1.0
