	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[2,68]	17.7	0.0793	4.75	9.54	17.3	27.5	3582.0	0.679	1.0
b1[1,69]	18.0	0.078	4.58	9.98	17.5	27.7	3442.0	0.652	1.0
b1[2,69]	19.2	0.0683	4.54	11.0	18.9	28.4	4422.0	0.838	1.0
b1[1,70]	12.1	0.17	4.68	5.22	11.3	22.6	761.0	0.144	1.0
b1[2,70]	15.3	0.069	4.12	8.57	14.9	23.9	3558.0	0.674	1.0
b1[1,71]	9.99	0.0884	4.59	3.23	9.3	20.2	2697.0	0.511	1.0
b1[2,71]	8.66	0.144	5.13	1.74	7.73	20.1	1267.0	0.24	1.0
b1[1,72]	19.7	0.0769	4.75	11.2	19.3	29.5	3816.0	0.723	1.0
b1[2,72]	20.3	0.0833	4.83	11.5	19.9	30.3	3354.0	0.636	1.0
b1[1,73]	24.6	0.12	5.34	14.7	24.3	35.4	1967.0	0.373	1.0
b1[2,73]	25.5	0.11	5.25	15.7	25.0	36.1	2280.0	0.432	1.0
b1[1,74]	8.35	0.186	5.04	1.92	7.18	19.7	732.0	0.139	1.01
b1[2,74]	11.6	0.0923	4.51	4.94	10.9	21.5	2392.0	0.453	1.0
b1[1,75]	5.28	0.138	5.16	-1.04	3.83	17.5	1402.0	0.266	1.0
b1[2,75]	7.69	0.11	4.78	1.64	6.56	18.7	1901.0	0.36	1.0
b1[1,76]	18.5	0.0641	4.31	10.8	18.3	27.7	4505.0	0.854	1.0
b1[2,76]	19.1	0.074	4.43	10.9	18.8	28.1	3587.0	0.68	1.0
b1[1,77]	6.15	0.0915	4.13	1.12	5.04	16.1	2040.0	0.387	1.0
b1[2,77]	8.01	0.0875	4.0	3.11	6.93	17.4	2086.0	0.395	1.0
b1[1,78]	9.51	0.0865	4.46	3.17	8.69	19.8	2654.0	0.503	1.0
b1[2,78]	6.99	0.27	5.52	0.276	5.54	19.3	417.0	0.0791	1.01
b1[1,79]	9.27	0.0643	3.4	4.21	8.69	17.2	2805.0	0.532	1.0
b1[2,79]	9.84	0.0667	3.62	4.46	9.24	18.2	2952.0	0.559	1.0
b1[1,80]	7.41	0.154	4.58	1.63	6.28	18.1	882.0	0.167	1.0
b1[2,80]	10.4	0.0807	4.18	4.29	9.61	19.8	2686.0	0.509	1.0
b1[1,81]	9.16	0.138	5.0	1.82	8.27	20.0	1305.0	0.247	1.0
b1[2,81]	11.7	0.0866	4.69	4.35	11.1	21.6	2927.0	0.555	1.0
b1[1,82]	5.55	0.0518	2.06	2.65	5.27	9.72	1588.0	0.301	1.0
b1[2,82]	8.41	0.0891	2.78	4.26	7.95	14.6	971.0	0.184	1.0
b1[1,83]	4.45	0.139	4.93	-1.34	2.83	16.8	1262.0	0.239	1.0
b1[2,83]	6.84	0.106	4.57	1.07	5.69	17.8	1859.0	0.352	1.0
b1[1,84]	10.1	0.0807	4.54	3.17	9.42	20.4	3157.0	0.598	1.0
b1[2,84]	11.2	0.0829	4.57	3.98	10.6	21.1	3040.0	0.576	1.0
b1[1,85]	17.7	0.0725	4.5	9.62	17.3	26.8	3857.0	0.731	1.0
b1[2,85]	18.0	0.0817	4.6	9.87	17.5	27.8	3169.0	0.601	1.0
b1[1,86]	8.69	0.0976	4.37	2.7	7.76	18.6	2009.0	0.381	1.0
b1[2,86]	7.81	0.117	4.69	1.78	6.69	18.7	1603.0	0.304	1.0
b1[1,87]	5.82	0.106	4.54	0.669	4.36	16.6	1854.0	0.351	1.0
b1[2,87]	5.08	0.135	4.95	-0.568	3.5	17.0	1349.0	0.256	1.0
b1[1,88]	9.31	0.0785	3.33	4.33	8.78	16.8	1805.0	0.342	1.0
b1[2,88]	12.2	0.0623	3.36	6.6	11.8	19.3	2914.0	0.552	1.0
b1[1,89]	6.92	0.132	5.15	0.0645	5.86	18.5	1524.0	0.289	1.0
b1[2,89]	9.53	0.0974	4.81	2.58	8.76	20.0	2442.0	0.463	1.0
b1[1,90]	9.33	0.0463	2.61	5.14	9.04	14.9	3174.0	0.602	1.0
b1[2,90]	9.79	0.057	3.02	4.98	9.41	16.2	2810.0	0.532	1.0
b1[1,91]	8.89	0.101	4.76	1.9	8.0	19.4	2238.0	0.424	1.0
b1[2,91]	9.37	0.0954	4.55	2.97	8.55	19.3	2277.0	0.432	1.0
b1[1,92]	16.9	0.083	4.53	9.07	16.4	26.4	2979.0	0.565	1.0
b1[2,92]	17.9	0.0714	4.52	9.82	17.6	27.3	4002.0	0.758	1.0
b1[1,93]	15.2	0.0773	4.35	7.86	14.8	24.3	3174.0	0.602	1.0
b1[2,93]	15.4	0.0881	4.45	7.81	15.0	24.9	2555.0	0.484	1.0
b1[1,94]	5.83	0.119	4.87	-0.233	4.46	17.4	1663.0	0.315	1.0
b1[2,94]	6.87	0.124	4.94	0.406	5.67	18.3	1599.0	0.303	1.0
b1[1,95]	2.41	0.112	4.53	-4.53	1.34	13.8	1642.0	0.311	1.0
b1[2,95]	1.39	0.13	4.74	-4.79	-0.142	13.9	1328.0	0.252	1.0
b1[1,96]	11.7	0.146	4.87	4.0	11.0	22.4	1121.0	0.212	1.0
b1[2,96]	14.2	0.0786	4.52	6.87	13.6	24.0	3304.0	0.626	1.0
b1[1,97]	12.0	0.0732	4.46	4.65	11.5	21.5	3707.0	0.703	1.0
b1[2,97]	9.91	0.268	5.63	0.861	9.46	21.4	440.0	0.0834	1.01
b1[1,98]	10.6	0.1	4.61	3.48	9.88	21.0	2102.0	0.398	1.0
b1[2,98]	8.2	0.288	5.67	0.637	7.23	20.8	388.0	0.0735	1.01
b1[1,99]	15.8	0.0589	4.0	8.61	15.6	24.1	4616.0	0.875	1.0
b1[2,99]	13.8	0.271	4.95	5.68	13.4	23.8	333.0	0.0631	1.01
b2[1,1]	5.71	0.11	5.24	-1.63	4.62	17.4	2291.0	0.434	1.0
b2[2,1]	5.62	0.121	5.63	-2.65	4.63	17.7	2175.0	0.412	1.0
b2[1,2]	7.0	0.0316	2.06	3.57	6.75	11.5	4239.0	0.803	1.0
b2[2,2]	5.2	0.0887	2.81	1.6	4.51	11.7	1003.0	0.19	1.01
b2[1,3]	13.4	0.0451	3.23	7.66	13.2	20.3	5120.0	0.97	1.0
b2[2,3]	12.4	0.0478	3.2	6.73	12.1	19.1	4462.0	0.846	1.0
b2[1,4]	5.91	0.103	5.2	-1.76	4.98	17.2	2563.0	0.486	1.0
b2[2,4]	6.09	0.112	5.37	-1.56	5.17	18.0	2291.0	0.434	1.0
b2[1,5]	8.58	0.0869	4.63	1.87	7.82	18.9	2838.0	0.538	1.0
b2[2,5]	9.77	0.0816	4.48	3.03	9.12	19.5	3011.0	0.571	1.0
b2[1,6]	3.52	0.0221	1.14	1.64	3.38	6.01	2655.0	0.503	1.0
b2[2,6]	5.48	0.0213	1.34	3.13	5.35	8.29	3984.0	0.755	1.0
b2[1,7]	8.2	0.0835	4.42	2.2	7.25	18.3	2799.0	0.531	1.0
b2[2,7]	7.23	0.108	5.06	0.674	6.34	18.4	2189.0	0.415	1.0
b2[1,8]	11.5	0.0833	4.7	3.22	11.3	20.9	3182.0	0.603	1.0
b2[2,8]	13.0	0.0678	4.25	5.78	12.6	21.9	3925.0	0.744	1.0
b2[1,9]	17.5	0.0759	4.36	9.81	17.2	26.9	3294.0	0.624	1.0
b2[2,9]	18.4	0.0699	4.33	10.6	18.0	27.4	3833.0	0.726	1.0
b2[1,10]	7.39	0.0245	1.86	4.07	7.23	11.2	5736.0	1.09	1.0
b2[2,10]	7.23	0.0228	1.65	4.23	7.07	10.6	5241.0	0.993	1.0
b2[1,11]	19.6	0.0835	4.83	10.8	19.2	29.6	3343.0	0.634	1.0
b2[2,11]	20.5	0.0732	4.72	12.1	20.1	30.2	4150.0	0.786	1.0
b2[1,12]	7.27	0.0825	4.58	0.739	6.44	17.4	3087.0	0.585	1.0
b2[2,12]	6.98	0.0988	5.01	-0.0292	6.03	17.9	2571.0	0.487	1.0
b2[1,13]	5.75	0.141	5.25	-0.644	4.55	17.5	1385.0	0.263	1.0
b2[2,13]	8.27	0.0947	4.46	2.32	7.22	18.7	2218.0	0.42	1.0
b2[1,14]	14.0	0.075	4.54	5.95	13.5	23.4	3654.0	0.693	1.0
b2[2,14]	14.7	0.0667	4.38	6.86	14.2	23.9	4317.0	0.818	1.0
b2[1,15]	5.83	0.1	4.89	-0.196	4.59	16.8	2367.0	0.449	1.0
b2[2,15]	5.87	0.109	5.16	-0.822	4.48	17.5	2263.0	0.429	0.999
b2[1,16]	14.4	0.0766	4.52	6.62	14.2	24.2	3480.0	0.66	1.0
b2[2,16]	15.4	0.068	4.34	7.74	15.1	24.7	4069.0	0.771	1.0
b2[1,17]	7.39	0.0871	4.96	-0.0037	6.68	18.0	3241.0	0.614	1.0
b2[2,17]	7.68	0.0972	5.16	-0.297	7.03	18.6	2820.0	0.534	1.0
b2[1,18]	8.2	0.0888	4.79	1.66	7.3	18.8	2909.0	0.551	1.0
b2[2,18]	7.51	0.108	5.35	-0.184	6.73	19.3	2436.0	0.462	1.0
b2[1,19]	8.83	0.0755	4.11	3.1	7.98	18.3	2960.0	0.561	1.0
b2[2,19]	8.68	0.0885	4.51	2.21	7.88	18.7	2593.0	0.491	1.0
b2[1,20]	15.5	0.053	3.63	9.03	15.2	22.8	4687.0	0.888	1.0
b2[2,20]	14.4	0.0534	3.43	8.4	14.0	21.6	4120.0	0.781	1.0
b2[1,21]	6.68	0.0947	4.72	0.438	5.68	17.0	2489.0	0.472	1.0
b2[2,21]	6.9	0.0967	4.92	0.47	5.89	17.9	2589.0	0.491	1.0
b2[1,22]	4.3	0.0428	1.97	1.82	3.9	9.09	2131.0	0.404	1.0
b2[2,22]	5.38	0.0513	2.43	2.27	4.83	11.2	2247.0	0.426	1.0
b2[1,23]	9.92	0.0642	3.71	4.03	9.45	18.2	3338.0	0.633	1.0
b2[2,23]	9.87	0.063	3.43	4.79	9.29	17.6	2961.0	0.561	1.0
b2[1,24]	9.11	0.253	6.53	-0.673	9.17	21.4	663.0	0.126	1.01
b2[2,24]	12.3	0.114	4.87	4.43	11.8	22.6	1824.0	0.346	1.0
b2[1,25]	7.69	0.0605	2.78	3.48	7.25	14.1	2115.0	0.401	1.0
b2[2,25]	4.85	0.168	3.91	0.592	3.3	14.1	542.0	0.103	1.01
b2[1,26]	11.9	0.115	4.89	4.27	11.3	22.6	1826.0	0.346	1.0
b2[2,26]	14.2	0.0744	4.35	6.98	13.8	23.6	3411.0	0.646	1.0
b2[1,27]	4.94	0.105	5.25	-2.64	3.88	16.4	2487.0	0.471	1.0
b2[2,27]	5.53	0.114	5.43	-2.96	4.57	17.2	2284.0	0.433	1.0
b2[1,28]	4.66	0.108	4.79	-1.1	3.14	16.2	1970.0	0.373	1.0
b2[2,28]	5.47	0.111	4.82	-0.327	3.92	16.9	1881.0	0.356	1.0
b2[1,29]	9.42	0.0772	4.48	2.45	8.91	19.0	3371.0	0.639	1.0
b2[2,29]	9.44	0.0861	4.7	1.94	8.93	19.5	2982.0	0.565	0.999
b2[1,30]	9.12	0.083	4.19	3.21	8.33	18.7	2547.0	0.483	1.0
b2[2,30]	8.04	0.101	4.5	2.83	6.52	18.8	1979.0	0.375	1.0
b2[1,31]	9.5	0.122	4.34	2.29	9.19	18.4	1267.0	0.24	1.0
b2[2,31]	11.7	0.0506	3.38	6.14	11.3	19.1	4462.0	0.846	1.0
b2[1,32]	4.96	0.112	5.09	-2.6	3.71	16.2	2070.0	0.392	1.0
b2[2,32]	4.55	0.132	5.56	-3.27	3.24	16.6	1784.0	0.338	1.0
b2[1,33]	7.51	0.0551	3.0	3.23	6.94	14.7	2958.0	0.561	1.0
b2[2,33]	8.55	0.0593	2.99	4.13	8.08	15.6	2547.0	0.483	1.0
b2[1,34]	6.41	0.0797	4.12	1.33	5.32	16.3	2672.0	0.506	1.0
b2[2,34]	6.78	0.0826	4.32	1.29	5.68	17.3	2737.0	0.519	1.0
b2[1,35]	15.8	0.0664	4.28	8.2	15.4	24.8	4146.0	0.786	1.0
b2[2,35]	15.5	0.0753	4.51	7.73	15.1	25.0	3577.0	0.678	1.0
b2[1,36]	11.1	0.081	4.44	3.75	10.5	20.5	3014.0	0.571	1.0
b2[2,36]	10.6	0.0976	4.86	2.46	10.0	20.7	2480.0	0.47	1.0
b2[1,37]	9.07	0.0601	3.3	4.12	8.5	16.6	3011.0	0.571	1.0
b2[2,37]	8.97	0.0566	3.31	4.12	8.38	16.5	3427.0	0.65	1.0
b2[1,38]	10.8	0.0929	4.46	3.9	10.2	20.5	2302.0	0.436	1.0
b2[2,38]	12.8	0.0643	4.02	6.42	12.3	21.4	3917.0	0.742	1.0
b2[1,39]	17.3	0.0519	3.81	10.4	17.0	25.3	5393.0	1.02	1.0
b2[2,39]	17.7	0.0584	3.99	10.4	17.4	25.7	4663.0	0.884	1.0
b2[1,40]	3.92	0.0149	0.998	2.13	3.85	5.97	4483.0	0.85	0.999
b2[2,40]	5.23	0.0164	1.25	2.98	5.12	7.86	5799.0	1.1	1.0
b2[1,41]	9.39	0.0821	4.66	2.34	8.78	19.6	3226.0	0.611	1.0
