	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1[1,73]	30.2	0.162	6.86	17.6	29.8	44.0	1794.0	0.208	1.0
b1[2,73]	31.5	0.14	6.74	19.1	31.0	45.3	2310.0	0.267	1.0
b1[1,74]	8.9	0.228	6.03	1.79	7.23	23.3	703.0	0.0813	1.0
b1[2,74]	12.9	0.131	5.67	5.1	11.8	25.8	1877.0	0.217	1.0
b1[1,75]	6.13	0.371	7.11	-1.45	3.36	23.5	367.0	0.0424	1.01
b1[2,75]	11.7	0.159	6.32	2.48	10.7	25.8	1580.0	0.183	1.0
b1[1,76]	22.5	0.104	5.64	12.3	22.1	34.2	2955.0	0.342	1.0
b1[2,76]	23.4	0.11	6.04	12.7	22.9	36.2	3001.0	0.347	1.0
b1[1,77]	7.68	0.177	5.75	1.25	5.86	21.9	1056.0	0.122	1.0
b1[2,77]	10.6	0.14	5.62	3.58	9.25	23.8	1610.0	0.186	1.0
b1[1,78]	13.4	0.181	6.29	4.12	12.3	27.6	1202.0	0.139	1.0
b1[2,78]	9.32	0.448	7.93	0.124	7.09	27.0	313.0	0.0362	1.02
b1[1,79]	14.5	0.121	5.71	5.87	13.6	27.6	2237.0	0.259	1.0
b1[2,79]	14.1	0.126	5.87	5.42	13.1	27.6	2162.0	0.25	1.0
b1[1,80]	19.1	0.148	7.03	6.81	18.4	33.9	2271.0	0.263	1.0
b1[2,80]	19.2	0.156	6.91	7.52	18.5	33.6	1954.0	0.226	1.0
b1[1,81]	10.2	0.225	6.46	1.86	8.77	25.4	822.0	0.0952	1.0
b1[2,81]	13.8	0.138	6.18	4.65	12.9	27.5	1992.0	0.231	1.0
b1[1,82]	5.98	0.0517	2.14	2.72	5.7	10.3	1706.0	0.197	1.0
b1[2,82]	9.61	0.134	3.45	4.65	8.96	17.7	661.0	0.0765	1.01
b1[1,83]	5.35	0.198	5.94	-1.61	3.56	20.1	901.0	0.104	1.01
b1[2,83]	8.03	0.151	5.6	1.25	6.47	21.7	1371.0	0.159	1.0
b1[1,84]	13.8	0.128	6.17	4.47	13.0	27.6	2315.0	0.268	1.0
b1[2,84]	15.0	0.121	6.27	5.0	14.1	28.7	2700.0	0.313	1.0
b1[1,85]	21.5	0.125	6.27	11.0	20.9	35.1	2499.0	0.289	1.0
b1[2,85]	21.9	0.135	6.35	11.4	21.3	35.5	2197.0	0.254	1.0
b1[1,86]	12.1	0.145	6.24	3.41	10.8	26.0	1857.0	0.215	1.0
b1[2,86]	14.8	0.147	6.46	3.69	14.2	28.1	1930.0	0.223	1.0
b1[1,87]	7.81	0.165	6.02	0.821	6.03	22.4	1334.0	0.154	1.0
b1[2,87]	6.34	0.184	6.44	-0.842	4.08	21.9	1231.0	0.143	1.0
b1[1,88]	20.6	0.107	5.99	9.59	20.1	33.2	3161.0	0.366	1.0
b1[2,88]	20.1	0.13	6.03	9.62	19.4	32.9	2166.0	0.251	1.0
b1[1,89]	9.04	0.192	6.51	0.342	7.57	23.8	1152.0	0.133	1.0
b1[2,89]	12.1	0.144	6.16	3.22	11.1	26.2	1842.0	0.213	1.0
b1[1,90]	10.3	0.0542	3.05	5.35	9.86	17.0	3169.0	0.367	1.0
b1[2,90]	11.9	0.096	4.29	5.32	11.2	21.3	1997.0	0.231	1.0
b1[1,91]	10.5	0.151	6.11	1.92	9.22	24.9	1633.0	0.189	1.0
b1[2,91]	11.1	0.138	6.13	3.12	9.72	25.1	1971.0	0.228	1.0
b1[1,92]	20.0	0.151	6.12	9.65	19.4	33.1	1639.0	0.19	1.0
b1[2,92]	21.7	0.118	6.13	11.1	21.0	34.5	2702.0	0.313	1.0
b1[1,93]	18.8	0.099	5.69	8.93	18.2	30.9	3305.0	0.383	1.0
b1[2,93]	18.8	0.121	5.88	8.95	18.2	31.3	2343.0	0.271	1.0
b1[1,94]	8.15	0.164	6.67	-0.901	6.51	23.6	1651.0	0.191	1.0
b1[2,94]	10.1	0.136	6.6	0.522	8.83	24.7	2351.0	0.272	1.0
b1[1,95]	2.86	0.179	5.64	-4.91	1.48	17.1	988.0	0.114	1.0
b1[2,95]	1.35	0.2	5.91	-6.0	-0.367	17.2	872.0	0.101	1.0
b1[1,96]	21.1	0.15	6.88	7.79	20.8	35.1	2091.0	0.242	1.0
b1[2,96]	22.3	0.107	6.12	11.1	21.9	35.0	3257.0	0.377	1.0
b1[1,97]	15.2	0.151	6.28	5.38	14.4	28.7	1734.0	0.201	1.0
b1[2,97]	12.2	0.318	7.58	0.779	11.2	28.5	567.0	0.0656	1.01
b1[1,98]	12.7	0.139	6.01	4.09	11.6	26.5	1880.0	0.218	1.0
b1[2,98]	10.1	0.271	7.11	0.799	8.63	26.1	691.0	0.0799	1.01
b1[1,99]	20.0	0.093	5.3	10.6	19.5	31.2	3244.0	0.375	1.0
b1[2,99]	18.4	0.221	6.3	7.1	17.9	31.3	812.0	0.0939	1.01
b2[1,1]	9.16	0.15	7.91	-2.71	7.9	26.0	2766.0	0.32	1.0
b2[2,1]	10.3	0.188	8.53	-2.58	9.28	28.0	2054.0	0.238	1.0
b2[1,2]	14.4	0.149	6.4	4.97	13.3	28.5	1856.0	0.215	1.0
b2[2,2]	14.3	0.235	7.73	2.54	13.7	30.1	1079.0	0.125	1.0
b2[1,3]	16.3	0.0937	4.72	8.5	15.6	26.5	2543.0	0.294	1.0
b2[2,3]	16.1	0.101	4.86	8.17	15.5	26.8	2321.0	0.269	1.0
b2[1,4]	11.2	0.156	8.22	-1.95	10.2	27.7	2782.0	0.322	1.0
b2[2,4]	12.3	0.173	8.52	-1.35	11.6	29.5	2440.0	0.282	1.0
b2[1,5]	12.8	0.16	7.33	2.25	11.7	28.6	2097.0	0.243	1.0
b2[2,5]	14.9	0.165	7.31	3.85	13.8	30.4	1961.0	0.227	1.0
b2[1,6]	3.84	0.0314	1.45	1.73	3.57	7.16	2145.0	0.248	1.0
b2[2,6]	5.91	0.0359	1.64	3.28	5.72	9.4	2085.0	0.241	1.0
b2[1,7]	14.1	0.145	6.98	3.43	13.2	29.6	2324.0	0.269	1.0
b2[2,7]	13.9	0.234	8.22	1.2	13.2	31.2	1232.0	0.143	1.0
b2[1,8]	15.9	0.137	7.07	4.02	15.3	30.5	2646.0	0.306	1.0
b2[2,8]	18.3	0.123	6.71	7.15	17.6	32.5	2997.0	0.347	0.999
b2[1,9]	22.7	0.13	6.44	11.7	22.1	36.2	2437.0	0.282	1.0
b2[2,9]	24.9	0.116	6.43	13.5	24.4	38.3	3054.0	0.354	1.0
b2[1,10]	7.86	0.0636	2.6	4.05	7.4	13.7	1668.0	0.193	1.0
b2[2,10]	8.34	0.0369	2.2	4.75	8.09	13.1	3558.0	0.412	1.0
b2[1,11]	26.9	0.129	7.09	14.0	26.3	41.4	3026.0	0.35	1.0
b2[2,11]	28.9	0.113	6.92	16.4	28.3	43.4	3735.0	0.432	1.0
b2[1,12]	13.2	0.139	7.35	1.8	12.3	28.8	2779.0	0.322	1.0
b2[2,12]	13.7	0.172	7.85	1.38	12.7	30.2	2093.0	0.242	1.0
b2[1,13]	8.39	0.254	7.99	-0.625	6.29	26.7	986.0	0.114	1.01
b2[2,13]	11.9	0.181	7.19	2.58	10.4	28.1	1584.0	0.183	1.0
b2[1,14]	20.5	0.136	7.13	8.51	19.7	35.6	2749.0	0.318	1.0
b2[2,14]	22.3	0.12	7.02	10.2	21.6	36.7	3400.0	0.393	1.0
b2[1,15]	11.8	0.187	8.16	0.416	10.6	29.2	1902.0	0.22	1.0
b2[2,15]	13.1	0.215	8.43	0.762	12.0	30.5	1541.0	0.178	1.0
b2[1,16]	21.6	0.141	7.18	8.87	21.1	36.8	2608.0	0.302	1.0
b2[2,16]	23.4	0.135	7.09	10.9	22.7	38.5	2763.0	0.32	1.0
b2[1,17]	11.2	0.149	7.72	0.146	10.1	27.9	2679.0	0.31	1.0
b2[2,17]	12.7	0.167	7.95	0.702	11.7	29.8	2271.0	0.263	1.0
b2[1,18]	12.6	0.146	7.3	1.87	11.6	29.1	2494.0	0.289	1.0
b2[2,18]	13.4	0.174	7.92	0.587	12.6	30.4	2069.0	0.239	1.0
b2[1,19]	15.5	0.125	6.6	4.88	14.6	29.4	2784.0	0.322	1.0
b2[2,19]	16.5	0.149	7.27	3.9	15.9	31.2	2365.0	0.274	1.0
b2[1,20]	19.0	0.102	5.4	10.0	18.3	30.5	2822.0	0.327	1.0
b2[2,20]	19.0	0.12	5.58	10.1	18.2	31.2	2180.0	0.252	1.0
b2[1,21]	10.5	0.162	7.59	0.504	9.08	27.1	2182.0	0.253	1.0
b2[2,21]	11.8	0.182	7.94	0.974	10.7	28.7	1913.0	0.221	1.0
b2[1,22]	9.45	0.144	5.66	2.31	8.24	22.3	1543.0	0.179	1.0
b2[2,22]	10.8	0.147	5.74	3.14	9.6	23.7	1527.0	0.177	1.0
b2[1,23]	12.2	0.13	5.5	4.15	11.1	25.1	1783.0	0.206	1.0
b2[2,23]	13.3	0.139	5.62	5.59	12.1	26.6	1634.0	0.189	1.0
b2[1,24]	14.4	0.372	9.11	-0.607	14.3	32.1	599.0	0.0694	1.01
b2[2,24]	18.0	0.154	7.49	5.7	17.3	33.5	2356.0	0.273	1.0
b2[1,25]	18.7	0.118	6.53	7.13	18.2	32.5	3037.0	0.352	1.0
b2[2,25]	19.9	0.148	6.97	5.81	19.5	33.7	2213.0	0.256	1.0
b2[1,26]	15.7	0.191	6.95	4.86	14.8	30.3	1332.0	0.154	1.0
b2[2,26]	18.8	0.126	6.5	8.31	18.1	32.8	2655.0	0.307	1.0
b2[1,27]	8.24	0.165	8.16	-3.23	6.69	25.8	2453.0	0.284	1.0
b2[2,27]	10.0	0.171	8.34	-2.39	8.63	27.6	2383.0	0.276	1.0
b2[1,28]	8.13	0.191	7.56	-1.09	6.13	25.0	1573.0	0.182	1.0
b2[2,28]	9.29	0.204	7.85	0.165	7.12	27.0	1477.0	0.171	1.0
b2[1,29]	13.2	0.146	7.15	2.96	12.1	29.5	2399.0	0.278	1.0
b2[2,29]	14.6	0.155	7.35	3.05	13.5	30.4	2237.0	0.259	1.0
b2[1,30]	14.1	0.157	7.17	3.72	13.1	29.8	2084.0	0.241	1.0
b2[2,30]	14.7	0.177	7.71	3.92	13.7	31.3	1904.0	0.22	1.0
b2[1,31]	21.1	0.153	7.25	7.67	20.6	36.1	2243.0	0.26	1.0
b2[2,31]	23.5	0.124	6.99	10.9	22.9	37.8	3172.0	0.367	1.0
b2[1,32]	8.95	0.171	8.12	-3.44	7.68	26.0	2246.0	0.26	1.0
b2[2,32]	9.78	0.212	8.75	-3.34	8.7	27.7	1704.0	0.197	1.0
b2[1,33]	12.5	0.12	5.63	4.29	11.6	25.4	2183.0	0.253	1.0
b2[2,33]	14.5	0.111	5.44	6.22	13.6	27.2	2392.0	0.277	1.0
b2[1,34]	8.45	0.161	6.45	1.45	6.39	23.3	1598.0	0.185	1.0
b2[2,34]	9.93	0.184	6.86	1.72	8.13	25.8	1390.0	0.161	1.0
b2[1,35]	21.7	0.126	6.65	10.1	21.1	35.5	2778.0	0.322	1.0
b2[2,35]	22.7	0.132	6.88	10.5	22.2	36.6	2727.0	0.316	1.0
b2[1,36]	15.9	0.138	6.82	4.78	15.1	30.8	2436.0	0.282	1.0
b2[2,36]	16.7	0.16	7.29	4.11	16.0	32.1	2073.0	0.24	1.0
b2[1,37]	19.6	0.141	7.04	8.08	18.7	35.2	2480.0	0.287	1.0
b2[2,37]	21.0	0.144	7.08	8.87	20.2	36.5	2406.0	0.278	1.0
b2[1,38]	15.8	0.126	6.49	5.55	15.1	30.2	2649.0	0.307	1.0
b2[2,38]	17.8	0.124	6.49	7.77	17.0	31.8	2750.0	0.318	1.0
b2[1,39]	21.5	0.0968	5.47	12.0	20.9	32.9	3195.0	0.37	1.0
b2[2,39]	23.1	0.102	5.69	13.2	22.5	34.6	3127.0	0.362	1.0
b2[1,40]	4.12	0.028	1.26	2.18	3.95	6.69	2043.0	0.236	1.0
b2[2,40]	5.86	0.0384	1.72	3.22	5.64	9.43	2008.0	0.232	1.0
