	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	32.03	0.1	4.14	24.54	31.69	40.73	1828.39	0.1	1.0
b2_mu	29.46	0.07	3.82	22.61	29.12	37.43	3043.67	0.16	1.0
b3_mu	0.95	0.0	0.15	0.65	0.94	1.23	3232.32	0.17	1.0
b4_mu	0.44	0.0	0.13	0.18	0.44	0.7	3119.03	0.17	1.0
a1_mu	0.11	0.0	0.01	0.08	0.11	0.14	2740.78	0.15	1.0
a2_mu	0.1	0.0	0.01	0.07	0.1	0.12	3198.28	0.17	1.0
c1_mu	0.01	0.0	0.0	0.0	0.01	0.01	2744.72	0.15	1.0
sigma[1]	1.85	0.00532	0.296	1.34	1.82	2.46	3092.0	0.167	0.999
sigma[2]	1.64	0.0048	0.266	1.19	1.61	2.2	3066.0	0.166	1.0
sigma[3]	0.222	0.000568	0.0276	0.172	0.221	0.278	2358.0	0.127	1.0
sigma[4]	0.207	0.000501	0.0249	0.161	0.204	0.259	2477.0	0.134	1.0
sigma[5]	0.341	0.00624	0.128	0.0667	0.338	0.575	418.0	0.0226	1.0
sigma[6]	0.194	0.00304	0.0866	0.0121	0.2	0.343	812.0	0.0438	1.01
sigma[7]	2.18	0.00595	0.312	1.62	2.15	2.84	2753.0	0.149	1.0
b1[1]	45.3	0.217	13.4	23.5	43.8	74.4	3808.0	0.206	1.0
b1[2]	26.1	0.314	13.1	9.59	22.8	57.3	1730.0	0.0934	1.0
b1[3]	12.8	0.253	10.4	3.68	8.9	41.5	1701.0	0.0918	1.0
b1[4]	25.1	0.297	12.1	10.1	22.1	53.1	1655.0	0.0893	1.0
b1[5]	48.4	0.229	14.3	24.8	46.7	80.2	3918.0	0.211	1.0
b1[6]	40.9	0.225	13.8	18.3	39.1	70.6	3744.0	0.202	1.0
b1[7]	31.3	0.244	14.1	10.2	29.4	62.1	3364.0	0.182	1.0
b1[8]	38.4	0.207	13.3	17.5	36.8	67.4	4125.0	0.223	1.0
b1[9]	35.0	0.247	13.7	13.4	33.2	65.0	3073.0	0.166	1.0
b1[10]	5.27	0.105	3.94	2.38	4.52	11.5	1393.0	0.0752	1.0
b1[11]	26.7	0.299	12.9	9.41	23.9	56.2	1872.0	0.101	1.0
b1[12]	7.83	0.265	8.48	2.0	5.1	32.7	1022.0	0.0552	1.0
b1[13]	47.9	0.231	14.9	22.9	46.2	79.1	4144.0	0.224	1.0
b1[14]	15.1	0.216	11.1	4.24	11.3	44.2	2622.0	0.142	1.0
b1[15]	36.6	0.221	13.7	15.1	34.8	66.4	3854.0	0.208	1.0
b1[16]	36.7	0.25	13.8	16.7	34.0	67.2	3038.0	0.164	1.0
b1[17]	44.2	0.222	13.6	21.6	42.6	73.4	3729.0	0.201	1.0
b1[18]	42.6	0.21	13.8	19.7	41.1	72.0	4299.0	0.232	1.0
b1[19]	37.3	0.223	13.0	17.4	35.5	65.9	3384.0	0.183	1.0
b1[20]	45.9	0.235	14.4	21.8	44.6	76.2	3770.0	0.204	1.0
b1[21]	47.4	0.229	14.2	23.2	45.9	77.0	3869.0	0.209	0.999
b1[22]	45.9	0.242	14.8	21.7	44.4	76.8	3741.0	0.202	1.0
b1[23]	47.5	0.252	15.1	21.4	46.0	80.0	3582.0	0.193	1.0
b1[24]	40.2	0.252	14.7	16.9	38.1	72.5	3415.0	0.184	1.0
b1[25]	46.1	0.268	15.6	19.1	45.2	78.0	3396.0	0.183	1.0
b1[26]	30.6	0.293	13.2	12.5	27.7	60.5	2024.0	0.109	1.0
