	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	20.8	0.05	2.1	16.89	20.67	25.02	2157.92	0.14	1.0
b2_mu	18.35	0.03	1.63	15.25	18.26	21.6	2219.41	0.14	1.0
b3_mu	0.73	0.0	0.11	0.52	0.73	0.94	3178.12	0.2	1.0
b4_mu	0.3	0.0	0.1	0.1	0.3	0.5	2825.33	0.18	1.0
a1_mu	0.14	0.0	0.01	0.11	0.14	0.16	2612.81	0.16	1.0
a2_mu	0.12	0.0	0.01	0.1	0.12	0.14	2936.89	0.18	1.0
sigma[1]	1.31	0.00335	0.171	1.01	1.3	1.67	2589.0	0.162	1.0
sigma[2]	1.1	0.00287	0.133	0.866	1.08	1.37	2164.0	0.135	1.0
sigma[3]	0.176	0.000341	0.0184	0.141	0.176	0.212	2916.0	0.183	1.0
sigma[4]	0.166	0.000326	0.0179	0.132	0.165	0.203	3022.0	0.189	1.0
sigma[5]	0.349	0.00339	0.097	0.156	0.345	0.536	819.0	0.0513	1.01
sigma[6]	0.178	0.00241	0.0723	0.0199	0.182	0.309	901.0	0.0564	1.01
b1[1]	34.5	0.14	8.71	19.9	33.5	53.5	3874.0	0.243	1.0
b1[2]	17.7	0.147	7.42	8.23	15.9	35.5	2554.0	0.16	1.0
b1[3]	7.43	0.112	5.01	3.07	5.89	20.7	1986.0	0.124	1.0
b1[4]	18.2	0.137	7.32	8.62	16.6	35.5	2853.0	0.179	1.0
b1[5]	36.1	0.145	9.26	20.4	35.2	55.8	4103.0	0.257	1.0
b1[6]	28.8	0.136	8.8	14.9	27.6	47.9	4198.0	0.263	1.0
b1[7]	7.42	0.043	2.34	4.37	7.01	12.4	2951.0	0.185	1.0
b1[8]	28.0	0.138	8.67	14.2	26.9	46.4	3935.0	0.246	1.0
b1[9]	18.2	0.13	7.25	8.48	16.7	35.5	3104.0	0.194	1.0
b1[10]	3.19	0.0182	1.01	1.83	3.05	5.06	3061.0	0.192	1.0
b1[11]	19.9	0.163	8.39	8.16	18.2	39.4	2637.0	0.165	1.0
b1[12]	4.81	0.0985	3.97	1.64	3.84	14.4	1624.0	0.102	1.01
b1[13]	34.1	0.149	9.51	18.0	33.2	54.0	4082.0	0.256	1.0
b1[14]	6.43	0.0795	3.43	3.36	5.62	13.6	1866.0	0.117	1.0
b1[15]	18.2	0.0757	4.89	10.7	17.5	29.0	4184.0	0.262	1.0
b1[16]	25.8	0.136	7.84	13.9	24.5	43.2	3324.0	0.208	1.0
b1[17]	32.9	0.143	8.94	17.7	32.1	51.2	3935.0	0.246	0.999
b1[18]	31.0	0.141	8.92	16.2	29.9	50.1	4021.0	0.252	1.0
b1[19]	26.0	0.129	7.95	13.9	24.6	44.0	3827.0	0.24	1.0
b1[20]	32.7	0.143	9.08	17.2	31.7	51.7	4033.0	0.253	1.0
b1[21]	35.1	0.147	9.2	19.7	34.2	54.3	3907.0	0.245	1.0
b1[22]	32.7	0.148	9.37	17.2	31.7	52.6	4013.0	0.251	0.999
b1[23]	19.4	0.0884	5.44	11.0	18.6	31.8	3779.0	0.237	1.0
b1[24]	13.5	0.0757	3.92	8.2	12.8	22.5	2678.0	0.168	1.0
b1[25]	23.2	0.09	5.65	14.0	22.5	35.4	3938.0	0.247	0.999
b1[26]	22.9	0.151	8.19	10.5	21.5	41.2	2940.0	0.184	1.0
b1[27]	34.7	0.144	9.38	19.1	33.7	55.2	4259.0	0.267	1.0
b1[28]	1.26	0.0592	2.23	-0.166	0.931	4.03	1420.0	0.0889	1.0
b1[29]	36.0	0.152	9.22	20.5	35.0	55.8	3687.0	0.231	1.0
b1[30]	21.0	0.108	6.43	11.6	19.8	35.8	3564.0	0.223	1.0
b1[31]	20.9	0.0884	5.38	12.6	20.1	32.8	3702.0	0.232	1.0
b1[32]	12.1	0.0407	2.47	7.87	11.8	17.3	3667.0	0.23	0.999
b1[33]	9.21	0.127	6.06	3.53	7.12	25.6	2285.0	0.143	1.0
b1[34]	28.6	0.129	8.2	15.1	27.4	46.1	4024.0	0.252	1.0
b1[35]	14.1	0.163	7.67	5.24	12.0	32.9	2208.0	0.138	1.0
b1[36]	0.721	0.0648	3.09	-3.58	0.356	6.28	2273.0	0.142	1.0
b1[37]	34.9	0.145	9.27	19.1	34.0	53.9	4085.0	0.256	1.0
b1[38]	20.7	0.0855	5.1	12.2	20.0	31.8	3555.0	0.223	1.0
b1[39]	27.9	0.139	8.44	14.6	26.7	46.1	3710.0	0.232	1.0
b1[40]	35.4	0.148	9.42	19.3	34.5	55.3	4053.0	0.254	1.0
b1[41]	16.8	0.0945	5.94	8.72	15.4	31.3	3944.0	0.247	1.0
b1[42]	28.4	0.141	8.43	15.0	27.2	46.7	3589.0	0.225	1.0
b1[43]	30.7	0.137	8.62	16.5	29.7	49.1	3932.0	0.246	0.999
b1[44]	23.7	0.111	6.72	13.3	22.7	38.4	3645.0	0.228	1.0
b1[45]	10.3	0.0929	4.52	5.51	9.11	21.1	2368.0	0.148	1.0
b1[46]	0.101	0.0389	1.87	-2.23	-0.0368	2.45	2308.0	0.145	1.0
b1[47]	19.4	0.0758	4.44	12.4	18.8	29.3	3433.0	0.215	1.0
b1[48]	29.8	0.139	8.64	15.9	28.8	48.4	3887.0	0.243	1.0
b1[49]	17.5	0.121	6.8	8.72	15.8	34.0	3181.0	0.199	1.0
b1[50]	1.33	0.0607	2.31	-0.604	0.97	4.95	1453.0	0.091	1.0
b1[51]	11.6	0.115	5.54	5.58	10.0	25.7	2312.0	0.145	1.0
b1[52]	31.4	0.142	8.82	16.9	30.5	50.6	3875.0	0.243	1.0
b1[53]	29.2	0.137	8.71	14.5	28.2	47.8	4032.0	0.252	1.0
b1[54]	31.5	0.142	8.51	17.5	30.6	50.1	3620.0	0.227	1.0
b1[55]	30.6	0.135	8.53	16.2	29.7	49.1	3980.0	0.249	1.0
b1[56]	12.6	0.0833	4.34	7.18	11.7	23.1	2717.0	0.17	1.0
b1[57]	34.1	0.163	9.62	18.1	33.1	54.3	3496.0	0.219	1.0
b1[58]	4.99	0.137	5.46	0.881	3.24	19.9	1590.0	0.0996	1.0
b1[59]	36.8	0.15	9.29	20.9	35.9	56.5	3845.0	0.241	1.0
b1[60]	22.8	0.143	8.18	10.5	21.2	41.1	3268.0	0.205	1.0
b1[61]	1.83	0.0924	3.34	-1.52	1.31	8.09	1305.0	0.0817	1.0
b1[62]	17.9	0.136	7.58	8.01	16.1	35.5	3125.0	0.196	1.0
b1[63]	2.28	0.0255	1.32	0.914	2.09	4.46	2658.0	0.166	1.0
b1[64]	26.8	0.141	8.39	13.7	25.5	45.7	3548.0	0.222	1.0
b1[65]	15.1	0.114	6.21	7.31	13.5	30.3	2947.0	0.185	1.0
b1[66]	19.5	0.0873	5.29	11.2	18.8	31.2	3674.0	0.23	1.0
b1[67]	35.0	0.159	9.59	19.0	34.2	55.6	3629.0	0.227	1.0
b1[68]	16.2	0.137	7.35	6.89	14.3	34.0	2872.0	0.18	1.0
b1[69]	32.3	0.142	8.67	17.7	31.2	51.1	3723.0	0.233	1.0
b1[70]	14.6	0.0528	3.22	9.22	14.3	21.3	3709.0	0.232	1.0
b1[71]	19.4	0.128	7.09	9.5	18.0	35.8	3058.0	0.191	1.0
b1[72]	37.7	0.159	9.5	21.2	36.8	57.5	3561.0	0.223	1.0
b1[73]	19.2	0.103	6.68	10.2	17.8	34.7	4181.0	0.262	1.0
b1[74]	3.3	0.0481	2.07	1.66	2.84	7.83	1858.0	0.116	1.0
b1[75]	35.3	0.145	8.93	20.5	34.4	54.7	3782.0	0.237	1.0
b1[76]	32.6	0.159	9.58	16.2	31.5	52.9	3648.0	0.228	1.0
b1[77]	34.9	0.155	9.83	18.0	34.0	55.1	4029.0	0.252	1.0
b1[78]	11.1	0.0468	2.56	7.04	10.7	16.8	2990.0	0.187	1.0
b1[79]	25.5	0.149	8.41	13.1	24.2	44.4	3182.0	0.199	1.0
b1[80]	20.1	0.125	7.1	10.4	18.6	36.5	3241.0	0.203	1.0
b1[81]	12.6	0.0806	4.49	6.71	11.6	23.1	3096.0	0.194	1.0
b1[82]	9.32	0.132	6.23	3.77	7.32	27.1	2222.0	0.139	1.0
b1[83]	27.1	0.125	7.87	14.6	25.9	44.8	3973.0	0.249	1.0
b1[84]	33.1	0.149	9.39	17.5	32.2	53.0	3957.0	0.248	1.0
b1[85]	6.16	0.109	4.68	2.46	4.7	19.4	1839.0	0.115	1.0
b1[86]	29.2	0.139	8.76	15.1	28.2	48.3	3969.0	0.248	1.0
b1[87]	23.9	0.133	7.9	12.1	22.4	42.3	3510.0	0.22	1.0
b1[88]	6.62	0.0239	1.4	4.43	6.45	9.5	3399.0	0.213	1.0
b1[89]	26.5	0.105	6.85	15.5	25.6	41.4	4224.0	0.264	1.0
b1[90]	33.7	0.143	8.76	18.9	32.6	53.0	3760.0	0.235	1.0
b1[91]	1.39	0.0586	2.07	-0.338	1.13	4.05	1246.0	0.078	1.0
b2[1]	22.2	0.102	6.04	12.7	21.4	35.5	3508.0	0.22	1.0
b2[2]	11.4	0.0419	2.62	7.1	11.1	17.2	3918.0	0.245	0.999
b2[3]	0.955	0.0169	0.849	-0.258	0.876	2.39	2533.0	0.159	1.0
b2[4]	25.8	0.0925	5.78	16.0	25.2	38.3	3906.0	0.245	1.0
