	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	20.428	0.037	1.668	17.127	20.388	23.719	2044.174	0.167	1.001
b3_mu	0.745	0.002	0.11	0.518	0.745	0.956	3636.265	0.296	1.0
b4_mu	0.319	0.002	0.103	0.114	0.318	0.521	3541.391	0.289	1.0
a1_mu	0.135	0.0	0.012	0.111	0.134	0.159	4118.085	0.336	0.999
a2_mu	0.109	0.0	0.009	0.091	0.108	0.126	4451.584	0.363	1.0
sigma[1]	1.26	0.00298	0.143	0.995	1.25	1.55	2301.0	0.188	1.0
sigma[2]	0.176	0.000318	0.0182	0.143	0.175	0.214	3292.0	0.268	1.0
sigma[3]	0.168	0.00035	0.0187	0.133	0.167	0.205	2840.0	0.232	1.0
sigma[4]	0.346	0.000971	0.0531	0.247	0.344	0.452	2988.0	0.244	1.0
sigma[5]	0.258	0.000749	0.0406	0.176	0.257	0.336	2947.0	0.24	1.0
b1[1]	31.4	0.112	6.99	19.7	30.7	46.3	3910.0	0.319	1.0
b1[2]	12.4	0.042	2.72	8.23	11.9	18.3	4174.0	0.34	1.0
b1[3]	3.78	0.0186	1.18	1.95	3.61	6.27	4043.0	0.33	1.0
b1[4]	23.3	0.0839	5.31	14.8	22.6	34.8	4005.0	0.327	1.0
b1[5]	39.2	0.154	8.73	24.2	38.3	57.6	3216.0	0.262	1.0
b1[6]	20.3	0.0614	3.7	13.9	19.9	28.2	3630.0	0.296	1.0
b1[7]	7.75	0.0204	1.32	5.51	7.62	10.6	4194.0	0.342	1.0
b1[8]	32.0	0.116	7.32	19.7	31.3	47.9	3996.0	0.326	1.0
b1[9]	15.2	0.0599	3.91	9.32	14.5	24.2	4277.0	0.349	1.0
b1[10]	5.67	0.0199	1.17	3.72	5.53	8.22	3426.0	0.279	1.0
b1[11]	31.4	0.129	8.13	18.0	30.5	49.0	3970.0	0.324	1.0
b1[12]	3.18	0.0135	0.851	1.78	3.07	5.03	3959.0	0.323	1.0
b1[13]	35.8	0.124	8.09	21.6	35.0	53.1	4252.0	0.347	1.0
b1[14]	9.35	0.0482	3.04	5.27	8.77	16.5	3975.0	0.324	1.0
b1[15]	22.7	0.0798	5.16	14.4	22.0	33.9	4189.0	0.342	1.0
b1[16]	30.8	0.118	7.24	19.0	29.9	46.7	3764.0	0.307	1.0
b1[17]	29.0	0.114	7.02	17.3	28.1	44.5	3819.0	0.311	1.0
b1[18]	25.4	0.0999	6.47	15.0	24.5	39.4	4192.0	0.342	1.0
b1[19]	25.8	0.0937	5.89	16.3	25.0	38.9	3959.0	0.323	1.0
b1[20]	25.7	0.106	6.76	14.9	24.9	40.7	4072.0	0.332	1.0
b1[21]	39.4	0.137	8.56	24.3	38.7	57.6	3903.0	0.318	1.0
b1[22]	22.5	0.108	6.76	12.2	21.4	37.6	3924.0	0.32	1.0
b1[23]	17.2	0.058	3.52	11.5	16.7	24.9	3682.0	0.3	1.0
b1[24]	13.6	0.0395	2.52	9.48	13.2	19.1	4083.0	0.333	1.0
b1[25]	25.4	0.0794	5.1	16.8	24.9	36.3	4128.0	0.337	1.0
b1[26]	26.5	0.1	6.75	15.5	25.7	41.0	4526.0	0.369	0.999
b1[27]	37.3	0.131	8.31	23.0	36.4	54.7	4017.0	0.328	1.0
b1[28]	0.7	0.00561	0.389	-0.0853	0.695	1.45	4804.0	0.392	1.0
b1[29]	36.5	0.129	8.06	22.6	35.6	53.9	3887.0	0.317	0.999
b1[30]	18.2	0.0616	3.72	12.3	17.7	26.5	3644.0	0.297	1.0
b1[31]	17.3	0.0446	2.85	12.5	17.1	23.4	4065.0	0.331	1.0
b1[32]	13.2	0.0329	2.0	9.63	13.0	17.3	3713.0	0.303	1.0
b1[33]	4.39	0.0194	1.25	2.57	4.17	7.23	4165.0	0.34	1.0
b1[34]	25.7	0.107	6.49	15.4	24.8	39.9	3698.0	0.302	1.0
b1[35]	11.9	0.0604	3.7	6.83	11.1	20.3	3750.0	0.306	1.0
b1[36]	0.185	0.0201	1.34	-2.52	0.163	2.85	4450.0	0.363	1.0
b1[37]	26.6	0.0869	5.6	17.3	25.9	38.7	4148.0	0.338	1.0
b1[38]	21.2	0.0589	3.82	14.7	20.8	29.3	4200.0	0.342	1.0
b1[39]	30.5	0.114	7.44	18.2	29.5	46.8	4278.0	0.349	1.0
b1[40]	39.2	0.137	8.56	24.1	38.4	57.2	3875.0	0.316	1.0
b1[41]	13.8	0.0481	3.1	8.85	13.3	20.5	4166.0	0.34	1.0
b1[42]	22.9	0.0869	5.55	14.3	22.0	35.6	4081.0	0.333	1.0
b1[43]	26.6	0.1	6.51	16.0	25.7	40.8	4205.0	0.343	1.0
b1[44]	13.6	0.0438	2.77	9.28	13.2	19.9	4008.0	0.327	1.0
b1[45]	8.17	0.0223	1.44	5.81	7.97	11.3	4174.0	0.34	1.0
b1[46]	-0.0846	0.00902	0.627	-1.44	-0.0788	1.07	4837.0	0.394	1.0
b1[47]	23.7	0.072	4.67	16.1	23.2	33.9	4209.0	0.343	1.0
b1[48]	32.3	0.118	7.42	19.7	31.4	48.4	3944.0	0.322	0.999
b1[49]	19.2	0.073	4.6	12.2	18.5	29.5	3960.0	0.323	1.0
