	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	19.488	0.032	1.618	16.408	19.426	22.652	2636.632	0.211	1.0
b3_mu	0.497	0.001	0.076	0.341	0.497	0.642	3325.846	0.266	1.001
a1_mu	0.117	0.0	0.01	0.096	0.117	0.136	3319.418	0.266	1.0
sigma[1]	1.17	0.00252	0.132	0.931	1.16	1.44	2749.0	0.22	1.0
sigma[2]	0.124	0.000246	0.0129	0.101	0.123	0.15	2737.0	0.219	1.0
sigma[3]	0.305	0.0013	0.0533	0.204	0.302	0.411	1677.0	0.134	1.0
b1[1]	29.9	0.111	7.04	18.4	29.0	45.3	3993.0	0.32	1.0
b1[2]	13.3	0.0751	4.35	7.79	12.3	24.1	3351.0	0.268	1.0
b1[3]	4.09	0.0745	3.57	1.28	2.99	13.0	2290.0	0.183	1.0
b1[4]	21.3	0.101	6.06	12.2	20.1	34.8	3584.0	0.287	0.999
b1[5]	35.9	0.13	7.91	22.3	35.1	52.6	3714.0	0.297	1.0
b1[6]	19.2	0.0572	3.48	13.2	18.8	26.7	3693.0	0.296	1.0
b1[7]	7.91	0.0256	1.61	5.46	7.67	11.5	3967.0	0.318	1.0
b1[8]	30.6	0.113	6.93	19.1	29.9	45.5	3745.0	0.3	1.0
b1[9]	17.0	0.087	5.49	9.32	15.9	29.6	3986.0	0.319	1.0
b1[10]	4.02	0.00905	0.572	2.98	3.98	5.21	3996.0	0.32	1.0
b1[11]	25.1	0.124	7.38	13.9	24.0	41.4	3555.0	0.285	1.0
b1[12]	3.69	0.0614	2.54	1.59	3.02	9.67	1711.0	0.137	1.0
b1[13]	31.9	0.12	7.58	18.9	31.1	47.7	3999.0	0.32	1.0
b1[14]	13.9	0.107	6.0	6.35	12.5	28.5	3171.0	0.254	0.999
b1[15]	20.3	0.0757	4.71	13.0	19.6	30.7	3872.0	0.31	1.0
b1[16]	28.4	0.107	6.62	17.4	27.6	43.0	3842.0	0.308	1.0
b1[17]	25.0	0.104	6.72	14.7	23.9	40.0	4150.0	0.332	1.0
b1[18]	22.3	0.0981	6.25	13.1	21.2	36.7	4065.0	0.325	1.0
b1[19]	25.7	0.0999	6.34	15.7	24.7	39.7	4028.0	0.323	1.0
b1[20]	22.9	0.111	6.87	12.5	21.9	38.2	3834.0	0.307	1.0
b1[21]	36.4	0.127	7.78	23.2	35.5	53.1	3727.0	0.298	1.0
b1[22]	18.9	0.11	6.41	9.84	17.6	34.1	3393.0	0.272	1.0
b1[23]	16.7	0.0637	3.77	11.2	16.1	25.6	3507.0	0.281	1.0
b1[24]	13.7	0.0457	3.0	9.33	13.2	20.5	4290.0	0.344	1.0
b1[25]	24.3	0.0807	5.2	15.8	23.7	35.5	4143.0	0.332	1.0
b1[26]	26.2	0.113	7.12	14.5	25.3	42.0	3968.0	0.318	1.0
b1[27]	33.9	0.128	7.97	20.5	33.0	51.2	3854.0	0.309	1.0
b1[28]	0.796	0.0261	1.09	-0.149	0.649	2.22	1751.0	0.14	1.0
b1[29]	33.5	0.121	7.32	21.0	32.7	49.6	3655.0	0.293	1.0
b1[30]	18.2	0.0706	4.17	11.8	17.5	27.6	3491.0	0.28	1.0
b1[31]	17.3	0.0478	3.0	12.3	16.8	23.9	3939.0	0.315	1.0
b1[32]	12.7	0.0345	2.09	9.24	12.5	17.3	3668.0	0.294	1.0
b1[33]	3.44	0.0458	2.07	1.8	2.92	8.19	2040.0	0.163	1.0
b1[34]	25.8	0.112	7.09	14.7	24.8	41.2	3992.0	0.32	1.0
b1[35]	15.7	0.11	6.25	7.11	14.4	30.4	3228.0	0.258	1.0
b1[36]	-0.00446	0.0245	1.11	-1.48	-0.0417	1.28	2037.0	0.163	1.0
b1[37]	23.4	0.0761	4.66	15.7	22.7	33.5	3743.0	0.3	1.0
b1[38]	20.1	0.056	3.69	13.9	19.7	28.0	4343.0	0.348	1.0
b1[39]	29.6	0.123	7.32	17.5	28.8	44.8	3561.0	0.285	1.0
b1[40]	36.3	0.126	7.99	22.6	35.5	53.3	4006.0	0.321	1.0
b1[41]	14.0	0.0634	3.87	8.48	13.2	23.2	3730.0	0.299	1.0
b1[42]	22.9	0.0924	5.91	13.7	21.9	36.4	4090.0	0.327	1.0
b1[43]	24.9	0.105	6.5	14.4	24.0	39.1	3848.0	0.308	1.0
b1[44]	11.7	0.0319	2.0	8.31	11.4	16.0	3943.0	0.316	1.0
b1[45]	8.38	0.0364	2.08	5.72	7.98	12.9	3266.0	0.262	1.0
b1[46]	0.0045	0.048	1.36	-1.75	-0.0459	1.44	803.0	0.0643	1.0
b1[47]	22.4	0.0659	4.27	15.5	21.9	31.5	4201.0	0.336	1.0
b1[48]	30.5	0.117	7.34	18.2	29.5	46.3	3927.0	0.314	1.0
b1[49]	19.2	0.0827	5.28	11.6	18.4	31.5	4076.0	0.326	1.0
b1[50]	1.56	0.0445	1.39	0.522	1.35	3.38	969.0	0.0776	1.01
