	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu[1]	20.0	0.0682	2.16	15.8	19.9	24.4	1000.0	0.0723	1.0
b1_mu[2]	21.6	0.058	2.1	17.5	21.5	25.9	1316.0	0.0951	1.0
b2_mu[1]	19.5	0.0616	1.97	15.7	19.5	23.4	1022.0	0.0739	1.0
b2_mu[2]	19.7	0.0456	1.78	16.2	19.6	23.2	1527.0	0.11	1.0
b3_mu[1]	9.75	0.0308	0.985	7.86	9.73	11.7	1022.0	0.0739	1.0
b3_mu[2]	9.84	0.0228	0.892	8.11	9.8	11.6	1527.0	0.11	1.0
b4_mu[1]	0.801	0.00298	0.139	0.521	0.801	1.07	2171.0	0.157	1.0
b4_mu[2]	0.741	0.00295	0.136	0.47	0.739	0.998	2115.0	0.153	1.0
a1_mu[1]	0.525	0.0002	0.00929	0.506	0.525	0.542	2165.0	0.157	1.0
a1_mu[2]	0.527	0.000211	0.00966	0.507	0.527	0.545	2090.0	0.151	1.0
a2_mu[1]	0.143	0.000508	0.0173	0.108	0.142	0.176	1161.0	0.0839	1.0
a2_mu[2]	0.143	0.000293	0.0149	0.113	0.143	0.171	2578.0	0.186	1.0
sigma[1,1]	1.33	0.00495	0.176	1.01	1.31	1.69	1259.0	0.0911	1.0
sigma[2,1]	1.18	0.00385	0.145	0.919	1.17	1.49	1416.0	0.102	1.0
sigma[3,1]	0.188	0.0004	0.0197	0.153	0.187	0.228	2426.0	0.175	1.0
sigma[4,1]	0.173	0.000375	0.0188	0.138	0.172	0.211	2514.0	0.182	1.0
sigma[5,1]	0.24	0.00475	0.0991	0.0318	0.243	0.423	435.0	0.0315	1.01
sigma[6,1]	0.139	0.00288	0.0715	0.00822	0.142	0.27	616.0	0.0445	1.0
sigma[1,2]	0.266	0.00311	0.0825	0.119	0.26	0.438	705.0	0.0509	1.01
sigma[2,2]	0.21	0.00269	0.0773	0.0778	0.203	0.372	828.0	0.0598	1.0
sigma[3,2]	0.0725	0.000225	0.013	0.0471	0.0722	0.0975	3340.0	0.241	1.0
sigma[4,2]	0.0605	0.000217	0.0123	0.0365	0.0601	0.0845	3212.0	0.232	1.0
sigma[5,2]	0.146	0.00288	0.068	0.00745	0.152	0.262	558.0	0.0403	1.0
sigma[6,2]	0.169	0.00177	0.0501	0.0376	0.174	0.252	799.0	0.0578	1.0
b1[1,1]	34.7	0.149	8.95	19.4	33.7	53.7	3625.0	0.262	1.0
b1[2,1]	35.4	0.15	8.97	20.0	34.6	54.2	3570.0	0.258	1.0
b1[1,2]	16.7	0.195	6.51	7.95	15.3	32.4	1113.0	0.0804	1.0
b1[2,2]	14.9	0.191	6.74	6.49	13.1	31.6	1242.0	0.0898	1.0
b1[1,3]	4.06	0.131	3.43	1.09	3.24	12.0	682.0	0.0493	1.01
b1[2,3]	10.9	0.129	4.09	5.49	10.1	20.4	1006.0	0.0727	1.0
b1[1,4]	13.0	0.163	6.1	5.32	11.5	27.5	1405.0	0.102	1.0
b1[2,4]	18.8	0.134	5.78	10.4	17.8	32.6	1849.0	0.134	1.0
b1[1,5]	36.1	0.176	9.9	19.3	34.9	57.2	3169.0	0.229	1.0
b1[2,5]	37.8	0.171	9.78	21.1	36.8	58.7	3265.0	0.236	1.0
