	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu[1]	29.9	0.0758	3.61	23.0	29.7	37.3	2268.0	0.0474	1.0
b1_mu[2]	31.9	0.0796	3.56	25.4	31.7	39.2	2002.0	0.0418	1.0
b2_mu[1]	28.1	0.0722	3.24	22.0	28.0	34.6	2015.0	0.0421	1.0
b2_mu[2]	27.0	0.0532	2.86	21.5	26.8	32.8	2887.0	0.0603	1.0
b3_mu[1]	1.02	0.00369	0.183	0.654	1.02	1.38	2465.0	0.0515	1.0
b3_mu[2]	1.01	0.00424	0.19	0.625	1.01	1.38	2020.0	0.0422	1.0
b4_mu[1]	0.456	0.00275	0.154	0.156	0.456	0.75	3140.0	0.0656	1.0
b4_mu[2]	0.481	0.00265	0.155	0.171	0.478	0.771	3403.0	0.0711	1.0
a1_mu[1]	0.112	0.000315	0.0165	0.0812	0.111	0.145	2745.0	0.0574	1.0
a1_mu[2]	0.122	0.000314	0.0163	0.0905	0.122	0.154	2707.0	0.0565	1.0
a2_mu[1]	0.0935	0.000256	0.0127	0.0685	0.0929	0.118	2466.0	0.0515	1.0
a2_mu[2]	0.128	0.000248	0.0152	0.0976	0.128	0.157	3747.0	0.0783	1.0
c1_mu[1]	0.00501	6.48e-05	0.00313	0.000751	0.00433	0.0123	2333.0	0.0487	1.0
c1_mu[2]	0.00332	4.03e-05	0.00215	0.000459	0.00289	0.00813	2852.0	0.0596	0.999
sigma[1,1]	1.82	0.00681	0.283	1.31	1.8	2.4	1732.0	0.0362	1.0
sigma[2,1]	1.55	0.00524	0.226	1.15	1.53	2.02	1854.0	0.0387	1.0
sigma[3,1]	0.247	0.000901	0.0312	0.19	0.245	0.313	1198.0	0.025	1.0
sigma[4,1]	0.215	0.000525	0.0254	0.169	0.213	0.267	2340.0	0.0489	1.0
sigma[5,1]	0.253	0.00504	0.113	0.0301	0.251	0.481	503.0	0.0105	1.0
sigma[6,1]	0.157	0.00261	0.0787	0.0082	0.162	0.3	911.0	0.019	1.0
sigma[7,1]	2.35	0.013	0.37	1.65	2.32	3.11	815.0	0.017	1.01
sigma[1,2]	0.358	0.00798	0.176	0.0924	0.328	0.748	485.0	0.0101	1.01
sigma[2,2]	0.203	0.00464	0.119	0.0201	0.183	0.473	662.0	0.0138	1.0
sigma[3,2]	0.0658	0.000855	0.0232	0.011	0.0673	0.106	737.0	0.0154	1.01
sigma[4,2]	0.0626	0.000419	0.0182	0.0232	0.0631	0.0968	1885.0	0.0394	1.0
sigma[5,2]	0.193	0.00296	0.0695	0.0282	0.202	0.306	553.0	0.0116	1.01
sigma[6,2]	0.172	0.00169	0.0494	0.0426	0.176	0.256	860.0	0.018	1.0
sigma[7,2]	0.634	0.00806	0.217	0.182	0.63	1.06	723.0	0.0151	1.0
b1[1,1]	44.9	0.214	13.2	22.6	43.6	72.3	3830.0	0.08	1.0
b1[2,1]	45.6	0.228	13.3	22.7	43.9	73.6	3380.0	0.0706	1.0
b1[1,2]	23.9	0.261	10.8	9.74	21.4	49.6	1717.0	0.0359	1.0
b1[2,2]	22.9	0.244	11.6	7.77	20.1	50.2	2267.0	0.0474	1.0
b1[1,3]	20.3	0.759	17.0	1.5	17.7	55.6	499.0	0.0104	1.01
b1[2,3]	22.6	0.501	13.5	6.83	18.9	54.7	727.0	0.0152	1.0
b1[1,4]	23.1	0.288	13.3	6.35	20.0	55.2	2150.0	0.0449	1.0
b1[2,4]	30.1	0.239	12.6	13.0	27.6	58.6	2774.0	0.0579	1.0
b1[1,5]	47.3	0.24	14.3	23.3	45.8	78.5	3522.0	0.0736	1.0
b1[2,5]	49.5	0.244	14.2	25.9	48.0	80.6	3395.0	0.0709	1.0
b1[1,6]	39.3	0.206	12.8	17.8	37.8	67.6	3889.0	0.0812	1.0
b1[2,6]	40.8	0.202	13.0	19.1	39.5	69.1	4146.0	0.0866	1.0
b1[1,7]	31.0	0.208	13.5	10.6	29.0	61.0	4242.0	0.0886	1.0
b1[2,7]	32.1	0.215	13.9	10.3	30.3	62.8	4195.0	0.0876	1.0
b1[1,8]	37.3	0.209	12.4	17.2	35.9	64.6	3542.0	0.074	0.999
b1[2,8]	38.0	0.208	12.6	16.6	36.7	64.3	3661.0	0.0765	1.0
b1[1,9]	31.6	0.254	13.6	9.74	30.2	61.0	2863.0	0.0598	1.0
b1[2,9]	35.9	0.223	12.9	15.8	34.1	63.3	3346.0	0.0699	1.0
b1[1,10]	7.87	0.124	5.72	2.64	6.21	22.0	2128.0	0.0445	1.0
b1[2,10]	4.65	0.098	4.12	1.37	3.77	12.0	1766.0	0.0369	1.0
b1[1,11]	21.0	0.249	10.6	7.62	18.4	46.9	1815.0	0.0379	1.0
b1[2,11]	23.5	0.294	11.2	9.01	20.7	50.6	1464.0	0.0306	1.0
b1[1,12]	5.17	0.162	6.44	-2.38	3.61	21.6	1574.0	0.0329	1.0
