	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	24.9	0.03	1.88	21.32	24.8	28.54	3179.99	0.33	1.0
b2_mu	21.85	0.03	1.53	18.96	21.79	24.88	3150.73	0.32	1.0
b3_mu	0.71	0.0	0.11	0.49	0.71	0.91	2507.85	0.26	1.0
b4_mu	0.33	0.0	0.1	0.13	0.33	0.53	2316.68	0.24	1.0
a1_mu	0.09	0.0	0.01	0.07	0.09	0.11	2077.91	0.21	1.0
sigma[1]	1.09	0.00331	0.162	0.801	1.08	1.42	2403.0	0.248	1.0
sigma[2]	0.878	0.00276	0.128	0.646	0.871	1.14	2160.0	0.222	1.0
sigma[3]	0.171	0.000345	0.0178	0.136	0.17	0.206	2649.0	0.273	1.0
sigma[4]	0.17	0.000375	0.019	0.134	0.168	0.209	2558.0	0.263	1.0
sigma[5]	0.553	0.001	0.0505	0.455	0.551	0.654	2526.0	0.26	1.0
b1[1]	35.3	0.13	8.01	21.3	34.5	52.2	3810.0	0.392	1.0
b1[2]	20.4	0.111	7.03	9.22	19.4	35.8	3987.0	0.411	1.0
b1[3]	28.3	0.179	10.5	8.03	28.0	49.3	3470.0	0.357	1.0
b1[4]	15.7	0.0763	4.77	8.28	15.0	26.3	3905.0	0.402	1.0
b1[5]	34.8	0.132	8.21	20.6	34.0	52.3	3842.0	0.396	1.0
b1[6]	25.7	0.106	6.97	14.1	24.9	40.7	4308.0	0.444	1.0
b1[7]	11.2	0.119	5.35	5.48	9.42	25.6	2021.0	0.208	1.0
b1[8]	30.6	0.124	7.9	16.9	29.8	47.3	4041.0	0.416	1.0
b1[9]	26.1	0.129	7.57	13.3	25.2	42.1	3431.0	0.353	1.0
b1[10]	2.8	0.00871	0.583	1.72	2.78	4.01	4483.0	0.462	1.0
b1[11]	14.4	0.112	5.06	7.21	13.4	26.0	2054.0	0.212	1.0
b1[12]	22.1	0.15	9.0	4.94	21.6	40.1	3589.0	0.37	1.0
b1[13]	34.1	0.147	8.71	19.0	33.3	52.2	3527.0	0.363	1.0
b1[14]	19.6	0.0945	6.15	9.22	19.1	32.8	4234.0	0.436	1.0
b1[15]	18.5	0.0802	4.69	11.0	17.9	28.7	3416.0	0.352	1.0
b1[16]	24.2	0.0928	6.18	14.0	23.4	37.7	4441.0	0.457	1.0
b1[17]	34.9	0.14	8.44	20.1	34.2	52.0	3618.0	0.373	1.0
b1[18]	33.1	0.143	8.58	18.1	32.4	50.8	3615.0	0.372	1.0
b1[19]	26.5	0.103	6.76	15.0	25.8	41.1	4310.0	0.444	1.0
b1[20]	38.2	0.15	9.14	21.8	37.6	57.1	3715.0	0.383	1.0
b1[21]	34.5	0.139	8.29	20.3	33.6	52.2	3554.0	0.366	1.0
b1[22]	37.3	0.149	9.28	20.8	36.6	56.7	3901.0	0.402	1.0
b1[23]	25.7	0.107	6.91	14.5	24.8	40.6	4191.0	0.432	1.0
b1[24]	16.7	0.0788	4.86	9.63	15.8	27.9	3800.0	0.391	1.0
b1[25]	24.3	0.0857	5.59	14.8	23.6	36.4	4244.0	0.437	1.0
b1[26]	23.0	0.107	6.63	12.1	22.3	36.8	3853.0	0.397	1.0
b1[27]	34.0	0.144	8.56	19.4	33.1	52.1	3519.0	0.362	1.0
b1[28]	22.4	0.177	10.3	2.12	22.3	42.2	3375.0	0.348	1.0
b1[29]	35.4	0.141	8.31	21.2	34.6	52.1	3483.0	0.359	1.0
b1[30]	24.1	0.105	6.69	13.3	23.3	38.7	4036.0	0.416	1.0
b1[31]	20.8	0.0841	4.94	12.8	20.1	32.0	3444.0	0.355	1.0
b1[32]	13.5	0.0546	3.1	8.74	13.1	20.5	3221.0	0.332	1.0
b1[33]	28.2	0.189	10.8	7.32	28.1	49.6	3303.0	0.34	1.0
b1[34]	33.8	0.128	8.24	19.2	33.2	50.9	4109.0	0.423	1.0
b1[35]	22.9	0.104	6.92	10.8	22.3	36.9	4417.0	0.455	1.0
b1[36]	19.4	0.209	11.4	-2.21	19.3	41.3	2985.0	0.307	1.0
b1[37]	34.5	0.141	8.32	20.0	33.9	51.7	3465.0	0.357	1.0
b1[38]	20.9	0.0751	4.75	12.9	20.5	31.3	3999.0	0.412	1.0
b1[39]	30.0	0.12	7.62	16.9	29.3	46.1	4005.0	0.413	1.0
b1[40]	34.1	0.137	8.19	19.7	33.4	50.8	3555.0	0.366	1.0
b1[41]	20.0	0.116	6.91	9.86	18.7	35.5	3533.0	0.364	1.0
b1[42]	31.5	0.123	8.1	17.5	30.7	48.4	4346.0	0.448	0.999
b1[43]	31.1	0.126	8.04	17.4	30.3	48.3	4038.0	0.416	1.0
b1[44]	22.4	0.101	5.96	12.7	21.7	35.7	3473.0	0.358	1.0
b1[45]	15.3	0.134	7.35	6.36	13.2	32.7	2989.0	0.308	1.0
b1[46]	18.7	0.195	11.6	-3.12	18.5	40.6	3532.0	0.364	1.0
b1[47]	20.2	0.0657	4.27	13.1	19.7	29.4	4226.0	0.435	1.0
b1[48]	29.6	0.123	7.6	16.9	28.7	45.6	3823.0	0.394	1.0
b1[49]	19.7	0.0892	5.76	10.4	18.9	32.1	4174.0	0.43	1.0
b1[50]	15.7	0.15	9.21	0.311	15.0	35.0	3775.0	0.389	1.0
b1[51]	24.4	0.186	10.6	6.77	24.1	45.2	3246.0	0.334	1.0
b1[52]	31.8	0.124	7.95	17.7	31.1	48.5	4089.0	0.421	1.0
b1[53]	29.3	0.121	7.66	15.7	28.6	45.5	4019.0	0.414	1.0
b1[54]	30.5	0.114	7.37	17.4	29.9	45.6	4173.0	0.43	1.0
b1[55]	30.7	0.123	7.72	17.5	30.0	47.4	3958.0	0.408	1.0
b1[56]	16.8	0.0837	5.01	9.3	15.9	28.3	3578.0	0.369	1.0
b1[57]	34.0	0.136	8.51	19.2	33.3	52.5	3905.0	0.402	1.0
b1[58]	13.0	0.0911	5.62	3.79	12.3	25.0	3809.0	0.392	1.0
b1[59]	37.0	0.136	8.63	21.6	36.4	55.6	4006.0	0.413	1.0
b1[60]	26.8	0.107	7.07	14.5	26.2	41.7	4393.0	0.452	1.0
b1[61]	2.12	0.0433	2.5	-1.42	1.63	8.13	3330.0	0.343	1.0
b1[62]	21.0	0.0962	6.25	10.8	20.2	34.8	4221.0	0.435	1.0
b1[63]	19.2	0.135	8.12	4.73	18.5	36.1	3599.0	0.371	1.0
b1[64]	32.8	0.131	8.19	18.3	32.0	49.9	3911.0	0.403	1.0
b1[65]	19.7	0.15	8.07	7.96	18.5	37.3	2894.0	0.298	1.0
b1[66]	21.6	0.088	5.52	12.4	20.9	33.3	3937.0	0.406	1.0
b1[67]	34.9	0.136	8.54	20.0	34.2	52.8	3940.0	0.406	1.0
b1[68]	24.4	0.105	6.79	12.4	23.8	38.7	4145.0	0.427	1.0
b1[69]	32.3	0.124	7.81	18.8	31.5	48.8	3985.0	0.41	1.0
b1[70]	15.4	0.0571	3.42	9.73	15.0	22.8	3596.0	0.37	1.0
b1[71]	22.7	0.0986	6.34	12.1	22.0	35.9	4133.0	0.426	1.0
b1[72]	35.9	0.139	8.62	20.7	35.1	54.1	3825.0	0.394	1.0
b1[73]	26.2	0.118	7.36	13.9	25.4	41.9	3897.0	0.401	1.0
b1[74]	24.7	0.226	9.82	3.06	24.6	43.8	1888.0	0.194	1.0
b1[75]	34.9	0.144	8.33	20.8	34.0	52.8	3341.0	0.344	1.0
b1[76]	33.6	0.151	8.93	18.0	32.8	52.2	3516.0	0.362	1.0
b1[77]	35.4	0.145	8.96	19.6	34.9	54.5	3816.0	0.393	1.0
b1[78]	15.2	0.0814	4.97	8.36	14.1	26.4	3732.0	0.384	1.0
b1[79]	26.5	0.106	6.97	14.8	25.7	41.7	4363.0	0.449	1.0
b1[80]	18.6	0.0848	5.31	10.4	17.8	30.5	3921.0	0.404	1.0
b1[81]	24.9	0.149	8.59	10.4	24.3	42.4	3324.0	0.342	1.0
b1[82]	15.7	0.129	7.19	4.48	15.1	30.9	3123.0	0.322	1.0
b1[83]	31.5	0.13	7.99	17.8	30.7	47.9	3776.0	0.389	1.0
b1[84]	34.5	0.143	8.67	19.5	33.6	52.4	3672.0	0.378	1.0
b1[85]	17.8	0.118	7.1	5.14	17.3	32.6	3628.0	0.374	1.0
b1[86]	27.6	0.119	7.37	15.2	26.8	43.5	3851.0	0.397	1.0
b1[87]	29.1	0.117	7.59	15.8	28.4	45.0	4225.0	0.435	1.0
b1[88]	9.43	0.0532	3.04	5.54	8.72	16.9	3279.0	0.338	1.0
b1[89]	26.9	0.102	6.3	16.3	26.2	40.3	3796.0	0.391	1.0
b1[90]	34.2	0.14	8.15	19.9	33.5	51.3	3366.0	0.347	1.0
b1[91]	19.8	0.177	10.5	0.587	19.4	40.5	3511.0	0.362	1.0
b2[1]	23.2	0.0959	5.75	13.3	22.6	35.0	3594.0	0.37	1.0
b2[2]	19.8	0.0951	6.07	9.98	19.1	33.0	4072.0	0.419	1.0
b2[3]	8.43	0.0859	5.28	0.527	7.66	20.2	3772.0	0.389	1.0
b2[4]	29.7	0.11	6.44	18.4	29.1	43.0	3438.0	0.354	1.0
b2[5]	29.5	0.113	7.05	17.2	28.9	44.2	3879.0	0.4	1.0
b2[6]	18.6	0.0643	3.69	12.4	18.2	26.3	3302.0	0.34	1.0
b2[7]	11.2	0.118	5.0	5.57	9.65	23.7	1787.0	0.184	1.0
b2[8]	29.0	0.11	6.38	18.0	28.4	42.4	3379.0	0.348	1.0
b2[9]	21.7	0.1	5.98	11.5	21.1	34.2	3553.0	0.366	0.999
b2[10]	6.1	0.017	1.09	4.15	6.02	8.38	4101.0	0.422	1.0
b2[11]	34.0	0.131	7.35	20.6	33.6	49.1	3128.0	0.322	1.0
b2[12]	18.8	0.125	7.59	3.73	18.7	33.4	3664.0	0.377	1.0
b2[13]	26.5	0.0959	6.03	15.9	25.9	38.8	3954.0	0.407	1.0
b2[14]	25.3	0.114	7.16	12.5	24.9	39.9	3934.0	0.405	1.0
b2[15]	26.9	0.103	6.58	15.4	26.2	40.6	4115.0	0.424	1.0
b2[16]	31.6	0.105	6.72	19.6	31.0	45.9	4107.0	0.423	1.0
b2[17]	19.8	0.0794	5.25	11.4	19.1	31.1	4367.0	0.45	1.0
b2[18]	18.8	0.0782	5.04	10.6	18.0	29.8	4159.0	0.428	1.0
b2[19]	27.2	0.0975	6.18	16.6	26.5	40.2	4025.0	0.415	1.0
b2[20]	15.2	0.0685	4.48	8.1	14.5	25.1	4289.0	0.442	1.0
b2[21]	30.8	0.108	6.54	19.3	30.3	44.5	3676.0	0.379	1.0
b2[22]	10.5	0.0566	3.73	5.19	9.74	19.0	4338.0	0.447	1.0
b2[23]	17.2	0.0693	4.47	10.4	16.4	27.2	4162.0	0.429	1.0
b2[24]	18.8	0.0898	5.57	10.4	17.8	31.5	3851.0	0.397	1.0
b2[25]	25.1	0.0998	6.46	14.3	24.4	38.9	4182.0	0.431	1.0
b2[26]	30.6	0.115	6.71	18.6	30.0	44.4	3388.0	0.349	1.0
b2[27]	27.1	0.107	6.55	15.6	26.5	40.8	3755.0	0.387	1.0
b2[28]	17.4	0.15	8.77	0.479	17.4	34.1	3443.0	0.355	0.999
b2[29]	27.0	0.102	6.24	16.2	26.4	40.2	3779.0	0.389	1.0
b2[30]	18.7	0.085	4.86	11.0	18.0	29.1	3264.0	0.336	1.0
b2[31]	17.6	0.0669	3.85	11.2	17.2	26.0	3319.0	0.342	1.0
b2[32]	14.1	0.0596	3.27	9.02	13.6	21.6	3019.0	0.311	1.0
b2[33]	7.58	0.0677	4.23	1.27	6.97	17.0	3910.0	0.403	1.0
b2[34]	22.3	0.0899	5.96	12.0	21.7	34.6	4389.0	0.452	1.0
b2[35]	25.0	0.104	6.65	12.7	24.6	38.8	4069.0	0.419	1.0
b2[36]	18.3	0.173	9.42	-0.629	18.4	36.1	2974.0	0.306	1.0
b2[37]	19.2	0.0679	4.06	12.3	18.8	27.7	3570.0	0.368	1.0
b2[38]	22.5	0.082	4.95	14.2	21.9	33.3	3646.0	0.376	1.0
b2[39]	27.4	0.102	6.45	16.5	26.7	41.2	4034.0	0.416	1.0
b2[40]	30.5	0.109	6.69	18.6	30.0	44.8	3769.0	0.388	1.0
b2[41]	16.6	0.0897	5.51	8.38	15.7	28.8	3777.0	0.389	1.0
b2[42]	20.6	0.0778	5.18	11.9	20.0	31.9	4442.0	0.458	1.0
b2[43]	20.8	0.0848	5.75	11.1	20.1	33.2	4594.0	0.473	1.0
b2[44]	9.76	0.0365	2.23	6.38	9.39	14.7	3730.0	0.384	1.0
b2[45]	13.5	0.111	6.19	5.89	11.8	28.0	3089.0	0.318	1.0
b2[46]	18.0	0.169	9.42	-0.774	18.2	35.9	3110.0	0.32	1.0
b2[47]	28.3	0.095	6.1	17.7	27.7	41.2	4121.0	0.425	1.0
b2[48]	27.7	0.0999	6.55	16.4	27.1	41.7	4301.0	0.443	1.0
b2[49]	25.6	0.0948	6.23	14.9	25.0	38.9	4310.0	0.444	1.0
b2[50]	22.1	0.153	8.55	4.72	22.0	38.9	3102.0	0.32	1.0
b2[51]	11.3	0.0967	5.55	2.91	10.8	22.9	3293.0	0.339	1.0
b2[52]	26.7	0.105	6.35	15.7	26.2	40.1	3668.0	0.378	1.0
b2[53]	27.1	0.0989	6.15	16.3	26.7	40.1	3863.0	0.398	1.0
b2[54]	32.1	0.118	6.9	19.8	31.5	46.4	3426.0	0.353	1.0
b2[55]	26.6	0.103	6.37	15.5	26.1	40.1	3858.0	0.397	1.0
b2[56]	21.5	0.0928	5.64	12.2	20.7	33.3	3697.0	0.381	1.0
b2[57]	26.7	0.0997	6.22	16.0	26.0	39.9	3894.0	0.401	1.0
b2[58]	24.9	0.13	7.92	9.59	24.7	40.2	3687.0	0.38	1.0
b2[59]	24.9	0.0863	5.62	15.1	24.4	36.8	4241.0	0.437	1.0
b2[60]	28.4	0.0995	6.35	17.4	27.9	42.1	4070.0	0.419	1.0
b2[61]	13.0	0.154	7.38	5.51	10.0	31.4	2291.0	0.236	1.0
