	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	19.41	0.03	1.44	16.56	19.36	22.23	2163.56	0.16	1.0
b3_mu	0.86	0.0	0.09	0.67	0.86	1.04	3852.78	0.29	1.0
b4_mu	0.32	0.0	0.07	0.17	0.32	0.47	3851.99	0.29	1.0
a1_mu	0.13	0.0	0.01	0.11	0.13	0.15	3919.02	0.3	1.0
a2_mu	0.12	0.0	0.01	0.1	0.12	0.15	4184.2	0.32	1.0
sigma[1]	1.14	0.00276	0.121	0.916	1.13	1.39	1920.0	0.146	1.0
sigma[2]	0.142	0.000303	0.0164	0.112	0.141	0.176	2933.0	0.222	1.0
sigma[3]	0.105	0.000322	0.0157	0.0752	0.104	0.137	2364.0	0.179	1.0
sigma[4]	0.337	0.000841	0.044	0.254	0.335	0.422	2738.0	0.208	1.0
sigma[5]	0.373	0.000796	0.043	0.29	0.372	0.459	2911.0	0.221	1.0
b1[1]	22.2	0.0849	5.6	13.5	21.4	34.7	4345.0	0.329	1.0
b1[2]	21.1	0.0528	3.48	14.9	20.8	28.3	4350.0	0.33	1.0
b1[3]	22.2	0.0936	5.71	13.6	21.3	35.0	3716.0	0.282	1.0
b1[4]	26.4	0.0963	6.24	16.1	25.7	40.0	4201.0	0.319	1.0
b1[5]	19.9	0.059	3.65	13.8	19.5	27.6	3841.0	0.291	1.0
b1[6]	6.06	0.0208	1.3	4.02	5.88	8.9	3901.0	0.296	1.0
b1[7]	22.6	0.067	4.25	15.6	22.0	31.9	4027.0	0.305	1.0
b1[8]	19.6	0.0915	5.67	10.6	18.8	32.0	3841.0	0.291	1.0
b1[9]	7.31	0.0425	2.49	3.89	6.81	13.2	3439.0	0.261	1.0
b1[10]	29.0	0.102	6.66	17.9	28.2	42.9	4269.0	0.324	0.999
b1[11]	7.71	0.0344	2.18	4.58	7.29	12.6	4025.0	0.305	1.0
b1[12]	28.8	0.0956	6.31	18.4	28.0	42.3	4356.0	0.33	0.999
b1[13]	4.51	0.0167	1.08	2.87	4.37	6.95	4137.0	0.314	1.0
b1[14]	31.1	0.109	6.99	18.8	30.6	45.5	4109.0	0.312	1.0
b1[15]	30.1	0.107	6.92	18.4	29.3	45.0	4158.0	0.315	1.0
b1[16]	31.7	0.115	7.07	19.7	30.8	46.8	3758.0	0.285	1.0
b1[17]	23.5	0.0935	5.7	14.0	22.8	36.3	3717.0	0.282	1.0
b1[18]	17.4	0.0741	4.78	10.6	16.5	28.4	4159.0	0.315	1.0
b1[19]	32.5	0.114	7.24	19.9	31.7	47.7	4005.0	0.304	1.0
b1[20]	33.2	0.115	7.22	20.4	32.4	48.2	3922.0	0.297	0.999
b1[21]	14.2	0.076	4.54	7.88	13.3	25.0	3559.0	0.27	1.0
b1[22]	36.8	0.117	7.45	23.4	36.1	52.1	4064.0	0.308	1.0
b1[23]	9.36	0.0264	1.77	6.41	9.14	13.3	4522.0	0.343	0.999
b1[24]	23.3	0.091	6.05	13.4	22.4	36.9	4419.0	0.335	1.0
b1[25]	38.7	0.135	8.11	24.3	38.1	55.6	3604.0	0.273	1.0
b1[26]	24.3	0.092	6.02	14.5	23.6	37.5	4278.0	0.324	1.0
b1[27]	31.3	0.107	7.0	19.5	30.5	46.3	4237.0	0.321	1.0
b1[28]	4.59	0.025	1.56	2.63	4.26	7.99	3881.0	0.294	1.0
b1[29]	16.7	0.0839	4.99	9.44	15.8	28.0	3543.0	0.269	1.0
b1[30]	10.1	0.0364	2.09	6.9	9.75	14.7	3305.0	0.251	1.0
b1[31]	19.3	0.0876	5.71	10.7	18.4	32.0	4251.0	0.322	1.0
b1[32]	17.5	0.0576	3.72	11.4	17.0	25.3	4165.0	0.316	1.0
b1[33]	26.1	0.105	6.77	15.2	25.1	41.5	4179.0	0.317	1.0
b1[34]	4.7	0.0164	1.08	2.96	4.57	6.92	4328.0	0.328	1.0
b1[35]	25.6	0.0777	4.96	17.0	25.1	36.0	4079.0	0.309	1.0
b1[36]	5.81	0.0277	1.79	3.45	5.45	10.2	4164.0	0.316	1.0
b1[37]	28.7	0.104	6.51	17.9	27.8	43.0	3921.0	0.297	1.0
b1[38]	21.4	0.0703	4.51	14.0	20.8	31.0	4120.0	0.312	1.0
b1[39]	28.1	0.0932	5.84	18.5	27.4	41.0	3929.0	0.298	1.0
b1[40]	21.0	0.0634	4.13	14.3	20.4	30.4	4251.0	0.322	1.0
b1[41]	12.4	0.0376	2.43	8.61	12.1	17.7	4191.0	0.318	1.0
b1[42]	16.4	0.0399	2.61	11.8	16.1	21.7	4276.0	0.324	1.0
b1[43]	18.6	0.0862	5.69	9.93	17.7	31.5	4360.0	0.331	1.0
b1[44]	3.37	0.0172	1.08	1.83	3.19	5.65	3984.0	0.302	1.0
b1[45]	6.9	0.0259	1.62	4.48	6.65	10.3	3914.0	0.297	1.0
b1[46]	2.49	0.0128	0.788	1.4	2.36	4.26	3782.0	0.287	1.0
b1[47]	29.6	0.102	6.62	18.6	28.8	43.8	4215.0	0.32	1.0
b1[48]	28.8	0.103	6.89	17.2	28.0	43.5	4462.0	0.338	1.0
b1[49]	14.4	0.0373	2.45	10.3	14.1	19.7	4307.0	0.327	1.0
b1[50]	-0.0722	0.00772	0.54	-1.18	-0.086	0.982	4900.0	0.372	1.0
b1[51]	6.74	0.0449	2.55	3.59	6.17	12.6	3222.0	0.244	0.999
b1[52]	22.7	0.0712	4.34	15.3	22.2	32.0	3722.0	0.282	1.0
b1[53]	23.4	0.0877	5.79	14.1	22.5	36.0	4368.0	0.331	1.0
b1[54]	32.2	0.112	7.31	19.9	31.5	47.8	4295.0	0.326	1.0
b1[55]	29.3	0.101	6.49	18.3	28.6	43.2	4125.0	0.313	1.0
b1[56]	10.6	0.0248	1.67	7.57	10.5	14.0	4522.0	0.343	1.0
b1[57]	25.0	0.0865	5.62	15.5	24.5	37.3	4223.0	0.32	1.0
b1[58]	20.2	0.081	5.39	12.0	19.2	32.3	4441.0	0.337	1.0
b1[59]	23.1	0.0769	4.88	14.9	22.7	33.5	4024.0	0.305	1.0
b1[60]	28.3	0.109	7.11	16.6	27.5	43.9	4285.0	0.325	1.0
b1[61]	5.34	0.0328	1.87	3.01	4.92	9.8	3233.0	0.245	1.0
b1[62]	18.9	0.0638	4.12	12.1	18.5	27.8	4161.0	0.316	1.0
b1[63]	9.14	0.024	1.58	6.51	8.95	12.6	4349.0	0.33	1.0
b1[64]	20.7	0.0786	5.08	12.9	20.0	32.1	4182.0	0.317	1.0
b1[65]	11.9	0.0501	3.26	7.38	11.2	19.5	4235.0	0.321	1.0
b1[66]	37.8	0.125	7.93	23.8	37.1	54.1	4023.0	0.305	1.0
b1[67]	37.8	0.128	7.7	23.9	37.2	53.8	3645.0	0.276	1.0
b1[68]	33.1	0.105	6.86	21.3	32.4	47.4	4274.0	0.324	1.0
b1[69]	36.2	0.118	7.53	22.8	35.6	52.0	4063.0	0.308	1.0
b1[70]	15.4	0.0398	2.56	11.1	15.1	21.0	4119.0	0.312	1.0
b1[71]	25.3	0.101	6.45	14.9	24.5	39.4	4103.0	0.311	1.0
b1[72]	16.1	0.0367	2.45	11.8	15.8	21.3	4443.0	0.337	0.999
b1[73]	18.9	0.0674	4.3	12.4	18.2	28.9	4062.0	0.308	1.0
b1[74]	34.1	0.119	7.49	21.4	33.4	49.7	3980.0	0.302	1.0
b1[75]	2.08	0.0115	0.744	1.05	1.95	3.69	4181.0	0.317	1.0
b1[76]	27.7	0.102	6.61	16.9	26.9	42.2	4246.0	0.322	1.0
b1[77]	31.1	0.112	7.44	18.3	30.3	46.7	4401.0	0.334	0.999
b1[78]	6.02	0.0123	0.854	4.46	5.95	7.74	4822.0	0.366	1.0
b1[79]	23.5	0.0921	6.2	13.5	22.7	37.2	4533.0	0.344	1.0
b1[80]	29.1	0.11	7.07	17.2	28.3	43.8	4122.0	0.313	1.0
b1[81]	28.6	0.106	6.72	17.3	27.8	42.8	3986.0	0.302	1.0
b1[82]	23.7	0.0934	6.09	14.4	22.7	37.6	4253.0	0.322	1.0
b1[83]	15.0	0.061	3.93	9.07	14.3	24.0	4154.0	0.315	1.0
b1[84]	5.57	0.0148	0.944	3.98	5.47	7.47	4059.0	0.308	1.0
b1[85]	13.0	0.0636	3.98	7.47	12.1	22.3	3923.0	0.298	1.0
b1[86]	18.7	0.0755	4.92	11.4	17.8	30.0	4240.0	0.322	1.0
