	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	21.66	0.04	1.78	18.2	21.58	25.25	2490.46	0.22	1.0
a1_mu	0.09	0.0	0.01	0.07	0.09	0.1	2315.53	0.2	1.0
sigma[1]	1.12	0.00253	0.14	0.868	1.11	1.42	3069.0	0.269	1.0
sigma[2]	0.394	0.00141	0.0538	0.284	0.393	0.498	1448.0	0.127	1.0
b1[1]	21.0	0.0872	5.6	12.7	20.0	33.7	4117.0	0.36	1.0
b1[2]	20.5	0.058	3.61	14.3	20.1	28.4	3870.0	0.339	1.0
b1[3]	21.3	0.0854	5.73	13.0	20.3	34.3	4511.0	0.395	1.0
b1[4]	26.7	0.102	7.07	15.9	25.6	42.5	4833.0	0.423	1.0
b1[5]	20.8	0.067	4.4	13.9	20.1	30.5	4321.0	0.378	1.0
b1[6]	6.54	0.0955	4.15	3.35	5.2	18.4	1887.0	0.165	1.0
b1[7]	24.1	0.0825	5.48	15.6	23.2	36.5	4416.0	0.386	1.0
b1[8]	16.7	0.12	7.65	6.54	15.0	34.3	4087.0	0.358	1.0
b1[9]	14.9	0.142	8.36	3.86	13.0	33.9	3460.0	0.303	1.0
b1[10]	30.0	0.111	7.47	17.9	29.1	46.4	4544.0	0.398	1.0
b1[11]	10.0	0.11	5.67	4.33	8.15	25.1	2655.0	0.232	1.0
b1[12]	31.8	0.117	7.59	19.1	31.0	47.9	4174.0	0.365	1.0
b1[13]	11.7	0.128	7.66	2.99	9.45	30.5	3573.0	0.313	1.0
b1[14]	30.4	0.114	7.58	17.6	29.6	46.8	4454.0	0.39	1.0
b1[15]	31.1	0.116	7.73	18.4	30.1	47.5	4443.0	0.389	1.0
b1[16]	33.1	0.117	7.7	20.1	32.3	49.6	4322.0	0.378	1.0
b1[17]	27.3	0.116	7.77	14.6	26.3	43.9	4513.0	0.395	1.0
b1[18]	22.5	0.112	7.16	11.9	21.2	38.9	4123.0	0.361	1.0
b1[19]	32.8	0.12	7.83	19.6	32.1	49.5	4253.0	0.372	1.0
b1[20]	33.5	0.118	7.42	20.6	32.7	49.0	3980.0	0.348	1.0
b1[21]	23.1	0.118	7.74	10.8	22.0	39.5	4314.0	0.377	1.0
b1[22]	36.7	0.123	7.87	22.9	36.0	53.4	4078.0	0.357	1.0
b1[23]	11.9	0.0745	4.27	6.73	10.8	22.5	3287.0	0.288	1.0
b1[24]	27.9	0.114	7.74	14.7	27.1	44.5	4619.0	0.404	1.0
b1[25]	38.0	0.13	8.18	23.3	37.3	55.3	3928.0	0.344	1.0
b1[26]	28.1	0.117	7.7	15.5	27.2	44.5	4354.0	0.381	0.999
b1[27]	31.4	0.109	7.35	19.1	30.6	47.3	4533.0	0.397	0.999
b1[28]	7.7	0.128	6.54	2.35	5.04	26.0	2623.0	0.23	1.0
b1[29]	19.0	0.1	6.57	9.66	17.7	34.2	4282.0	0.375	1.0
b1[30]	11.1	0.0844	4.8	5.88	9.72	23.8	3227.0	0.282	1.0
b1[31]	23.8	0.118	7.62	11.6	22.8	40.1	4173.0	0.365	1.0
b1[32]	18.3	0.0821	5.11	11.1	17.4	29.9	3876.0	0.339	1.0
b1[33]	22.4	0.101	6.55	12.8	21.2	37.5	4174.0	0.365	1.0
b1[34]	11.7	0.142	8.12	2.31	9.48	31.7	3249.0	0.284	1.0
b1[35]	25.2	0.0786	5.0	17.0	24.6	35.9	4049.0	0.354	1.0
b1[36]	13.3	0.124	7.5	4.38	11.3	31.1	3692.0	0.323	1.0
b1[37]	30.0	0.115	7.54	17.5	28.9	46.1	4275.0	0.374	1.0
b1[38]	19.2	0.0754	4.67	12.6	18.3	30.1	3830.0	0.335	1.0
b1[39]	29.2	0.0981	6.73	18.2	28.3	43.8	4708.0	0.412	1.0
b1[40]	22.6	0.0787	5.11	14.8	21.8	33.7	4203.0	0.368	0.999
