	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	33.296	0.076	3.932	25.949	33.035	41.412	2663.561	0.132	1.001
b2_mu	31.262	0.084	3.994	23.941	30.975	39.447	2249.379	0.112	1.001
b3_mu	1.17	0.002	0.124	0.923	1.168	1.413	2904.392	0.144	1.0
b4_mu	0.502	0.002	0.107	0.292	0.501	0.705	2455.779	0.122	1.001
a1_mu	0.109	0.0	0.014	0.082	0.108	0.136	2777.963	0.138	1.001
a2_mu	0.107	0.0	0.016	0.075	0.106	0.136	1939.969	0.096	0.999
c1_mu	0.008	0.0	0.004	0.002	0.007	0.015	1760.631	0.087	1.002
sigma[1]	1.79	0.00569	0.285	1.3	1.77	2.4	2509.0	0.124	1.0
sigma[2]	1.63	0.00514	0.268	1.16	1.61	2.2	2715.0	0.135	1.0
sigma[3]	0.172	0.000412	0.0229	0.13	0.17	0.219	3086.0	0.153	1.0
sigma[4]	0.145	0.000473	0.0232	0.101	0.143	0.192	2412.0	0.12	1.0
sigma[5]	0.366	0.0016	0.0609	0.244	0.364	0.482	1452.0	0.072	1.0
sigma[6]	0.339	0.00402	0.0984	0.108	0.344	0.506	599.0	0.0297	1.01
sigma[7]	2.18	0.00636	0.294	1.67	2.16	2.79	2136.0	0.106	1.0
b1[1]	42.7	0.203	13.4	21.0	41.1	71.6	4316.0	0.214	1.0
b1[2]	41.3	0.213	13.7	19.6	39.5	71.5	4113.0	0.204	1.0
b1[3]	43.1	0.202	13.8	19.6	41.7	73.1	4669.0	0.232	1.0
b1[4]	43.5	0.192	12.8	22.1	42.2	70.6	4453.0	0.221	1.0
b1[5]	43.1	0.233	15.4	17.6	41.5	75.4	4378.0	0.217	1.0
b1[6]	38.0	0.462	17.0	7.69	37.4	71.3	1361.0	0.0675	1.0
b1[7]	36.8	0.302	17.0	14.1	33.8	73.3	3180.0	0.158	1.0
b1[8]	36.8	0.186	12.8	16.9	35.1	65.0	4735.0	0.235	1.0
b1[9]	18.4	0.208	11.1	5.95	15.1	45.6	2861.0	0.142	1.0
b1[10]	38.6	0.198	13.1	18.1	36.7	67.6	4383.0	0.217	1.0
b1[11]	32.6	0.218	13.6	11.9	30.6	62.6	3885.0	0.193	1.0
b1[12]	41.8	0.232	14.6	18.8	39.8	73.9	3954.0	0.196	1.0
b1[13]	19.4	0.215	12.7	5.19	15.7	50.6	3460.0	0.172	1.0
b1[14]	47.8	0.221	14.2	24.5	46.2	78.6	4158.0	0.206	1.0
b1[15]	36.8	0.198	12.8	16.8	35.0	65.9	4199.0	0.208	1.0
b1[16]	42.8	0.212	13.4	21.0	41.0	72.1	4033.0	0.2	1.0
b1[17]	31.1	0.204	12.8	12.5	28.9	60.8	3938.0	0.195	1.0
