	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	19.58	0.03	1.59	16.45	19.51	22.73	2585.53	0.14	1.0
b3_mu	0.55	0.0	0.06	0.43	0.55	0.66	4133.77	0.22	1.0
a1_mu	0.11	0.0	0.01	0.09	0.11	0.13	3404.32	0.18	1.0
sigma[1]	1.11	0.00243	0.128	0.882	1.1	1.37	2750.0	0.147	1.0
sigma[2]	0.0917	0.000203	0.011	0.0711	0.0911	0.114	2912.0	0.155	1.0
sigma[3]	0.372	0.00136	0.0561	0.261	0.37	0.481	1714.0	0.0914	1.0
b1[1]	18.3	0.067	4.39	11.7	17.5	28.3	4289.0	0.229	1.0
b1[2]	20.0	0.0578	3.4	14.2	19.7	27.4	3454.0	0.184	1.0
b1[3]	19.7	0.0755	4.77	12.5	19.0	30.8	3986.0	0.213	1.0
b1[4]	23.8	0.0861	5.87	14.7	23.0	37.1	4653.0	0.248	1.0
b1[5]	20.2	0.0666	4.05	13.8	19.7	29.5	3701.0	0.197	1.0
b1[6]	4.96	0.0164	0.937	3.56	4.85	6.77	3269.0	0.174	1.0
b1[7]	23.4	0.0758	4.91	15.6	22.7	34.2	4190.0	0.223	1.0
b1[8]	13.6	0.0973	6.27	5.69	12.1	28.9	4161.0	0.222	1.0
b1[9]	11.5	0.116	7.02	3.33	9.53	28.6	3672.0	0.196	1.0
b1[10]	28.4	0.107	6.95	17.2	27.6	43.5	4190.0	0.223	1.0
b1[11]	6.76	0.0559	3.01	3.75	5.97	13.8	2895.0	0.154	1.0
b1[12]	30.0	0.109	6.87	18.6	29.2	44.4	3989.0	0.213	1.0
b1[13]	5.29	0.0729	3.8	2.53	4.06	14.9	2715.0	0.145	1.0
b1[14]	29.0	0.105	6.9	17.4	28.2	43.9	4356.0	0.232	1.0
b1[15]	28.9	0.116	7.19	17.0	28.0	44.6	3863.0	0.206	1.0
b1[16]	31.3	0.116	7.34	18.6	30.6	46.7	4023.0	0.214	1.0
b1[17]	25.4	0.11	7.18	13.6	24.4	40.7	4266.0	0.227	1.0
b1[18]	19.6	0.0956	6.19	10.9	18.5	33.9	4191.0	0.223	1.0
b1[19]	32.1	0.116	7.32	19.4	31.4	47.2	3950.0	0.211	1.0
b1[20]	32.9	0.11	6.88	20.9	32.2	47.1	3914.0	0.209	1.0
b1[21]	18.6	0.101	6.84	8.82	17.3	34.7	4551.0	0.243	1.0
b1[22]	35.8	0.127	7.72	22.7	35.0	52.4	3685.0	0.196	0.999
b1[23]	9.82	0.0436	2.64	6.22	9.31	15.9	3675.0	0.196	1.0
b1[24]	26.0	0.112	7.24	14.5	25.0	41.9	4192.0	0.223	1.0
b1[25]	37.1	0.119	7.67	23.9	36.3	53.4	4133.0	0.22	1.0
b1[26]	25.1	0.108	6.98	14.1	24.1	40.8	4162.0	0.222	1.0
b1[27]	29.7	0.105	6.75	18.9	28.8	44.7	4167.0	0.222	1.0
b1[28]	5.2	0.0796	4.06	2.26	3.83	16.9	2595.0	0.138	1.0
b1[29]	16.0	0.0821	5.32	8.57	14.9	28.3	4198.0	0.224	1.0
b1[30]	7.37	0.0234	1.44	5.28	7.12	10.5	3766.0	0.201	1.0
b1[31]	21.2	0.111	6.98	10.7	20.1	36.4	3942.0	0.21	1.0
b1[32]	17.2	0.0568	3.68	11.5	16.7	25.1	4199.0	0.224	1.0
b1[33]	20.0	0.0837	5.54	11.8	18.9	33.3	4387.0	0.234	1.0
b1[34]	6.93	0.108	5.88	1.99	4.74	22.6	2964.0	0.158	1.0
b1[35]	25.0	0.0748	4.78	16.8	24.5	35.1	4082.0	0.218	1.0
b1[36]	10.1	0.0985	5.75	3.85	8.38	24.8	3412.0	0.182	1.0
b1[37]	28.3	0.104	6.92	16.9	27.5	43.2	4431.0	0.236	1.0
b1[38]	18.1	0.0572	3.36	12.6	17.7	25.4	3445.0	0.184	1.0
b1[39]	27.9	0.0907	6.01	18.2	27.2	41.1	4395.0	0.234	1.0
b1[40]	21.3	0.0689	4.42	14.3	20.7	31.1	4110.0	0.219	1.0
b1[41]	12.2	0.0436	2.67	8.28	11.8	18.1	3748.0	0.2	1.0
b1[42]	16.0	0.0407	2.61	11.5	15.8	21.6	4119.0	0.22	1.0
b1[43]	23.4	0.115	7.33	12.0	22.5	39.8	4060.0	0.216	1.0
b1[44]	5.64	0.102	5.62	1.08	3.43	20.8	3057.0	0.163	1.0
b1[45]	6.25	0.0772	3.28	3.38	5.38	14.4	1801.0	0.096	1.0
b1[46]	3.1	0.0818	3.22	1.23	2.17	10.9	1550.0	0.0826	1.01
b1[47]	27.3	0.111	6.89	16.4	26.4	42.4	3844.0	0.205	1.0
b1[48]	29.1	0.11	7.14	17.4	28.2	44.9	4242.0	0.226	1.0
b1[49]	14.2	0.044	2.75	10.0	13.8	20.4	3897.0	0.208	1.0
b1[50]	-0.0283	0.0425	1.47	-1.93	-0.115	1.55	1205.0	0.0642	1.0
b1[51]	12.6	0.117	6.94	4.2	10.7	29.7	3502.0	0.187	1.0
b1[52]	21.4	0.0589	3.7	14.7	21.1	29.0	3941.0	0.21	1.0
b1[53]	25.3	0.102	6.95	14.6	24.2	40.0	4620.0	0.246	1.0
b1[54]	30.8	0.111	7.23	18.7	30.0	46.5	4256.0	0.227	1.0
b1[55]	27.5	0.101	6.29	17.3	26.6	41.2	3874.0	0.207	1.0
b1[56]	11.6	0.0601	3.5	7.03	10.9	20.0	3382.0	0.18	1.0
b1[57]	24.5	0.0989	6.06	14.8	23.6	38.4	3754.0	0.2	1.0
b1[58]	24.5	0.111	7.01	13.5	23.5	39.5	3985.0	0.212	1.0
b1[59]	22.0	0.0772	5.05	13.8	21.3	33.3	4274.0	0.228	1.0
b1[60]	27.3	0.109	7.04	16.1	26.4	42.7	4134.0	0.22	1.0
b1[61]	11.5	0.118	6.94	3.5	9.49	28.9	3430.0	0.183	1.0
b1[62]	19.7	0.0898	5.86	11.0	18.6	33.0	4254.0	0.227	1.0
b1[63]	9.21	0.038	2.08	6.28	8.87	13.4	2991.0	0.159	1.0
b1[64]	20.8	0.0928	5.94	11.9	19.7	34.6	4100.0	0.219	1.0
b1[65]	15.2	0.0901	5.74	7.89	13.9	29.0	4050.0	0.216	1.0
b1[66]	37.3	0.134	7.93	23.3	36.5	53.8	3509.0	0.187	1.0
b1[67]	36.6	0.127	7.64	23.3	35.8	52.7	3612.0	0.193	1.0
b1[68]	32.7	0.117	6.96	20.9	32.0	47.3	3525.0	0.188	1.0
b1[69]	34.1	0.117	7.34	21.3	33.5	49.5	3941.0	0.21	1.0
b1[70]	16.2	0.0546	3.35	11.3	15.6	23.7	3765.0	0.201	1.0
b1[71]	25.1	0.108	7.11	13.6	24.2	40.4	4320.0	0.23	1.0
b1[72]	15.5	0.0365	2.31	11.3	15.3	20.4	4016.0	0.214	1.0
b1[73]	20.6	0.0893	5.55	12.5	19.6	33.5	3866.0	0.206	1.0
b1[74]	33.2	0.115	7.35	21.0	32.4	48.7	4053.0	0.216	1.0
b1[75]	3.64	0.0812	3.75	1.13	2.46	14.1	2132.0	0.114	1.0
b1[76]	28.8	0.108	7.04	17.2	28.0	44.0	4280.0	0.228	1.0
b1[77]	31.1	0.118	7.65	18.0	30.2	47.6	4179.0	0.223	1.0
b1[78]	5.29	0.0113	0.742	3.91	5.25	6.77	4309.0	0.23	1.0
b1[79]	26.1	0.111	7.39	14.4	25.1	42.2	4434.0	0.236	1.0
b1[80]	28.6	0.111	7.13	17.0	27.8	44.1	4102.0	0.219	1.0
b1[81]	27.6	0.109	7.25	16.0	26.6	43.8	4382.0	0.234	1.0
b1[82]	25.0	0.106	6.84	14.2	24.0	40.2	4181.0	0.223	1.0
b1[83]	19.1	0.11	6.74	9.3	17.9	34.6	3734.0	0.199	1.0
b1[84]	5.81	0.0647	3.19	3.4	4.86	14.0	2433.0	0.13	1.0
b1[85]	19.0	0.11	7.16	8.71	17.7	35.3	4238.0	0.226	1.0
b1[86]	13.1	0.033	2.17	9.39	12.9	17.8	4316.0	0.23	1.0
b1[87]	3.9	0.0894	4.61	0.751	2.17	16.7	2655.0	0.142	1.0
b1[88]	27.4	0.106	6.89	16.2	26.5	42.6	4240.0	0.226	1.0
b1[89]	11.6	0.0848	5.14	5.71	10.2	24.7	3672.0	0.196	1.0
b1[90]	6.93	0.0166	1.06	5.13	6.83	9.15	4110.0	0.219	1.0
b1[91]	17.8	0.0604	3.8	12.0	17.2	26.3	3959.0	0.211	1.0
b1[92]	18.7	0.0539	3.28	13.1	18.3	25.7	3701.0	0.197	1.0
b1[93]	3.69	0.0854	3.58	1.3	2.58	13.3	1758.0	0.0937	1.0
b3[1]	0.921	0.00503	0.295	0.338	0.912	1.49	3444.0	0.184	1.0
b3[2]	0.381	0.00491	0.29	-0.215	0.376	0.942	3498.0	0.187	1.0
b3[3]	1.06	0.00531	0.32	0.421	1.06	1.7	3628.0	0.193	1.0
b3[4]	0.841	0.00532	0.317	0.201	0.832	1.47	3560.0	0.19	1.0
b3[5]	0.186	0.00457	0.266	-0.372	0.189	0.676	3390.0	0.181	1.0
b3[6]	0.835	0.00331	0.195	0.454	0.834	1.21	3461.0	0.185	1.0
b3[7]	0.28	0.00448	0.283	-0.301	0.278	0.809	3974.0	0.212	1.0
b3[8]	0.0702	0.0028	0.176	-0.298	0.0735	0.404	3942.0	0.21	1.0
b3[9]	0.575	0.00245	0.15	0.266	0.575	0.858	3711.0	0.198	1.0
b3[10]	1.16	0.00627	0.352	0.491	1.15	1.85	3144.0	0.168	1.0
b3[11]	0.374	0.0029	0.18	0.0106	0.373	0.707	3856.0	0.206	1.0
b3[12]	0.309	0.00465	0.288	-0.272	0.305	0.859	3845.0	0.205	1.0
b3[13]	0.649	0.00262	0.164	0.313	0.648	0.959	3949.0	0.211	1.0
b3[14]	0.881	0.00578	0.327	0.243	0.871	1.52	3203.0	0.171	1.0
b3[15]	0.586	0.00535	0.31	-0.0302	0.58	1.2	3362.0	0.179	1.0
