	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu[1]	31.9	0.0618	3.44	25.5	31.7	38.8	3108.0	0.0541	1.0
b1_mu[2]	33.2	0.0564	3.31	27.0	33.0	39.9	3450.0	0.06	1.0
b2_mu[1]	27.5	0.0808	3.35	21.5	27.3	34.2	1721.0	0.0299	1.0
b2_mu[2]	29.3	0.0881	3.26	23.5	29.1	36.0	1370.0	0.0238	1.0
b3_mu[1]	1.31	0.00302	0.151	1.01	1.31	1.6	2498.0	0.0435	1.0
b3_mu[2]	1.02	0.00247	0.146	0.721	1.02	1.29	3485.0	0.0606	1.0
b4_mu[1]	0.439	0.00197	0.12	0.2	0.435	0.671	3722.0	0.0648	1.0
b4_mu[2]	0.577	0.00209	0.127	0.326	0.573	0.821	3696.0	0.0643	1.0
a1_mu[1]	0.0988	0.000281	0.0143	0.0716	0.0982	0.127	2597.0	0.0452	1.0
a1_mu[2]	0.124	0.000246	0.0149	0.0946	0.124	0.153	3689.0	0.0642	1.0
a2_mu[1]	0.0995	0.000288	0.0145	0.0718	0.099	0.128	2547.0	0.0443	1.0
a2_mu[2]	0.141	0.000408	0.0176	0.105	0.14	0.174	1862.0	0.0324	1.0
c1_mu[1]	0.00654	7.44e-05	0.00363	0.00132	0.00588	0.0149	2383.0	0.0415	1.0
c1_mu[2]	0.00252	3.19e-05	0.00166	0.000363	0.00215	0.00646	2698.0	0.0469	1.0
sigma[1,1]	1.86	0.00598	0.293	1.34	1.84	2.47	2399.0	0.0417	1.0
sigma[2,1]	1.53	0.00416	0.225	1.13	1.51	1.99	2931.0	0.051	1.0
sigma[3,1]	0.17	0.000498	0.0232	0.125	0.168	0.215	2167.0	0.0377	1.0
sigma[4,1]	0.149	0.000452	0.0229	0.107	0.148	0.196	2567.0	0.0447	0.999
sigma[5,1]	0.261	0.00239	0.0766	0.0816	0.264	0.398	1032.0	0.018	1.0
sigma[6,1]	0.326	0.00369	0.0872	0.118	0.329	0.483	558.0	0.00971	1.0
sigma[7,1]	2.25	0.00702	0.325	1.66	2.22	2.91	2145.0	0.0373	1.0
sigma[1,2]	0.146	0.00208	0.088	0.00875	0.135	0.343	1789.0	0.0311	1.0
sigma[2,2]	0.34	0.00314	0.113	0.162	0.326	0.586	1304.0	0.0227	1.01
sigma[3,2]	0.0566	0.000589	0.0213	0.00997	0.0568	0.096	1304.0	0.0227	1.0
sigma[4,2]	0.0327	0.000445	0.0184	0.00143	0.0321	0.0685	1712.0	0.0298	1.0
sigma[5,2]	0.233	0.000682	0.0356	0.164	0.231	0.304	2724.0	0.0474	0.999
sigma[6,2]	0.0738	0.00152	0.0516	0.00242	0.0668	0.186	1159.0	0.0202	1.01
sigma[7,2]	0.717	0.00362	0.17	0.404	0.708	1.06	2193.0	0.0382	1.0
b1[1,1]	44.9	0.232	14.1	21.1	43.2	74.6	3699.0	0.0643	1.0
b1[2,1]	46.4	0.229	13.9	23.2	44.6	75.9	3695.0	0.0643	1.0
b1[1,2]	41.5	0.214	13.3	20.1	39.8	70.1	3856.0	0.0671	1.0
b1[2,2]	42.2	0.212	13.5	20.5	40.5	70.6	4036.0	0.0702	1.0
b1[1,3]	45.3	0.237	14.7	20.4	44.0	76.4	3833.0	0.0667	1.0
b1[2,3]	46.7	0.236	14.6	22.0	45.4	77.7	3829.0	0.0666	1.0
b1[1,4]	44.6	0.211	13.5	22.6	43.1	73.1	4083.0	0.071	1.0
b1[2,4]	45.6	0.207	13.5	23.4	44.1	74.3	4251.0	0.074	1.0
b1[1,5]	42.9	0.254	15.6	16.9	41.4	76.4	3803.0	0.0662	1.0
b1[2,5]	44.0	0.251	15.7	18.0	42.5	77.0	3908.0	0.068	1.0
b1[1,6]	35.0	0.353	17.3	7.61	34.8	69.6	2410.0	0.0419	1.0
b1[2,6]	36.3	0.352	17.2	7.87	36.0	70.9	2392.0	0.0416	1.0
b1[1,7]	37.5	0.274	16.6	14.1	35.0	73.0	3647.0	0.0634	1.0
b1[2,7]	39.4	0.261	16.2	16.3	36.7	74.3	3833.0	0.0667	1.0
b1[1,8]	40.5	0.225	13.8	17.8	38.6	70.2	3783.0	0.0658	1.0
b1[2,8]	42.2	0.223	13.7	19.9	40.4	71.5	3763.0	0.0655	1.0
b1[1,9]	13.7	0.176	8.53	4.45	11.3	35.7	2348.0	0.0409	1.0
b1[2,9]	15.2	0.174	8.36	6.25	13.0	36.9	2293.0	0.0399	1.0
b1[1,10]	39.3	0.189	12.3	19.1	37.8	65.8	4254.0	0.074	1.0
b1[2,10]	40.8	0.19	12.3	20.6	39.3	67.0	4178.0	0.0727	1.0
b1[1,11]	33.4	0.223	13.5	12.4	31.5	63.6	3673.0	0.0639	1.0
b1[2,11]	34.9	0.223	13.5	13.1	33.2	65.3	3663.0	0.0637	0.999
b1[1,12]	41.7	0.216	14.0	19.5	39.7	72.5	4199.0	0.073	1.0
b1[2,12]	42.6	0.217	14.1	20.0	40.6	73.6	4234.0	0.0737	1.0
b1[1,13]	10.5	0.143	7.27	3.28	8.27	29.4	2579.0	0.0449	0.999
b1[2,13]	12.2	0.147	7.33	4.34	10.1	31.0	2497.0	0.0434	1.0
b1[1,14]	47.9	0.24	14.4	23.9	46.2	78.4	3580.0	0.0623	1.0
b1[2,14]	49.2	0.244	14.4	25.2	47.7	79.2	3479.0	0.0605	1.0
b1[1,15]	38.7	0.205	13.1	17.9	36.9	67.3	4061.0	0.0707	0.999
b1[2,15]	40.5	0.198	12.9	19.9	38.7	68.5	4235.0	0.0737	1.0
b1[1,16]	44.1	0.207	13.5	21.4	42.7	73.1	4264.0	0.0742	1.0
b1[2,16]	45.2	0.209	13.7	22.5	43.7	74.9	4284.0	0.0745	1.0
b1[1,17]	25.3	0.196	10.7	11.0	22.8	50.5	2969.0	0.0517	1.0
b1[2,17]	26.4	0.194	10.7	11.8	24.1	51.8	3026.0	0.0526	1.0
b1[1,18]	35.5	0.335	15.6	10.2	34.1	68.7	2175.0	0.0378	1.0
b1[2,18]	37.6	0.31	15.0	14.8	35.8	70.0	2337.0	0.0407	1.0
