	Mean	MCSE	StdDev	2.5%	50%	97.5%	N_Eff	N_Eff/s	R_hat
b1_mu	20.79	0.04	1.68	17.47	20.78	24.04	1541.47	0.13	1.0
b2_mu	20.35	0.04	1.64	17.12	20.33	23.49	2062.81	0.17	1.0
b3_mu	0.84	0.0	0.09	0.66	0.84	1.02	3739.25	0.31	1.0
b4_mu	0.32	0.0	0.08	0.17	0.32	0.47	3780.09	0.31	1.0
a1_mu	0.11	0.0	0.01	0.09	0.11	0.14	1051.93	0.09	1.0
sigma[1]	1.06	0.00276	0.132	0.814	1.05	1.33	2305.0	0.19	1.0
sigma[2]	1.06	0.00263	0.13	0.814	1.05	1.32	2439.0	0.201	1.0
sigma[3]	0.138	0.000294	0.0161	0.108	0.137	0.171	3014.0	0.249	1.0
sigma[4]	0.106	0.000286	0.0156	0.0763	0.105	0.137	2974.0	0.246	1.0
sigma[5]	0.463	0.00212	0.0619	0.332	0.464	0.577	854.0	0.0706	1.0
b1[1]	29.7	0.115	7.39	17.3	28.9	45.0	4139.0	0.342	1.0
b1[2]	24.1	0.0912	5.78	14.5	23.4	36.7	4015.0	0.332	1.0
b1[3]	29.4	0.123	7.74	15.8	28.8	46.1	3964.0	0.327	1.0
b1[4]	31.6	0.119	7.52	18.4	30.9	47.4	3985.0	0.329	1.0
b1[5]	21.7	0.0736	4.88	13.3	21.3	31.9	4398.0	0.363	1.0
b1[6]	7.14	0.0317	1.62	4.7	6.96	10.3	2624.0	0.217	1.0
b1[7]	20.9	0.0677	4.44	13.4	20.5	30.5	4301.0	0.355	1.0
b1[8]	28.9	0.128	7.93	15.5	28.1	45.9	3842.0	0.317	1.0
b1[9]	22.0	0.176	9.13	7.21	21.2	41.1	2688.0	0.222	1.0
b1[10]	26.1	0.101	6.45	15.3	25.5	39.4	4116.0	0.34	1.0
b1[11]	12.2	0.12	5.95	5.7	10.4	27.2	2447.0	0.202	1.0
b1[12]	29.1	0.113	6.93	17.3	28.4	43.8	3788.0	0.313	1.0
b1[13]	9.68	0.208	8.16	2.97	5.31	30.1	1535.0	0.127	1.0
b1[14]	33.3	0.129	7.69	19.8	32.5	49.6	3560.0	0.294	1.0
b1[15]	22.9	0.0909	6.02	12.9	22.1	35.9	4386.0	0.362	1.0
b1[16]	28.6	0.109	7.11	16.4	27.9	43.7	4250.0	0.351	1.0
b1[17]	18.6	0.0853	5.59	9.58	17.9	30.9	4293.0	0.355	1.0
b1[18]	18.4	0.0843	5.23	10.1	17.7	30.1	3848.0	0.318	0.999
b1[19]	30.3	0.117	7.28	17.9	29.6	45.8	3881.0	0.321	1.0
b1[20]	32.5	0.129	8.11	18.1	31.9	49.3	3975.0	0.328	1.0
b1[21]	18.8	0.104	6.09	8.79	18.1	31.8	3422.0	0.283	1.0
b1[22]	32.4	0.124	7.59	19.3	31.7	48.6	3778.0	0.312	1.0
b1[23]	11.3	0.0677	3.4	6.82	10.7	19.9	2514.0	0.208	1.0
b1[24]	25.3	0.105	6.83	13.5	24.6	39.7	4218.0	0.348	1.0
b1[25]	33.0	0.128	7.86	19.2	32.3	49.3	3751.0	0.31	1.0
b1[26]	21.4	0.0908	5.82	11.9	20.8	33.5	4104.0	0.339	1.0
b1[27]	25.5	0.0929	5.97	15.5	24.8	38.7	4136.0	0.342	0.999
b1[28]	16.9	0.221	9.84	3.77	15.7	37.3	1978.0	0.163	1.0
b1[29]	13.3	0.0634	4.11	6.98	12.7	22.6	4212.0	0.348	1.0
b1[30]	6.09	0.0174	1.06	4.17	6.01	8.23	3710.0	0.306	1.0
b1[31]	14.7	0.0695	4.4	7.86	14.0	24.5	4008.0	0.331	1.0
b1[32]	21.1	0.0713	4.67	13.2	20.6	31.1	4288.0	0.354	1.0
b1[33]	32.2	0.128	7.91	18.5	31.3	49.2	3801.0	0.314	1.0
b1[34]	10.0	0.217	8.45	3.53	6.02	32.9	1522.0	0.126	1.0
b1[35]	21.8	0.0729	4.49	14.0	21.3	31.4	3796.0	0.314	1.0
b1[36]	15.4	0.143	7.22	4.8	14.5	30.9	2551.0	0.211	1.0
b1[37]	24.0	0.099	6.6	13.1	23.3	38.1	4452.0	0.368	1.0
b1[38]	25.5	0.0901	5.73	15.7	24.9	37.6	4041.0	0.334	1.0
b1[39]	24.8	0.0866	5.46	15.3	24.3	36.6	3975.0	0.328	1.0
b1[40]	25.5	0.103	6.45	14.5	24.7	39.3	3909.0	0.323	1.0
b1[41]	11.0	0.0513	3.08	6.45	10.4	18.0	3616.0	0.299	1.0
b1[42]	15.4	0.0484	2.94	10.2	15.1	21.7	3686.0	0.305	1.0
b1[43]	23.7	0.108	6.57	12.3	23.1	37.6	3737.0	0.309	1.0
b1[44]	1.55	0.0522	3.04	-3.01	0.689	9.31	3406.0	0.281	1.0
b1[45]	5.28	0.0524	2.47	2.52	4.62	11.7	2230.0	0.184	1.0
b1[46]	8.58	0.151	6.68	0.737	7.19	23.5	1966.0	0.162	1.0
b1[47]	19.8	0.0747	5.1	11.4	19.2	30.8	4650.0	0.384	1.0
b1[48]	31.6	0.118	7.69	17.9	30.9	47.6	4217.0	0.348	1.0
b1[49]	13.9	0.0497	3.13	8.75	13.4	20.8	3961.0	0.327	1.0
b1[50]	8.62	0.281	10.3	-2.1	3.91	31.9	1340.0	0.111	1.0
b1[51]	20.5	0.147	7.9	6.76	19.9	36.6	2877.0	0.238	1.0
b1[52]	33.0	0.126	7.53	19.8	32.3	48.9	3552.0	0.293	1.0
b1[53]	25.6	0.0982	6.51	14.6	25.0	39.7	4387.0	0.362	1.0
b1[54]	25.7	0.0985	6.33	15.0	25.0	39.6	4126.0	0.341	1.0
b1[55]	22.7	0.0846	5.39	13.7	22.1	34.4	4055.0	0.335	1.0
b1[56]	12.6	0.105	5.76	5.29	11.1	27.0	3037.0	0.251	1.0
b1[57]	26.2	0.109	7.1	14.4	25.5	41.4	4259.0	0.352	1.0
b1[58]	23.2	0.0916	6.09	12.7	22.7	36.1	4414.0	0.365	1.0
b1[59]	23.5	0.0972	6.21	13.3	22.7	36.9	4079.0	0.337	1.0
b1[60]	20.9	0.0847	5.68	11.6	20.0	33.3	4496.0	0.371	1.0
b1[61]	19.7	0.181	8.7	5.23	19.0	37.2	2319.0	0.192	1.0
b1[62]	13.4	0.0748	4.76	6.62	12.5	24.6	4049.0	0.334	1.0
b1[63]	11.1	0.0641	3.06	6.87	10.5	18.1	2282.0	0.189	1.0
b1[64]	27.8	0.108	7.09	15.7	27.2	42.8	4351.0	0.359	1.0
b1[65]	17.5	0.107	6.33	8.02	16.4	31.8	3497.0	0.289	1.0
b1[66]	33.7	0.131	8.03	19.9	33.0	50.7	3766.0	0.311	1.0
b1[67]	32.5	0.119	7.33	19.6	31.9	47.9	3769.0	0.311	1.0
b1[68]	31.8	0.114	6.95	19.8	31.2	46.0	3700.0	0.306	1.0
b1[69]	34.6	0.13	8.05	20.6	33.8	51.6	3847.0	0.318	0.999
b1[70]	17.1	0.065	4.15	10.8	16.5	26.5	4079.0	0.337	1.0
b1[71]	31.3	0.121	7.8	18.1	30.6	47.7	4175.0	0.345	1.0
b1[72]	14.7	0.0499	2.88	9.73	14.4	20.6	3334.0	0.275	1.0
b1[73]	19.7	0.0804	5.2	11.6	19.0	31.6	4174.0	0.345	1.0
b1[74]	32.3	0.125	7.78	19.0	31.6	48.5	3868.0	0.32	1.0
b1[75]	14.3	0.224	9.21	1.47	13.5	33.6	1685.0	0.139	1.0
b1[76]	28.9	0.113	7.01	17.1	28.2	44.1	3877.0	0.32	1.0
b1[77]	27.1	0.114	7.36	14.5	26.4	42.4	4144.0	0.342	1.0
b1[78]	4.2	0.0123	0.805	2.75	4.13	5.89	4273.0	0.353	1.0
b1[79]	22.7	0.0943	6.32	12.0	21.9	36.1	4485.0	0.371	1.0
b1[80]	25.5	0.102	6.72	14.3	24.8	39.6	4337.0	0.358	1.0
b1[81]	31.4	0.12	7.73	17.8	30.9	47.2	4168.0	0.344	1.0
b1[82]	29.2	0.111	7.4	16.6	28.4	44.7	4425.0	0.366	1.0
b1[83]	16.2	0.0816	5.27	7.75	15.4	27.8	4180.0	0.345	1.0
b1[84]	7.92	0.15	5.43	3.68	5.62	23.1	1309.0	0.108	1.0
b1[85]	24.3	0.119	7.29	11.5	23.6	39.5	3747.0	0.31	1.0
b1[86]	8.91	0.0279	1.69	5.94	8.73	12.5	3687.0	0.305	1.0
b1[87]	9.84	0.325	10.3	1.89	3.6	34.5	998.0	0.0824	1.0
b1[88]	23.2	0.092	6.04	13.2	22.3	36.2	4306.0	0.356	1.0
b1[89]	13.0	0.0851	4.84	5.79	12.1	23.7	3241.0	0.268	1.0
b1[90]	6.89	0.0229	1.36	4.61	6.74	9.66	3538.0	0.292	1.0
b1[91]	28.7	0.11	6.93	16.6	28.0	42.7	3938.0	0.325	1.0
b1[92]	20.4	0.0725	4.55	12.8	19.9	30.2	3936.0	0.325	1.0
b1[93]	12.3	0.236	8.96	1.85	10.6	31.3	1441.0	0.119	1.0
b2[1]	13.4	0.0512	3.33	8.18	12.9	20.9	4226.0	0.349	1.0
b2[2]	19.3	0.0665	3.9	12.6	18.9	27.6	3444.0	0.285	1.0
b2[3]	16.2	0.0565	3.79	10.0	15.7	24.7	4492.0	0.371	1.0
b2[4]	18.2	0.0693	4.6	10.7	17.5	28.3	4411.0	0.364	1.0
b2[5]	19.8	0.0724	4.56	12.5	19.2	29.9	3967.0	0.328	1.0
b2[6]	4.02	0.0189	0.926	2.62	3.91	5.79	2410.0	0.199	1.0
b2[7]	26.9	0.0994	6.41	16.3	26.1	40.5	4161.0	0.344	1.0
b2[8]	5.43	0.0272	1.75	2.8	5.12	9.39	4129.0	0.341	1.0
b2[9]	8.05	0.0777	4.2	2.03	7.33	17.4	2923.0	0.241	1.0
b2[10]	28.5	0.109	7.06	16.5	27.8	43.4	4194.0	0.346	1.0
b2[11]	5.91	0.0618	2.97	2.81	5.0	13.6	2310.0	0.191	1.0
b2[12]	27.1	0.101	6.4	16.4	26.4	40.7	4016.0	0.332	1.0
b2[13]	7.26	0.171	6.73	1.95	3.71	23.9	1552.0	0.128	1.0
b2[14]	20.4	0.0897	5.9	11.1	19.6	33.5	4323.0	0.357	1.0
b2[15]	32.3	0.13	7.88	18.6	31.6	48.8	3702.0	0.306	1.0
b2[16]	28.7	0.117	7.18	16.2	28.1	43.6	3772.0	0.312	1.0
b2[17]	30.4	0.117	7.44	17.2	29.7	45.8	4013.0	0.332	1.0
b2[18]	25.8	0.111	7.07	14.0	24.9	41.1	4084.0	0.337	1.0
b2[19]	28.2	0.117	7.3	15.6	27.6	43.7	3921.0	0.324	1.0
b2[20]	28.4	0.103	6.47	17.0	27.9	42.1	3921.0	0.324	1.0
b2[21]	23.0	0.113	7.1	11.0	22.4	38.5	3947.0	0.326	1.0
b2[22]	31.3	0.126	7.74	18.0	30.5	47.7	3748.0	0.31	1.0
b2[23]	8.45	0.0569	2.86	4.77	7.8	15.6	2533.0	0.209	1.0
b2[24]	26.3	0.104	6.8	14.7	25.6	40.6	4300.0	0.355	1.0
b2[25]	32.4	0.128	7.54	19.4	31.6	48.3	3470.0	0.287	1.0
b2[26]	28.8	0.115	7.16	16.7	28.1	43.7	3903.0	0.322	1.0
b2[27]	31.9	0.131	7.75	18.3	31.3	47.9	3515.0	0.29	1.0
b2[28]	8.24	0.109	5.24	1.76	7.2	20.2	2309.0	0.191	1.0
b2[29]	26.1	0.117	7.57	13.1	25.4	42.0	4179.0	0.345	1.0
b2[30]	14.8	0.0587	3.49	9.03	14.4	22.2	3520.0	0.291	1.0
b2[31]	31.7	0.129	8.02	17.7	31.1	48.3	3887.0	0.321	1.0
b2[32]	14.8	0.0612	3.87	8.88	14.3	23.3	4006.0	0.331	0.999
b2[33]	11.1	0.0503	3.34	6.31	10.6	18.6	4406.0	0.364	1.0
b2[34]	3.98	0.1	4.03	0.943	2.21	15.3	1612.0	0.133	1.0
b2[35]	30.4	0.12	7.49	17.7	29.7	46.2	3871.0	0.32	0.999
b2[36]	15.8	0.15	7.67	4.45	15.0	31.8	2604.0	0.215	1.0
b2[37]	29.7	0.124	7.41	17.0	29.0	45.4	3587.0	0.296	1.0
b2[38]	14.0	0.0492	3.01	8.96	13.5	20.5	3744.0	0.309	1.0
b2[39]	30.0	0.111	6.91	18.3	29.4	44.4	3859.0	0.319	1.0
